 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,291";;0;;0;; ; 
"=""00:30"""; ;0;"1,129";;0;;0;; ; 
"=""00:45"""; ;0;"1,126";;0;;0;; ; 
"=""01:00"""; ;0;"1,631";;0;;0;; ; 
"=""01:15"""; ;0;"1,084";;0;;0;; ; 
"=""01:30"""; ;0;"1,148";;0;;0;; ; 
"=""01:45"""; ;0;"1,214";;0;;0;; ; 
"=""02:00"""; ;0;"1,040";;0;;0;; ; 
"=""02:15"""; ;0;"1,577";;0;;0;; ; 
"=""02:30"""; ;0;"1,007";;0;;0;; ; 
"=""02:45"""; ;0;"1,020";;0;;0;; ; 
"=""03:00"""; ;0;"1,001";;0;;0;; ; 
"=""03:15"""; ;0;"1,031";;0;;0;; ; 
"=""03:30"""; ;0;950;;0;;0;; ; 
"=""03:45"""; ;0;"1,011";;0;;0;; ; 
"=""04:00"""; ;0;921;;0;;0;; ; 
"=""04:15"""; ;0;748;;0;;0;; ; 
"=""04:30"""; ;0;"1,410";;0;;0;; ; 
"=""04:45"""; ;0;985;;0;;0;; ; 
"=""05:00"""; ;0;"2,302";;0;;0;; ; 
"=""05:15"""; ;0;"2,171";;0;;0;; ; 
"=""05:30""";0;0;"2,230";"2,230";0;0;0;; ; 
"=""05:45""";0;0;"2,110";"2,110";0;0;0;; ; 
"=""06:00""";0;0;"1,312";"1,312";0;0;0;; ; 
"=""06:15""";0;0;"1,290";"1,290";0;0;0;; ; 
"=""06:30""";0;0;"2,154";"2,154";0;0;0;0; ; 
"=""06:45""";26;0;880;906;0;26;0;26; ; 
"=""07:00""";65;0;903;968;0;65;0;65; ; 
"=""07:15""";159;0;963;"1,122";0;159;0;159; ; 
"=""07:30""";232;0;771;"1,003";0;232;0;232; ; 
"=""07:45""";383;0;512;895;0;383;0;383; ; 
"=""08:00""";640;0;479;"1,118";13;640;10;663; ; 
"=""08:15""";809;0;73;882;51;809;628;"1,488"; ; 
"=""08:30""";737;0;245;982;23;737;200;960; ; 
"=""08:45""";771;0;284;"1,055";33;771;217;"1,021"; ; 
"=""09:00""";793;0;18;811;17;793;901;"1,710"; ; 
"=""09:15""";654;0;13;667;14;654;"1,234";"1,902"; ; 
"=""09:30""";"1,068";0;55;"1,123";53;"1,068";925;"2,046"; ; 
"=""09:38"""; ; ; ; ; ; ; ; ; ;"1,740"
"=""09:43"""; ; ; ; ; ; ; ; ; ;"2,520"
"=""09:45""";689;0;7;696;113;689;"1,327";"2,129"; ; 
"=""09:48"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""09:53"""; ; ; ; ; ; ; ; ; ;"1,470"
"=""09:58"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""10:00""";"1,052";0;145;"1,197";299;"1,052";539;"1,890"; ; 
"=""10:03"""; ; ; ; ; ; ; ; ; ;"1,860"
"=""10:08"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:15""";586;0;69;654;239;586;603;"1,428"; ; 
"=""10:23"""; ; ; ; ; ; ; ; ; ;"1,710"
"=""10:28"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:30""";730;0;120;850;159;730;415;"1,303"; ; 
"=""10:45""";880;0;64;944;72;880;208;"1,161"; ; 
"=""10:48"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""10:53"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:00""";688;705;87;"1,480";99;688;0;787; ; 
"=""11:15""";543;367;77;987;76;543;0;619; ; 
"=""11:30""";831;148;36;"1,014";38;831;0;869; ; 
"=""11:45""";843;0;12;855;12;843;234;"1,089"; ; 
"=""12:00""";920;0;16;936;14;920;131;"1,065"; ; 
"=""12:15""";804;98;17;919;17;804;0;821; ; 
"=""12:30""";843;0;14;856;13;843;20;875; ; 
"=""12:45""";895;0;17;912;15;895;107;"1,017"; ; 
"=""13:00""";"1,033";961;28;"2,022";27;"1,033";0;"1,060"; ; 
"=""13:15""";666;754;40;"1,460";39;666;0;705; ; 
"=""13:28"""; ; ; ; ; ; ; ; ; ;30
"=""13:30""";610;571;25;"1,206";22;610;0;632; ; 
"=""13:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:45""";653;587;17;"1,257";20;653;0;673; ; 
"=""14:00""";684;514;33;"1,231";31;684;0;714; ; 
"=""14:15""";746;192;358;"1,295";12;746;0;758; ; 
"=""14:23"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""14:28"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:30""";831;0;581;"1,412";11;831;7;849; ; 
"=""14:45""";635;0;654;"1,289";2;635;80;717; ; 
"=""15:00""";489;0;755;"1,243";0;489;2;491; ; 
"=""15:15""";457;0;683;"1,140";0;457;0;457; ; 
"=""15:30""";445;0;"2,088";"2,533";0;445;2;446; ; 
"=""15:45""";461;0;631;"1,092";0;461;1;462; ; 
"=""16:00""";504;0;609;"1,113";0;504;0;504; ; 
"=""16:15""";597;0;283;881;0;597;1;598; ; 
"=""16:30""";392;1;527;919;0;392;0;392; ; 
"=""16:45""";388;0;397;785;0;388;0;388; ; 
"=""17:00""";181;0;"1,348";"1,529";0;181;0;181; ; 
"=""17:15""";99;0;"1,335";"1,434";0;99;0;99; ; 
"=""17:30""";70;0;"1,414";"1,484";0;70;0;70; ; 
"=""17:45""";20;0;"1,310";"1,330";0;20;0;20; ; 
"=""18:00""";4;0;"1,464";"1,468";0;4;0;4; ; 
"=""18:15""";0;0;"2,714";"2,714";0;0;0;; ; 
"=""18:30""";0;0;"1,442";"1,442";0;0;0;; ; 
"=""18:45""";0;0;"1,701";"1,701";0;0;0;; ; 
"=""19:00""";0;0;"1,625";"1,771";0;0;0;; ; 
"=""19:15""";0;0;"1,868";"1,868";0;0;0;; ; 
"=""19:30"""; ;0;"2,655";;0;;0;; ; 
"=""19:45"""; ;0;"2,859";;0;;0;; ; 
"=""20:00"""; ;0;"3,800";;0;;0;; ; 
"=""20:15"""; ;0;"2,909";;0;;0;; ; 
"=""20:30"""; ;0;"2,296";;0;;0;; ; 
"=""20:45"""; ;0;"1,995";;0;;0;; ; 
"=""21:00"""; ;0;"1,966";;0;;0;; ; 
"=""21:15"""; ;0;"2,157";;0;;0;; ; 
"=""21:30"""; ;0;"1,670";;0;;0;; ; 
"=""21:45"""; ;0;"1,828";;0;;0;; ; 
"=""22:00"""; ;0;"1,980";;0;;0;; ; 
"=""22:15"""; ;0;"1,804";;0;;0;; ; 
"=""22:30"""; ;0;"1,714";;0;;0;; ; 
"=""22:45"""; ;0;"1,680";;0;;0;; ; 
"=""23:00"""; ;0;"1,611";;0;;0;; ; 
"=""23:15"""; ;0;"1,739";;0;;0;; ; 
"=""23:30"""; ;0;"1,469";;0;;0;; ; 
"=""23:45"""; ;0;"4,176";;0;;0;; ; 
"=""00:00"""; ;0;"2,001";;0;;0;;300;"3,000"
