 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,378";;0;;0;; ; 
"=""00:30"""; ;0;"2,317";;0;;0;; ; 
"=""00:45"""; ;0;"2,335";;0;;0;; ; 
"=""01:00"""; ;0;"2,176";;0;;0;; ; 
"=""01:15"""; ;0;"2,147";;0;;0;; ; 
"=""01:30"""; ;0;"1,790";;0;;0;; ; 
"=""01:45"""; ;0;"2,293";;0;;0;; ; 
"=""02:00"""; ;0;"2,041";;0;;0;; ; 
"=""02:15"""; ;0;"1,946";;0;;0;; ; 
"=""02:30"""; ;0;"1,946";;0;;0;; ; 
"=""02:45"""; ;0;"1,700";;0;;0;; ; 
"=""03:00"""; ;0;"1,738";;0;;0;; ; 
"=""03:15"""; ;0;"1,892";;0;;0;; ; 
"=""03:30"""; ;0;"1,872";;0;;0;; ; 
"=""03:45"""; ;0;"1,531";;0;;0;; ; 
"=""04:00"""; ;0;"1,922";;0;;0;; ; 
"=""04:15"""; ;0;"1,599";;0;;0;; ; 
"=""04:30"""; ;0;"1,526";;0;;0;; ; 
"=""04:45"""; ;0;"1,850";;0;;0;; ; 
"=""05:00"""; ;0;"1,687";;0;;0;; ; 
"=""05:15"""; ;0;"1,809";;0;;0;; ; 
"=""05:30"""; ;0;"2,506";;0;;0;; ; 
"=""05:45""";0;0;"2,760";"2,760";0;0;0;; ; 
"=""06:00""";0;0;"1,743";"1,743";0;0;0;; ; 
"=""06:15""";0;0;"1,809";"1,809";0;0;0;; ; 
"=""06:30""";7;0;"2,216";"2,223";0;7;0;7; ; 
"=""06:45""";71;0;"1,645";"1,716";0;71;0;71; ; 
"=""07:00""";179;0;"1,290";"1,469";0;179;0;179; ; 
"=""07:15""";460;0;928;"1,388";0;460;0;460; ; 
"=""07:30""";674;0;846;"1,520";0;674;0;674; ; 
"=""07:45""";885;0;"1,561";"2,446";14;885;0;899; ; 
"=""08:00""";"1,013";0;430;"1,443";27;"1,013";82;"1,122"; ; 
"=""08:15""";"1,085";0;209;"1,294";23;"1,085";190;"1,298"; ; 
"=""08:30""";"1,298";0;392;"1,690";27;"1,298";284;"1,608"; ; 
"=""08:45""";"1,146";0;30;"1,175";30;"1,146";620;"1,796"; ; 
"=""09:00""";"1,128";0;24;"1,152";27;"1,128";877;"2,031"; ; 
"=""09:15""";"1,091";0;45;"1,135";44;"1,091";968;"2,102"; ; 
"=""09:17"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""09:22"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:30""";"1,222";0;100;"1,322";92;"1,222";712;"2,025"; ; 
"=""09:42"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""09:45""";"1,162";0;184;"1,346";193;"1,162";52;"1,407"; ; 
"=""09:47"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";747;0;120;866;132;747;522;"1,400"; ; 
"=""10:15""";803;0;33;836;26;803;"1,654";"2,484"; ; 
"=""10:22"""; ; ; ; ; ; ; ; ; ;"1,590"
"=""10:27"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:30""";709;0;84;793;82;709;"1,205";"1,996"; ; 
"=""10:37"""; ; ; ; ; ; ; ; ; ;240
"=""10:42"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:45""";"1,448";0;103;"1,551";111;"1,448";326;"1,884"; ; 
"=""10:47"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""10:52"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:00""";"1,237";0;96;"1,333";94;"1,237";"1,272";"2,603"; ; 
"=""11:12"""; ; ; ; ; ; ; ; ; ;"2,610"
"=""11:15""";"1,386";0;106;"1,492";104;"1,386";674;"2,164"; ; 
"=""11:17"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:30""";"1,500";0;114;"1,614";135;"1,500";441;"2,076"; ; 
