 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,976";;0;;0;; ; 
"=""00:30"""; ;0;"2,016";;0;;0;; ; 
"=""00:45"""; ;0;"1,958";;0;;0;; ; 
"=""01:00"""; ;0;"2,246";;0;;0;; ; 
"=""01:15"""; ;0;"1,505";;0;;0;; ; 
"=""01:30"""; ;0;"1,773";;0;;0;; ; 
"=""01:45"""; ;0;"1,666";;0;;0;; ; 
"=""02:00"""; ;0;"1,939";;0;;0;; ; 
"=""02:15"""; ;0;"1,580";;0;;0;; ; 
"=""02:30"""; ;0;"1,812";;0;;0;; ; 
"=""02:45"""; ;0;"1,428";;0;;0;; ; 
"=""03:00"""; ;0;"1,421";;0;;0;; ; 
"=""03:15"""; ;0;"1,778";;0;;0;; ; 
"=""03:30"""; ;0;"1,467";;0;;0;; ; 
"=""03:45"""; ;0;"1,147";;0;;0;; ; 
"=""04:00"""; ;0;"1,332";;0;;0;; ; 
"=""04:15"""; ;0;"1,753";;0;;0;; ; 
"=""04:30"""; ;0;"1,058";;0;;0;; ; 
"=""04:45"""; ;0;"1,003";;0;;0;; ; 
"=""05:00"""; ;0;"1,889";;0;;0;; ; 
"=""05:15"""; ;0;"2,865";;0;;0;; ; 
"=""05:30""";0;0;"4,040";"4,040";0;0;0;; ; 
"=""05:45""";0;0;"1,518";"1,518";0;0;0;; ; 
"=""06:00""";0;0;"1,093";"1,093";0;0;0;; ; 
"=""06:15""";0;0;"1,155";"1,155";0;0;0;0; ; 
"=""06:30""";9;0;"2,262";"2,271";0;9;0;9; ; 
"=""06:45""";85;0;"1,323";"1,408";0;85;0;85; ; 
"=""07:00""";143;0;826;969;0;143;0;143; ; 
"=""07:15""";282;0;567;849;0;282;0;282; ; 
"=""07:30""";564;0;256;820;0;564;0;564; ; 
"=""07:45""";741;0;384;"1,125";20;741;0;761; ; 
"=""08:00""";847;0;452;"1,299";21;847;194;"1,062"; ; 
"=""08:03"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""08:08"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:15""";800;0;96;895;94;800;392;"1,286"; ; 
"=""08:23"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""08:28"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:30""";761;0;62;823;59;761;672;"1,493"; ; 
"=""08:45""";899;0;112;"1,011";112;899;869;"1,879"; ; 
"=""09:00""";756;0;73;830;73;756;"1,261";"2,091"; ; 
"=""09:08"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""09:13"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:15""";757;0;74;831;73;757;"1,301";"2,130"; ; 
"=""09:30""";632;0;41;672;42;632;"1,616";"2,289"; ; 
"=""09:45""";655;0;29;684;30;655;"1,780";"2,465"; ; 
"=""09:48"""; ; ; ; ; ; ; ; ; ;900
"=""09:53"""; ; ; ; ; ; ; ; ; ;"2,700"
"=""09:58"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";"1,215";0;111;"1,326";115;"1,215";"1,150";"2,480"; ; 
"=""10:08"""; ; ; ; ; ; ; ; ; ;"1,440"
"=""10:13"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:15""";664;0;142;806;238;664;"1,648";"2,550"; ; 
"=""10:18"""; ; ; ; ; ; ; ; ; ;"2,010"
"=""10:23"""; ; ; ; ; ; ; ; ; ;"1,380"
"=""10:28"""; ; ; ; ; ; ; ; ; ;"1,740"
"=""10:30""";829;0;107;936;325;829;"1,248";"2,402"; ; 
"=""10:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:43"""; ; ; ; ; ; ; ; ; ;"2,730"
"=""10:45""";645;0;129;774;264;645;706;"1,614"; ; 
"=""10:48"""; ; ; ; ; ; ; ; ; ;"2,160"
"=""10:53"""; ; ; ; ; ; ; ; ; ;"2,010"
"=""10:58"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""11:00""";755;0;124;879;282;755;464;"1,502"; ; 
"=""11:03"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""11:08"""; ; ; ; ; ; ; ; ; ;"1,200"
"=""11:13"""; ; ; ; ; ; ; ; ; ;"1,170"
"=""11:15""";635;0;88;724;304;635;538;"1,478"; ; 
"=""11:18"""; ; ; ; ; ; ; ; ; ;"1,110"
"=""11:23"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:28"""; ; ; ; ; ; ; ; ; ;0
"=""11:30""";556;0;52;608;309;556;457;"1,321"; ; 
"=""11:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:43"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""11:45""";712;0;72;784;198;712;310;"1,220"; ; 
"=""11:48"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""11:53"""; ; ; ; ; ; ; ; ; ;"1,440"
"=""11:58"""; ; ; ; ; ; ; ; ; ;570
"=""12:00""";859;0;48;907;271;859;341;"1,471"; ; 
"=""12:03"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:08"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""12:13"""; ; ; ; ; ; ; ; ; ;"1,200"
"=""12:15""";"1,157";0;131;"1,288";338;"1,157";204;"1,699"; ; 
"=""12:18"""; ; ; ; ; ; ; ; ; ;0
"=""12:23"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:28"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""12:30""";"1,118";0;34;"1,152";232;"1,118";291;"1,640"; ; 
"=""12:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";"2,271";0;129;"2,400";219;"2,271";56;"2,546"; ; 
"=""13:00""";"3,014";191;15;"3,220";12;"3,014";0;"3,026"; ; 
"=""13:13"""; ; ; ; ; ; ; ; ; ;"1,980"
"=""13:15""";"2,458";669;41;"3,167";49;"2,458";0;"2,506"; ; 
"=""13:18"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:23"""; ; ; ; ; ; ; ; ; ;510
"=""13:28"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:30""";"2,518";265;118;"2,901";116;"2,518";0;"2,634"; ; 
"=""13:38"""; ; ; ; ; ; ; ; ; ;"2,700"
"=""13:43"""; ; ; ; ; ; ; ; ; ;390
"=""13:45""";"2,496";107;46;"2,649";47;"2,496";0;"2,543"; ; 
"=""13:48"""; ; ; ; ; ; ; ; ; ;"3,000"
