 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,116";;0;;1;; ; 
"=""00:30"""; ;1;"1,147";;0;;0;; ; 
"=""00:45"""; ;0;"1,002";;0;;1;; ; 
"=""01:00"""; ;0;"1,068";;0;;0;; ; 
"=""01:15"""; ;0;972;;0;;1;; ; 
"=""01:30"""; ;0;949;;0;;2;; ; 
"=""01:45"""; ;0;"1,005";;0;;0;; ; 
"=""02:00"""; ;1;858;;0;;0;; ; 
"=""02:15"""; ;0;960;;0;;1;; ; 
"=""02:30"""; ;0;698;;0;;1;; ; 
"=""02:45"""; ;0;"1,059";;0;;2;; ; 
"=""03:00"""; ;0;798;;0;;1;; ; 
"=""03:15"""; ;3;866;;0;;0;; ; 
"=""03:30"""; ;1;787;;0;;0;; ; 
"=""03:45"""; ;0;781;;0;;2;; ; 
"=""04:00"""; ;0;733;;0;;2;; ; 
"=""04:15"""; ;1;729;;0;;0;; ; 
"=""04:30"""; ;0;753;;0;;1;; ; 
"=""04:45"""; ;0;"1,527";;0;;3;; ; 
"=""05:00"""; ;0;"2,070";;0;;0;; ; 
"=""05:15"""; ;0;"1,581";;0;;2;; ; 
"=""05:30"""; ;0;"2,084";;0;;0;; ; 
"=""05:45"""; ;0;"1,882";;0;;1;; ; 
"=""06:00""";0;0;828;827;0;0;1;; ; 
"=""06:15""";0;1;696;697;0;0;0;; ; 
"=""06:30""";0;0;"1,727";"1,722";0;0;5;; ; 
"=""06:45""";0;1;646;647;0;0;0;; ; 
"=""07:00""";26;0;564;589;0;26;2;27; ; 
"=""07:15""";100;1;544;645;0;100;0;100; ; 
"=""07:30""";182;0;395;576;0;182;1;182; ; 
