 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,000";;0;;0;; ; 
"=""00:30"""; ;0;"1,851";;0;;0;; ; 
"=""00:45"""; ;0;"1,885";;0;;0;; ; 
"=""01:00"""; ;0;"1,567";;0;;0;; ; 
"=""01:15"""; ;0;"1,862";;0;;0;; ; 
"=""01:30"""; ;0;"1,893";;0;;0;; ; 
"=""01:45"""; ;0;"1,616";;0;;0;; ; 
"=""02:00"""; ;0;"1,345";;0;;0;; ; 
"=""02:15"""; ;0;"1,482";;0;;0;; ; 
"=""02:30"""; ;0;"1,786";;0;;0;; ; 
"=""02:45"""; ;0;"1,824";;0;;0;; ; 
"=""03:00"""; ;0;"1,423";;0;;0;; ; 
"=""03:15"""; ;0;"1,316";;0;;0;; ; 
"=""03:30"""; ;0;982;;0;;0;; ; 
"=""03:45"""; ;0;"1,713";;0;;0;; ; 
"=""04:00"""; ;0;"1,705";;0;;0;; ; 
"=""04:15"""; ;0;"1,009";;0;;0;; ; 
"=""04:30"""; ;0;993;;0;;0;; ; 
"=""04:45"""; ;0;"1,345";;0;;0;; ; 
"=""05:00"""; ;0;"2,282";;0;;0;; ; 
"=""05:15""";0;0;"2,093";"2,093";0;0;0;; ; 
"=""05:30""";0;0;"3,759";"3,759";0;0;0;; ; 
"=""05:45""";0;0;"1,291";"1,291";0;0;0;; ; 
"=""06:00""";0;0;"1,310";"1,310";0;0;0;; ; 
"=""06:15""";0;0;"1,076";"1,076";0;0;0;0; ; 
"=""06:30""";9;0;"2,552";"2,561";0;9;0;9; ; 
"=""06:45""";46;0;"1,160";"1,206";0;46;0;46; ; 
"=""07:00""";125;0;891;"1,016";0;125;0;125; ; 
"=""07:15""";205;0;"1,036";"1,241";0;205;0;205; ; 
"=""07:30""";361;0;663;"1,024";0;361;0;361; ; 
"=""07:45""";796;0;409;"1,205";15;796;190;"1,000"; ; 
"=""08:00""";944;0;391;"1,335";27;944;189;"1,159"; ; 
"=""08:15""";757;0;559;"1,316";4;757;1;761; ; 
"=""08:23"""; ; ; ; ; ; ; ; ; ;"2,220"
"=""08:28"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:30""";986;0;526;"1,512";46;986;278;"1,310"; ; 
"=""08:45""";921;0;142;"1,062";17;921;417;"1,354"; ; 
"=""09:00""";631;0;303;935;11;631;129;771; ; 
"=""09:03"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""09:08"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:13"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""09:15""";"1,191";0;156;"1,347";80;"1,191";968;"2,239"; ; 
"=""09:18"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:30""";971;0;68;"1,039";72;971;"1,153";"2,196"; ; 
"=""09:33"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""09:38"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:45""";707;0;75;782;70;707;877;"1,654"; ; 
"=""09:58"""; ; ; ; ; ; ; ; ; ;870
"=""10:00""";910;0;80;990;82;910;"1,954";"2,945"; ; 
"=""10:03"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:15""";849;0;83;932;84;849;"1,497";"2,430"; ; 
"=""10:30""";"1,265";0;204;"1,468";222;"1,265";896;"2,383"; ; 
"=""10:43"""; ; ; ; ; ; ; ; ; ;0
"=""10:45""";672;0;103;775;114;672;918;"1,703"; ; 
