 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,874";;0;;0;; ; 
"=""00:30"""; ;0;"3,255";;0;;0;; ; 
"=""00:45"""; ;0;"2,560";;0;;0;; ; 
"=""01:00"""; ;0;"2,862";;0;;0;; ; 
"=""01:15"""; ;0;"3,002";;0;;0;; ; 
"=""01:30"""; ;0;"2,171";;0;;0;; ; 
"=""01:45"""; ;0;"1,925";;0;;0;; ; 
"=""02:00"""; ;0;"1,561";;0;;0;; ; 
"=""02:15"""; ;0;"2,021";;0;;0;; ; 
"=""02:30"""; ;0;"1,997";;0;;0;; ; 
"=""02:45"""; ;0;"1,804";;0;;0;; ; 
"=""03:00"""; ;0;"1,735";;0;;0;; ; 
"=""03:15"""; ;0;"1,933";;0;;0;; ; 
"=""03:30"""; ;0;"1,657";;0;;0;; ; 
"=""03:45"""; ;0;"1,457";;0;;0;; ; 
"=""04:00"""; ;0;"1,361";;0;;0;; ; 
"=""04:15"""; ;0;"1,370";;0;;0;; ; 
"=""04:30"""; ;0;"1,003";;0;;0;; ; 
"=""04:45"""; ;0;"1,440";;0;;0;; ; 
"=""05:00"""; ;0;"1,766";;0;;0;; ; 
"=""05:15"""; ;0;"1,323";;0;;0;; ; 
"=""05:30"""; ;0;"3,197";;0;;0;; ; 
"=""05:45"""; ;0;"1,771";;0;;0;; ; 
"=""06:00""";0;0;"1,591";"1,591";0;0;0;; ; 
"=""06:15""";0;0;"1,598";"1,598";0;0;0;; ; 
"=""06:30""";0;0;"2,425";"2,425";0;0;0;0; ; 
"=""06:45""";7;0;"1,562";"1,569";0;7;0;7; ; 
"=""07:00""";74;0;"1,477";"1,551";0;74;0;74; ; 
"=""07:15""";152;0;"1,012";"1,164";0;152;0;152; ; 
"=""07:30""";219;0;"1,516";"1,735";0;219;0;219; ; 
"=""07:45""";315;0;"1,288";"1,603";0;315;0;315; ; 
"=""08:00""";320;0;"1,825";"2,145";0;320;0;320; ; 
"=""08:15""";466;0;802;"1,268";0;466;0;466; ; 
"=""08:30""";807;0;38;845;25;807;332;"1,163"; ; 
"=""08:45""";"1,029";0;430;"1,458";22;"1,029";268;"1,318"; ; 
"=""09:00""";"1,313";0;558;"1,870";8;"1,313";253;"1,573"; ; 
"=""09:15""";"1,206";0;403;"1,609";41;"1,206";453;"1,700"; ; 
"=""09:30""";"1,222";0;54;"1,276";55;"1,222";523;"1,799"; ; 
"=""09:45""";651;0;15;666;14;651;"1,276";"1,941"; ; 
"=""10:00""";611;0;13;624;11;611;"1,468";"2,089"; ; 
"=""10:15""";698;0;25;723;25;698;"1,522";"2,246"; ; 
"=""10:26"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""10:30""";748;0;26;774;200;748;"1,358";"2,305"; ; 
"=""10:31"""; ; ; ; ; ; ; ; ; ;"1,680"
"=""10:36"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""10:41"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""10:45""";667;0;40;707;311;667;"1,073";"2,051"; ; 
"=""10:46"""; ; ; ; ; ; ; ; ; ;0
"=""10:51"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:56"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""11:00""";622;0;87;709;275;622;693;"1,589"; ; 
"=""11:01"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""11:06"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""11:11"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:15""";679;0;56;735;213;679;475;"1,367"; ; 
"=""11:16"""; ; ; ; ; ; ; ; ; ;930
"=""11:21"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""11:26"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""11:30""";845;0;65;911;272;845;389;"1,506"; ; 
"=""11:31"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:36"""; ; ; ; ; ; ; ; ; ;900
"=""11:41"""; ; ; ; ; ; ; ; ; ;690
"=""11:45""";"1,569";0;208;"1,777";301;"1,569";27;"1,897"; ; 
"=""11:46"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:51"""; ; ; ; ; ; ; ; ; ;780
"=""11:56"""; ; ; ; ; ; ; ; ; ;"2,640"
"=""12:00""";"1,383";778;162;"2,323";151;"1,383";0;"1,534"; ; 
"=""12:01"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:15""";"2,236";19;104;"2,358";117;"2,236";0;"2,353"; ; 
"=""12:30""";"1,383";"1,328";166;"2,876";169;"1,383";0;"1,551"; ; 
"=""12:45""";"1,223";"1,712";89;"3,024";79;"1,223";0;"1,302"; ; 
"=""13:00""";"2,285";60;88;"2,433";98;"2,285";0;"2,383"; ; 
"=""13:15""";"1,950";0;24;"1,973";21;"1,950";735;"2,705"; ; 
"=""13:30""";"1,594";0;41;"1,635";40;"1,594";794;"2,429"; ; 
"=""13:45""";"2,386";144;61;"2,592";56;"2,386";0;"2,442"; ; 
"=""14:00""";"2,020";"1,104";48;"3,172";52;"2,020";0;"2,072"; ; 
"=""14:06"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""14:11"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:15""";"1,263";"1,820";57;"3,139";66;"1,263";0;"1,329"; ; 
"=""14:30""";"2,134";537;35;"2,705";28;"2,134";0;"2,162"; ; 
"=""14:45""";"1,766";575;559;"2,900";11;"1,766";0;"1,777"; ; 
"=""15:00""";"1,414";0;"2,142";"3,556";0;"1,414";3;"1,417"; ; 
"=""15:15""";"1,127";0;"2,046";"3,174";6;"1,127";0;"1,133"; ; 
"=""15:30""";968;0;"1,481";"2,449";16;968;35;"1,018"; ; 
"=""15:45""";866;0;935;"1,801";1;866;3;870; ; 
"=""16:00""";630;0;798;"1,428";0;630;1;631; ; 
"=""16:15""";417;0;834;"1,251";0;417;3;420; ; 
"=""16:30""";177;0;"1,501";"1,678";0;177;3;180; ; 
"=""16:45""";143;0;"1,989";"2,132";0;143;1;144; ; 
"=""17:00""";126;1;"2,300";"2,428";0;126;0;126; ; 
"=""17:15""";86;0;"2,823";"2,909";0;86;0;86; ; 
"=""17:30""";45;0;"2,480";"2,526";0;45;0;45; ; 
"=""17:45""";11;0;"3,678";"3,689";0;11;3;13; ; 
"=""18:00""";0;1;"2,533";"2,533";0;0;0;0; ; 
"=""18:15""";0;0;"2,478";"2,476";0;0;1;; ; 
"=""18:30""";0;0;"3,110";"3,109";0;0;1;; ; 
"=""18:45""";0;0;"4,005";"4,003";0;0;2;; ; 
"=""19:00""";0;0;"3,409";"3,587";0;0;1;; ; 
"=""19:15""";0;0;"3,537";"3,536";0;0;1;; ; 
"=""19:30""";0;1;"2,983";"2,378";0;0;0;; ; 
"=""19:45"""; ;0;"3,024";;0;;1;; ; 
"=""20:00"""; ;0;"3,049";;0;;2;; ; 
"=""20:15"""; ;1;"4,644";;0;;0;; ; 
"=""20:30"""; ;0;"3,269";;0;;0;; ; 
"=""20:45"""; ;0;"3,558";;0;;1;; ; 
"=""21:00"""; ;1;"5,190";;0;;0;; ; 
"=""21:15"""; ;0;"3,714";;0;;3;; ; 
"=""21:30"""; ;0;"2,978";;0;;0;; ; 
"=""21:45"""; ;0;"3,411";;0;;1;; ; 
"=""22:00"""; ;0;"2,800";;0;;0;; ; 
"=""22:15"""; ;0;"2,622";;0;;1;; ; 
"=""22:30"""; ;0;"2,514";;0;;3;; ; 
"=""22:45"""; ;0;"3,262";;0;;0;; ; 
"=""23:00"""; ;0;"1,972";;0;;1;; ; 
"=""23:15"""; ;1;"2,809";;0;;0;; ; 
"=""23:30"""; ;0;"1,988";;0;;0;; ; 
"=""23:45"""; ;0;"2,388";;0;;2;; ; 
"=""00:00"""; ;0;"2,059";;0;;0;;300;"3,000"
