 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,574";;0;;0;; ; 
"=""00:30"""; ;0;"1,717";;0;;0;; ; 
"=""00:45"""; ;0;"1,466";;0;;0;; ; 
"=""01:00"""; ;0;"1,589";;0;;0;; ; 
"=""01:15"""; ;0;"1,473";;0;;0;; ; 
"=""01:30"""; ;0;"1,693";;0;;0;; ; 
"=""01:45"""; ;0;"1,304";;0;;0;; ; 
"=""02:00"""; ;0;"1,174";;0;;0;; ; 
"=""02:15"""; ;0;"1,297";;0;;0;; ; 
"=""02:30"""; ;0;"1,035";;0;;0;; ; 
"=""02:45"""; ;0;"1,461";;0;;0;; ; 
"=""03:00"""; ;0;"1,533";;0;;0;; ; 
"=""03:15"""; ;0;809;;0;;0;; ; 
"=""03:30"""; ;0;"1,220";;0;;0;; ; 
"=""03:45"""; ;0;"1,481";;0;;0;; ; 
"=""04:00"""; ;0;"1,150";;0;;0;; ; 
"=""04:15"""; ;0;983;;0;;0;; ; 
"=""04:30"""; ;0;958;;0;;0;; ; 
"=""04:45"""; ;0;"1,246";;0;;0;; ; 
"=""05:00"""; ;0;730;;0;;0;; ; 
"=""05:15"""; ;0;"1,480";;0;;0;; ; 
"=""05:30""";0;0;"3,420";"3,420";0;0;0;; ; 
"=""05:45""";0;0;"1,412";"1,412";0;0;0;; ; 
"=""06:00""";0;0;"1,055";"1,055";0;0;0;; ; 
"=""06:15""";0;0;"1,073";"1,073";0;0;0;0; ; 
"=""06:30""";33;0;"2,374";"2,407";0;33;0;33; ; 
"=""06:45""";125;0;"1,055";"1,180";0;125;0;125; ; 
"=""07:00""";194;0;"1,176";"1,370";0;194;0;194; ; 
"=""07:15""";335;0;844;"1,179";0;335;0;335; ; 
"=""07:30""";474;0;"1,452";"1,926";0;474;0;474; ; 
"=""07:45""";450;0;675;"1,125";0;450;0;450; ; 
"=""08:00""";815;0;288;"1,102";15;815;138;967; ; 
"=""08:15""";"1,443";0;110;"1,553";29;"1,443";576;"2,048"; ; 
"=""08:30""";"1,203";0;30;"1,233";30;"1,203";943;"2,176"; ; 
"=""08:45""";838;0;48;886;46;838;665;"1,549"; ; 
"=""08:45"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""08:50"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:00""";"1,348";0;105;"1,453";107;"1,348";757;"2,212"; ; 
"=""09:15""";"1,259";0;114;"1,373";114;"1,259";984;"2,356"; ; 
"=""09:30""";"1,138";0;66;"1,204";60;"1,138";"1,300";"2,498"; ; 
"=""09:45""";789;0;134;923;134;789;922;"1,845"; ; 
"=""09:55"""; ; ; ; ; ; ; ; ; ;0
"=""10:00""";"1,734";771;256;"2,760";281;"1,734";0;"2,014"; ; 
"=""10:00"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:05"""; ; ; ; ; ; ; ; ; ;"2,280"
"=""10:10"""; ; ; ; ; ; ; ; ; ;"2,250"
"=""10:15""";650;0;60;710;252;650;"1,856";"2,758"; ; 
"=""10:15"""; ; ; ; ; ; ; ; ; ;"2,070"
"=""10:20"""; ; ; ; ; ; ; ; ; ;"1,470"
