 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,076";;0;;0;; ; 
"=""00:30"""; ;0;"2,021";;0;;0;; ; 
"=""00:45"""; ;0;"1,785";;0;;0;; ; 
"=""01:00"""; ;0;"2,066";;0;;0;; ; 
"=""01:15"""; ;0;"1,734";;0;;0;; ; 
"=""01:30"""; ;0;"1,939";;0;;0;; ; 
"=""01:45"""; ;0;"1,761";;0;;0;; ; 
"=""02:00"""; ;0;"1,965";;0;;0;; ; 
"=""02:15"""; ;0;665;;0;;0;; ; 
"=""02:30"""; ;;;;;;;; ; 
"=""02:45"""; ;;;;;;;; ; 
"=""03:00"""; ;;;;;;;; ; 
"=""03:03"""; ; ; ; ; ; ; ; ;300; 
"=""03:04"""; ; ; ; ; ; ; ; ; ;"2,100"
"=""03:04"""; ; ; ; ; ; ; ; ; ;"2,400"
"=""03:15"""; ;;;;;;;; ; 
"=""03:17"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""03:30"""; ;0;"2,870";;0;;0;; ; 
"=""03:45"""; ;0;"1,752";;0;;1;; ; 
"=""04:00"""; ;0;"1,820";;0;;2;; ; 
"=""04:15"""; ;0;"1,602";;0;;0;; ; 
"=""04:30"""; ;2;"1,620";;0;;0;; ; 
"=""04:45"""; ;0;"1,617";;0;;0;; ; 
"=""05:00"""; ;0;"1,815";;0;;1;; ; 
"=""05:15"""; ;0;"3,176";;0;;1;; ; 
"=""05:30"""; ;1;"2,905";;0;;0;; ; 
"=""05:45""";0;0;"1,970";"1,969";0;0;1;; ; 
"=""06:00""";0;0;"1,409";"1,408";0;0;1;; ; 
"=""06:15""";0;1;"1,327";"1,328";0;0;0;; ; 
"=""06:30""";23;0;"2,122";"2,145";0;23;2;24; ; 
"=""06:45""";107;0;"1,199";"1,306";0;107;1;108; ; 
"=""07:00""";251;2;"1,023";"1,275";0;251;0;251; ; 
"=""07:15""";451;0;634;"1,085";0;451;1;452; ; 
"=""07:30""";697;0;400;"1,097";5;697;3;705; ; 
"=""07:45""";715;0;222;937;20;715;144;879; ; 
"=""07:47"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""07:52"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:00""";"1,014";0;540;"1,553";47;"1,014";119;"1,180"; ; 
"=""08:15""";"1,068";0;280;"1,348";48;"1,068";292;"1,408"; ; 
"=""08:30""";"1,078";0;84;"1,161";45;"1,078";502;"1,625"; ; 
"=""08:45""";875;0;82;956;79;875;889;"1,842"; ; 
"=""09:00""";811;0;59;870;53;811;"1,200";"2,064"; ; 
"=""09:15""";614;0;13;627;12;614;"1,674";"2,299"; ; 
"=""09:30""";589;0;10;599;10;589;"1,794";"2,393"; ; 
"=""09:37"""; ; ; ; ; ; ; ; ; ;"1,950"
"=""09:42"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:45""";547;0;23;570;231;547;"1,669";"2,447"; ; 
"=""10:00""";"1,329";0;20;"1,348";107;"1,329";"1,094";"2,529"; ; 
"=""10:02"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""10:07"""; ; ; ; ; ; ; ; ; ;0
"=""10:12"""; ; ; ; ; ; ; ; ; ;240
"=""10:15""";867;0;63;930;258;867;957;"2,082"; ; 
"=""10:17"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:22"""; ; ; ; ; ; ; ; ; ;"2,220"
"=""10:27"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:30""";"1,983";0;168;"2,150";229;"1,983";371;"2,582"; ; 
"=""10:32"""; ; ; ; ; ; ; ; ; ;900
"=""10:37"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:42"""; ; ; ; ; ; ; ; ; ;"1,500"
"=""10:45""";"1,543";0;148;"1,691";299;"1,543";622;"2,464"; ; 
"=""10:47"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""10:57"""; ; ; ; ; ; ; ; ; ;"1,560"
"=""11:00""";949;0;99;"1,048";348;949;676;"1,974"; ; 
"=""11:02"""; ; ; ; ; ; ; ; ; ;"1,470"
"=""11:07"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""11:12"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""11:15""";821;0;50;870;334;821;612;"1,766"; ; 
"=""11:17"""; ; ; ; ; ; ; ; ; ;"1,110"
"=""11:22"""; ; ; ; ; ; ; ; ; ;"1,380"
"=""11:27"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""11:30""";854;0;117;972;375;854;543;"1,772"; ; 
"=""11:32"""; ; ; ; ; ; ; ; ; ;"1,500"
"=""11:37"""; ; ; ; ; ; ; ; ; ;"1,560"
"=""11:42"""; ; ; ; ; ; ; ; ; ;"2,070"
"=""11:45""";729;0;103;832;390;729;481;"1,600"; ; 
"=""11:47"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""11:52"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""11:57"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""12:00""";840;0;0;840;301;840;439;"1,579"; ; 
"=""12:02"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""12:07"""; ; ; ; ; ; ; ; ; ;"1,200"
"=""12:12"""; ; ; ; ; ; ; ; ; ;"1,710"
"=""12:15""";837;0;26;863;323;837;407;"1,567"; ; 
"=""12:17"""; ; ; ; ; ; ; ; ; ;"2,130"
"=""12:22"""; ; ; ; ; ; ; ; ; ;"2,070"
"=""12:27"""; ; ; ; ; ; ; ; ; ;"2,130"
"=""12:30""";"1,204";0;100;"1,303";344;"1,204";373;"1,921"; ; 
"=""12:32"""; ; ; ; ; ; ; ; ; ;"2,370"
"=""12:37"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";"1,665";280;67;"2,012";230;"1,665";0;"1,895"; ; 
"=""13:00""";"1,520";"1,536";53;"3,108";37;"1,520";0;"1,556"; ; 
"=""13:15""";"1,464";"1,487";32;"2,983";41;"1,464";0;"1,505"; ; 
"=""13:27"""; ; ; ; ; ; ; ; ; ;"1,710"
"=""13:30""";"1,702";"1,332";32;"3,066";29;"1,702";0;"1,731"; ; 
"=""13:32"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:37"""; ; ; ; ; ; ; ; ; ;"2,340"
"=""13:42"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:45""";917;"1,756";60;"2,733";57;917;0;974; ; 
"=""14:00""";523;"1,986";26;"2,535";21;523;0;544; ; 
"=""14:15""";265;"1,021";"1,153";"2,439";29;265;0;293; ; 
"=""14:17"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""14:22"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:30""";47;810;"1,559";"2,416";28;47;0;75; ; 
"=""14:45""";13;687;"1,666";"2,365";25;13;0;38; ; 
"=""15:00""";107;0;"2,346";"2,453";0;107;1;108; ; 
"=""15:15""";272;1;"1,951";"2,224";0;272;0;272; ; 
"=""15:30""";453;0;"1,580";"2,034";0;453;2;455; ; 
"=""15:45""";375;0;"1,048";"1,423";0;375;0;375; ; 
"=""16:00""";193;0;774;966;0;193;0;193; ; 
"=""16:15""";128;0;781;909;0;128;0;128; ; 
"=""16:30""";96;0;814;910;0;96;0;96; ; 
"=""16:45""";58;1;885;944;0;58;0;58; ; 
"=""17:00""";44;0;"1,670";"1,714";0;44;1;45; ; 
"=""17:15""";51;0;"1,683";"1,734";0;51;2;53; ; 
"=""17:30""";26;1;"1,521";"1,548";0;26;0;26; ; 
"=""17:45""";13;0;"1,364";"1,377";0;13;0;13; ; 
"=""18:00""";21;1;"2,064";"2,086";0;21;0;21; ; 
"=""18:15""";9;0;"1,402";"1,411";0;9;1;10; ; 
"=""18:30""";0;1;"1,394";"1,395";0;0;0;; ; 
"=""18:45""";0;0;"2,229";"2,229";0;0;0;; ; 
"=""19:00""";0;0;"2,675";"2,675";0;0;0;; ; 
"=""19:15""";0;0;"2,244";"1,956";0;0;2;; ; 
"=""19:30""";0;0;"2,142";"2,142";0;0;1;; ; 
"=""19:45""";0;1;"1,936";"1,820";0;0;0;; ; 
"=""20:00"""; ;0;"1,934";;0;;0;; ; 
"=""20:15"""; ;3;"2,043";;0;;0;; ; 
"=""20:30"""; ;0;"3,496";;0;;2;; ; 
"=""20:45"""; ;1;"3,089";;0;;0;; ; 
"=""21:00"""; ;2;"2,257";;0;;0;; ; 
"=""21:15"""; ;0;"2,517";;0;;0;; ; 
"=""21:30"""; ;0;"2,130";;0;;1;; ; 
"=""21:45"""; ;0;"1,977";;0;;0;; ; 
"=""22:00"""; ;0;"2,013";;0;;0;; ; 
"=""22:15"""; ;1;"1,746";;0;;0;; ; 
"=""22:30"""; ;0;"2,029";;0;;2;; ; 
"=""22:45"""; ;0;"1,803";;0;;0;; ; 
"=""23:00"""; ;0;"1,936";;0;;0;; ; 
"=""23:15"""; ;0;"1,918";;0;;1;; ; 
"=""23:30"""; ;0;"2,141";;0;;0;; ; 
"=""23:45"""; ;0;"1,910";;0;;1;; ; 
"=""00:00"""; ;0;"1,687";;0;;0;;300;"3,000"
