 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,740";;0;;710;; ; 
"=""00:30"""; ;0;"1,602";;0;;555;; ; 
"=""00:45"""; ;0;"1,468";;0;;426;; ; 
"=""01:00"""; ;0;"1,333";;0;;345;; ; 
"=""01:15"""; ;0;"1,612";;0;;281;; ; 
"=""01:30"""; ;0;"1,046";;0;;250;; ; 
"=""01:45"""; ;0;"1,241";;0;;223;; ; 
"=""02:00"""; ;0;898;;0;;197;; ; 
"=""02:15"""; ;0;"1,219";;0;;182;; ; 
"=""02:30"""; ;0;"1,085";;0;;167;; ; 
"=""02:45"""; ;0;"1,014";;0;;156;; ; 
"=""03:00"""; ;0;802;;0;;145;; ; 
"=""03:15"""; ;0;"1,083";;0;;138;; ; 
"=""03:30"""; ;0;755;;0;;130;; ; 
"=""03:45"""; ;0;756;;0;;123;; ; 
"=""04:00"""; ;0;922;;0;;117;; ; 
"=""04:15"""; ;0;774;;0;;110;; ; 
"=""04:30"""; ;0;929;;0;;108;; ; 
"=""04:45"""; ;0;"1,507";;0;;102;; ; 
"=""05:00"""; ;0;"2,851";;0;;98;; ; 
"=""05:14"""; ; ; ; ; ; ; ; ; ;690
"=""05:15"""; ;"1,789";86;;99;;0;; ; 
"=""05:19"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""05:24"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""05:30"""; ;"2,917";365;;102;;0;; ; 
"=""05:45"""; ;"1,007";29;;34;;0;; ; 
"=""06:00"""; ;866;22;;18;;0;; ; 
"=""06:15""";0;806;17;807;15;0;0;; ; 
"=""06:30""";0;"2,137";215;"2,279";73;0;0;; ; 
"=""06:45""";0;864;74;905;33;0;0;; ; 
"=""07:00""";0;564;12;566;10;0;0;0; ; 
"=""07:15""";0;526;28;543;28;0;0;16; ; 
"=""07:30""";82;253;193;527;14;82;0;95; ; 
"=""07:45""";133;0;417;550;0;133;2;135; ; 
"=""08:00""";263;0;329;592;0;263;1;263; ; 
"=""08:15""";428;1;186;614;0;428;0;428; ; 
"=""08:30""";584;0;546;"1,130";4;584;1;588; ; 
"=""08:45""";443;1;832;"1,276";3;443;0;446; ; 
"=""09:00""";442;2;823;"1,267";0;442;0;442; ; 
"=""09:15""";464;0;848;"1,312";1;464;1;466; ; 
"=""09:30""";499;0;159;658;8;499;77;584; ; 
"=""09:45""";424;0;7;431;9;424;216;648; ; 
"=""10:00""";648;0;274;921;37;648;61;746; ; 
"=""10:09"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""10:14"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:15""";721;0;58;779;51;721;149;921; ; 
"=""10:30""";"1,056";162;912;"2,130";54;"1,056";0;"1,110"; ; 
"=""10:44"""; ; ; ; ; ; ; ; ; ;"2,730"
"=""10:45""";834;0;39;872;39;834;250;"1,123"; ; 
"=""10:49"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:00""";840;0;65;905;66;840;423;"1,329"; ; 
"=""11:15""";730;0;26;757;26;730;564;"1,320"; ; 
"=""11:30""";690;0;12;702;13;690;928;"1,631"; ; 
"=""11:45""";"1,373";0;19;"1,392";18;"1,373";343;"1,733"; ; 
"=""12:00""";"1,461";0;34;"1,495";33;"1,461";279;"1,773"; ; 
"=""12:15""";"1,392";0;27;"1,419";32;"1,392";544;"1,967"; ; 
"=""12:30""";"1,518";0;28;"1,546";24;"1,518";348;"1,890"; ; 
"=""12:45""";"1,229";0;21;"1,250";22;"1,229";397;"1,648"; ; 
"=""12:54"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""12:59"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:00""";765;0;30;795;26;765;473;"1,264"; ; 
"=""13:15""";751;0;28;779;27;751;442;"1,219"; ; 
"=""13:30""";642;0;8;650;8;642;341;990; ; 
"=""13:45""";692;0;9;701;7;692;340;"1,039"; ; 
"=""13:54"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""13:59"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:00""";682;0;21;703;20;682;368;"1,070"; ; 
"=""14:15""";673;0;18;691;17;673;372;"1,062"; ; 
"=""14:30""";682;0;20;702;20;682;187;889; ; 
"=""14:44"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""14:45""";661;0;17;678;14;661;117;791; ; 
"=""14:49"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""14:54"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""15:00""";631;501;38;"1,170";31;631;0;662; ; 
"=""15:15""";536;770;39;"1,344";39;536;0;575; ; 
"=""15:30""";420;"1,113";55;"1,588";54;420;0;474; ; 
"=""15:45""";414;358;31;804;33;414;0;447; ; 
"=""15:59"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""16:00""";412;548;8;967;7;412;0;418; ; 
"=""16:04"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""16:15""";339;625;20;984;19;339;0;358; ; 
"=""16:30""";340;556;10;905;8;340;0;348; ; 
"=""16:34"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""16:39"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""16:45""";294;694;404;"1,392";20;294;0;314; ; 
"=""17:00""";180;0;"1,395";"1,575";0;180;2;182; ; 
"=""17:15""";76;0;"1,769";"1,845";0;76;1;77; ; 
"=""17:30""";39;0;"1,632";"1,671";0;39;0;39; ; 
"=""17:45""";25;0;"1,957";"1,982";0;25;0;25; ; 
