 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,443";;0;;0;; ; 
"=""00:30"""; ;0;"1,471";;0;;0;; ; 
"=""00:45"""; ;0;"1,317";;0;;0;; ; 
"=""01:00"""; ;0;"1,403";;0;;0;; ; 
"=""01:15"""; ;0;"1,162";;0;;0;; ; 
"=""01:30"""; ;0;"1,235";;0;;0;; ; 
"=""01:45"""; ;0;"1,222";;0;;0;; ; 
"=""02:00"""; ;0;"1,089";;0;;0;; ; 
"=""02:15"""; ;0;"1,081";;0;;0;; ; 
"=""02:30"""; ;0;"3,380";;0;;0;; ; 
"=""02:45"""; ;0;"1,864";;0;;0;; ; 
"=""03:00"""; ;0;"1,002";;0;;0;; ; 
"=""03:15"""; ;0;"1,848";;0;;0;; ; 
"=""03:30"""; ;0;896;;0;;0;; ; 
"=""03:45"""; ;0;801;;0;;0;; ; 
"=""04:00"""; ;0;"1,022";;0;;0;; ; 
"=""04:15"""; ;0;"1,082";;0;;0;; ; 
"=""04:30"""; ;0;918;;0;;0;; ; 
"=""04:45"""; ;0;"1,103";;0;;0;; ; 
"=""05:00"""; ;0;"1,017";;0;;0;; ; 
"=""05:15"""; ;0;"1,062";;0;;0;; ; 
"=""05:30"""; ;0;"3,342";;0;;0;; ; 
"=""05:45"""; ;0;"1,105";;0;;0;; ; 
"=""06:00""";0;0;772;772;0;0;0;; ; 
"=""06:15""";0;0;889;889;0;0;0;; ; 
"=""06:30""";0;0;"1,576";"1,576";0;0;0;; ; 
"=""06:45""";0;0;"1,245";"1,245";0;0;0;0; ; 
"=""07:00""";30;0;"1,704";"1,734";0;30;0;30; ; 
"=""07:15""";117;0;"1,077";"1,194";0;117;0;117; ; 
"=""07:30""";203;0;"1,059";"1,262";0;203;0;203; ; 
"=""07:45""";438;0;"1,001";"1,439";0;438;0;438; ; 
"=""08:00""";633;0;"1,233";"1,866";0;633;0;633; ; 
"=""08:15""";797;0;82;878;17;797;0;814; ; 
"=""08:30""";895;0;175;"1,070";79;895;83;"1,056"; ; 
"=""08:45""";983;0;416;"1,399";64;983;250;"1,297"; ; 
"=""09:00""";888;0;43;931;44;888;556;"1,487"; ; 
"=""09:15""";"1,070";0;858;"1,928";72;"1,070";561;"1,703"; ; 
"=""09:18"""; ; ; ; ; ; ; ; ; ;"1,470"
"=""09:23"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:30""";"1,346";0;83;"1,429";94;"1,346";495;"1,934"; ; 
"=""09:45""";789;0;21;809;22;789;"1,296";"2,107"; ; 
"=""10:00""";784;0;27;811;24;784;"1,305";"2,112"; ; 
"=""10:15""";780;0;38;817;39;780;"1,490";"2,308"; ; 
"=""10:30""";"1,122";0;59;"1,181";53;"1,122";673;"1,847"; ; 
"=""10:38"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""10:43"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""10:45""";"1,276";0;81;"1,357";70;"1,276";784;"2,130"; ; 
"=""10:48"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:58"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""11:00""";"1,685";0;69;"1,754";100;"1,685";721;"2,505"; ; 
"=""11:03"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:08"""; ; ; ; ; ; ; ; ; ;"2,130"
"=""11:13"""; ; ; ; ; ; ; ; ; ;"1,830"
"=""11:15""";"1,148";0;48;"1,196";211;"1,148";"1,127";"2,485"; ; 
"=""11:18"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:23"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""11:28"""; ; ; ; ; ; ; ; ; ;"2,130"
"=""11:30""";"1,023";0;31;"1,054";254;"1,023";962;"2,239"; ; 
"=""11:33"""; ; ; ; ; ; ; ; ; ;"1,560"
"=""11:38"""; ; ; ; ; ; ; ; ; ;"2,370"
"=""11:43"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:45""";"1,106";0;48;"1,154";264;"1,106";606;"1,975"; ; 
