 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,304";;0;;0;; ; 
"=""00:30"""; ;0;"2,802";;0;;0;; ; 
"=""00:45"""; ;0;"2,086";;0;;0;; ; 
"=""01:00"""; ;0;"1,704";;0;;0;; ; 
"=""01:15"""; ;0;"1,728";;0;;0;; ; 
"=""01:30"""; ;0;"1,552";;0;;0;; ; 
"=""01:45"""; ;0;"1,524";;0;;0;; ; 
"=""02:00""";0;0;"1,710";"1,710";0;0;0;; ; 
"=""02:15""";0;0;"1,304";"1,304";0;0;0;; ; 
"=""02:30""";0;0;"1,505";"1,505";0;0;0;; ; 
"=""02:45""";0;0;"1,253";"1,253";0;0;0;; ; 
"=""03:00""";0;0;"1,155";"1,155";0;0;0;; ; 
"=""03:15""";0;0;"1,300";"1,300";0;0;0;; ; 
"=""03:30""";0;0;"1,152";"1,152";0;0;0;; ; 
"=""03:45""";0;0;"1,148";"1,148";0;0;0;; ; 
"=""04:00""";0;0;990;990;0;0;0;; ; 
"=""04:15""";0;0;"1,025";"1,025";0;0;0;; ; 
"=""04:30""";0;0;"1,094";"1,094";0;0;0;; ; 
"=""04:45""";0;0;977;977;0;0;0;; ; 
"=""05:00""";0;0;"1,254";"1,254";0;0;0;; ; 
"=""05:15""";0;0;"3,857";"3,857";0;0;0;; ; 
"=""05:30""";0;0;"1,597";"1,597";0;0;0;; ; 
"=""05:45""";0;0;"1,337";"1,337";0;0;0;; ; 
"=""06:00""";0;0;786;786;0;0;0;; ; 
"=""06:15""";0;0;"1,371";"1,371";0;0;0;; ; 
"=""06:30""";0;0;"1,081";"1,081";0;0;0;; ; 
"=""06:45""";0;0;892;892;0;0;0;0; ; 
"=""07:00""";6;0;694;700;0;6;0;6; ; 
"=""07:15""";76;0;685;761;0;76;0;76; ; 
"=""07:30""";202;0;645;847;0;202;0;202; ; 
"=""07:45""";414;0;317;731;0;414;0;414; ; 
"=""08:00""";649;0;460;"1,108";9;649;2;660; ; 
"=""08:15""";732;0;338;"1,070";34;732;14;780; ; 
"=""08:30""";649;0;26;675;27;649;378;"1,053"; ; 
"=""08:45""";707;0;78;785;76;707;489;"1,272"; ; 
"=""08:57"""; ; ; ; ; ; ; ; ;300; 
"=""08:57"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:00""";661;0;26;687;26;661;636;"1,323"; ; 
"=""09:15"""; ;;;;;;;; ; 
"=""09:30""";701;0;18;719;17;701;"1,157";"1,876"; ; 
"=""09:32"""; ; ; ; ; ; ; ; ; ;"2,130"
"=""09:37"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:42"""; ; ; ; ; ; ; ; ; ;90
"=""09:45""";"1,819";176;94;"2,088";94;"1,819";0;"1,913"; ; 
"=""09:47"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";929;0;50;979;49;929;"1,058";"2,036"; ; 
"=""10:15""";"1,667";0;105;"1,772";106;"1,667";297;"2,070"; ; 
"=""10:22"""; ; ; ; ; ; ; ; ; ;"1,890"
"=""10:27"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:30""";936;0;27;963;156;936;"1,241";"2,333"; ; 
"=""10:32"""; ; ; ; ; ; ; ; ; ;"1,800"
"=""10:37"""; ; ; ; ; ; ; ; ; ;"2,400"
"=""10:42"""; ; ; ; ; ; ; ; ; ;"1,830"
"=""10:45""";972;0;123;"1,095";300;972;941;"2,213"; ; 
"=""10:47"""; ; ; ; ; ; ; ; ; ;"1,740"
"=""10:52"""; ; ; ; ; ; ; ; ; ;"1,860"
"=""10:57"""; ; ; ; ; ; ; ; ; ;"1,470"
"=""11:00""";"1,082";0;75;"1,157";329;"1,082";746;"2,157"; ; 
"=""11:07"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""11:12"""; ; ; ; ; ; ; ; ; ;"1,470"
"=""11:15""";826;0;0;826;301;826;642;"1,769"; ; 
"=""11:17"""; ; ; ; ; ; ; ; ; ;"1,380"
"=""11:22"""; ; ; ; ; ; ; ; ; ;"1,500"
"=""11:30""";855;0;6;861;305;855;552;"1,712"; ; 
