 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,306";;0;;0;; ; 
"=""00:30"""; ;0;"1,577";;0;;0;; ; 
"=""00:45"""; ;1;"1,883";;0;;0;; ; 
"=""01:00"""; ;0;"1,224";;0;;2;; ; 
"=""01:15"""; ;1;"1,600";;0;;0;; ; 
"=""01:30"""; ;0;"1,341";;0;;0;; ; 
"=""01:45"""; ;0;967;;0;;1;; ; 
"=""02:00"""; ;0;"1,326";;0;;0;; ; 
"=""02:15"""; ;2;"1,811";;0;;0;; ; 
"=""02:30"""; ;0;940;;0;;1;; ; 
"=""02:45"""; ;0;775;;0;;1;; ; 
"=""03:00"""; ;0;"1,560";;0;;1;; ; 
"=""03:15"""; ;0;"1,282";;0;;1;; ; 
"=""03:30"""; ;0;904;;0;;3;; ; 
"=""03:45"""; ;0;984;;0;;0;; ; 
"=""04:00"""; ;2;"1,493";;0;;0;; ; 
"=""04:15"""; ;0;911;;0;;1;; ; 
"=""04:30"""; ;0;989;;0;;0;; ; 
"=""04:45"""; ;0;"1,275";;0;;2;; ; 
"=""05:00"""; ;1;914;;0;;0;; ; 
"=""05:15"""; ;0;"1,896";;0;;1;; ; 
"=""05:30""";0;1;"1,629";"1,630";0;0;0;; ; 
"=""05:45""";0;0;"2,963";"2,963";0;0;0;; ; 
"=""06:00""";0;0;"1,200";"1,199";0;0;1;; ; 
"=""06:15""";0;0;"1,041";"1,041";0;0;0;; ; 
"=""06:30""";0;0;"2,315";"2,313";0;0;2;0; ; 
"=""06:45""";0;0;"1,070";"1,068";0;0;3;1; ; 
"=""07:00""";37;0;951;989;0;37;0;37; ; 
"=""07:15""";75;2;912;988;0;75;0;75; ; 
"=""07:30""";121;0;786;907;0;121;1;122; ; 
"=""07:45""";181;0;891;"1,072";0;181;3;184; ; 
"=""08:00""";235;0;625;859;0;235;1;236; ; 
"=""08:15""";316;0;719;"1,034";0;316;0;316; ; 
"=""08:30""";403;0;615;"1,018";0;403;1;404; ; 
"=""08:45""";483;0;376;860;0;483;2;485; ; 
"=""09:00""";655;0;871;"1,526";0;655;2;656; ; 
"=""09:15""";693;0;33;726;14;693;94;801; ; 
"=""09:30""";606;0;13;619;14;606;539;"1,159"; ; 
"=""09:45""";708;0;18;726;15;708;"1,018";"1,741"; ; 
"=""09:51"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""09:56"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";964;0;87;"1,051";76;964;321;"1,360"; ; 
"=""10:15""";"1,877";0;85;"1,962";86;"1,877";117;"2,080"; ; 
"=""10:16"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""10:21"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:30""";"1,496";0;141;"1,637";142;"1,496";"1,153";"2,790"; ; 
"=""10:41"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""10:45""";"1,518";0;174;"1,692";165;"1,518";"1,337";"3,020"; ; 
"=""10:46"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""10:51"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:00""";"1,174";0;193;"1,367";196;"1,174";"1,094";"2,464"; ; 
"=""11:15""";662;0;21;684;22;662;"1,234";"1,918"; ; 
"=""11:30""";626;0;75;701;80;626;"1,744";"2,449"; ; 
"=""11:45""";793;0;35;828;36;793;"2,489";"3,318"; ; 
"=""11:56"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""12:00""";855;0;78;933;128;855;"2,049";"3,032"; ; 
"=""12:01"""; ; ; ; ; ; ; ; ; ;900
"=""12:06"""; ; ; ; ; ; ; ; ; ;"2,130"
"=""12:11"""; ; ; ; ; ; ; ; ; ;360
"=""12:15""";767;0;198;965;356;767;"1,347";"2,471"; ; 
"=""12:16"""; ; ; ; ; ; ; ; ; ;"1,110"
"=""12:21"""; ; ; ; ; ; ; ; ; ;"1,800"
"=""12:26"""; ; ; ; ; ; ; ; ; ;"1,740"
"=""12:30""";852;0;57;909;328;852;"1,067";"2,246"; ; 
"=""12:31"""; ; ; ; ; ; ; ; ; ;"1,590"
"=""12:36"""; ; ; ; ; ; ; ; ; ;"2,370"
"=""12:41"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";"1,180";0;121;"1,301";303;"1,180";488;"1,971"; ; 
"=""13:00""";"1,520";"1,383";147;"3,051";154;"1,520";0;"1,674"; ; 
"=""13:15""";"1,907";290;163;"2,361";161;"1,907";0;"2,068"; ; 
"=""13:26"""; ; ; ; ; ; ; ; ; ;900
"=""13:30""";"1,845";375;218;"2,439";222;"1,845";0;"2,067"; ; 
"=""13:31"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:36"""; ; ; ; ; ; ; ; ; ;"1,380"
"=""13:41"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:45""";"2,558";318;243;"3,118";257;"2,558";0;"2,814"; ; 
"=""14:00""";"2,509";0;47;"2,556";40;"2,509";19;"2,568"; ; 
"=""14:15""";"2,141";0;60;"2,201";60;"2,141";514;"2,715"; ; 
"=""14:30""";"1,918";606;43;"2,567";41;"1,918";0;"1,959"; ; 
"=""14:41"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""14:45""";"1,476";898;49;"2,423";49;"1,476";0;"1,525"; ; 
"=""14:46"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:56"""; ; ; ; ; ; ; ; ; ;"2,730"
"=""15:00""";"1,198";"1,265";70;"2,532";71;"1,198";0;"1,268"; ; 
"=""15:01"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""15:06"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""15:15""";"1,647";5;112;"1,764";118;"1,647";0;"1,765"; ; 
"=""15:30""";"1,743";0;88;"1,831";89;"1,743";189;"2,021"; ; 
"=""15:45""";790;0;68;858;63;790;351;"1,204"; ; 
"=""16:00""";902;0;39;941;37;902;223;"1,163"; ; 
"=""16:15""";787;0;32;819;31;787;90;907; ; 
"=""16:30""";852;0;15;867;15;852;163;"1,029"; ; 
"=""16:45""";634;222;27;884;23;634;0;657; ; 
"=""16:56"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""17:00""";350;725;31;"1,107";28;350;0;378; ; 
"=""17:01"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""17:15""";586;"1,362";48;"1,996";43;586;0;629; ; 
"=""17:26"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""17:30""";186;"1,404";47;"1,637";28;186;0;214; ; 
"=""17:31"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""17:45""";0;884;768;"1,642";31;0;0;22; ; 
"=""18:00""";0;342;"1,174";"1,504";12;0;0;; ; 
"=""18:15""";0;0;"2,773";"2,772";0;0;1;; ; 
"=""18:30""";0;0;"3,154";"3,153";0;0;1;; ; 
"=""18:45""";0;1;"2,548";"2,549";0;0;0;; ; 
"=""19:00""";0;0;"2,550";"2,550";0;0;1;; ; 
"=""19:15""";0;1;"3,452";"3,487";0;0;0;; ; 
"=""19:30""";0;0;"2,617";"2,616";0;0;1;; ; 
"=""19:45"""; ;0;"3,721";;0;;0;; ; 
"=""20:00"""; ;0;"2,861";;0;;1;; ; 
"=""20:15"""; ;0;"2,782";;0;;0;; ; 
"=""20:30"""; ;0;"2,626";;0;;2;; ; 
"=""20:45"""; ;0;"2,753";;0;;1;; ; 
"=""21:00"""; ;0;"3,369";;0;;0;; ; 
"=""21:15"""; ;0;"2,569";;0;;1;; ; 
"=""21:30"""; ;0;"2,236";;0;;1;; ; 
"=""21:45"""; ;0;"1,861";;0;;1;; ; 
"=""22:00"""; ;1;"2,120";;0;;0;; ; 
"=""22:15"""; ;1;"2,021";;0;;0;; ; 
"=""22:30"""; ;0;"2,052";;0;;0;; ; 
"=""22:45"""; ;0;"2,051";;0;;2;; ; 
"=""23:00"""; ;0;"2,128";;0;;1;; ; 
"=""23:15"""; ;1;"2,639";;0;;0;; ; 
"=""23:30"""; ;0;"3,402";;0;;0;; ; 
"=""23:45"""; ;2;"2,942";;0;;0;; ; 
"=""00:00"""; ;0;"2,931";;0;;0;;300;"3,000"
