 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,731";;0;;271;; ; 
"=""00:30"""; ;0;"1,807";;0;;251;; ; 
"=""00:45"""; ;0;"2,129";;0;;235;; ; 
"=""01:00"""; ;0;"1,869";;0;;223;; ; 
"=""01:15"""; ;0;"1,292";;0;;211;; ; 
"=""01:30"""; ;0;"1,584";;0;;195;; ; 
"=""01:45"""; ;0;"1,785";;0;;188;; ; 
"=""02:00"""; ;0;"1,602";;0;;179;; ; 
"=""02:15"""; ;0;"1,526";;0;;169;; ; 
"=""02:30"""; ;0;"1,283";;0;;162;; ; 
"=""02:45"""; ;0;"1,635";;0;;155;; ; 
"=""03:00"""; ;0;"1,247";;0;;150;; ; 
"=""03:15"""; ;0;"1,411";;0;;144;; ; 
"=""03:30"""; ;0;"1,334";;0;;139;; ; 
"=""03:45"""; ;0;"1,501";;0;;136;; ; 
"=""04:00"""; ;0;"1,115";;0;;131;; ; 
"=""04:15"""; ;0;875;;0;;126;; ; 
"=""04:30"""; ;0;"1,590";;0;;124;; ; 
"=""04:45"""; ;0;"1,201";;0;;120;; ; 
"=""05:00"""; ;0;983;;0;;117;; ; 
"=""05:15"""; ;0;"2,819";;0;;114;; ; 
"=""05:30"""; ;0;"2,797";;0;;109;; ; 
"=""05:45"""; ;0;"2,405";;0;;109;; ; 
"=""06:00""";0;0;"1,154";"1,048";0;0;107;; ; 
"=""06:15""";0;0;"1,137";"1,034";0;0;103;; ; 
"=""06:30""";0;0;"1,915";"1,821";0;0;102;8; ; 
"=""06:45""";44;0;884;927;0;44;100;143; ; 
"=""07:00""";179;0;873;"1,051";0;179;98;277; ; 
"=""07:15""";154;0;779;933;0;154;97;251; ; 
"=""07:30""";130;0;981;"1,111";0;130;94;224; ; 
"=""07:45""";419;495;57;970;25;419;0;443; ; 
"=""08:00""";583;441;45;"1,069";47;583;0;630; ; 
"=""08:15""";818;172;93;"1,082";113;818;0;930; ; 
"=""08:24"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""08:29"""; ; ; ; ; ; ; ; ; ;960
"=""08:30""";990;0;42;"1,032";237;990;61;"1,287"; ; 
"=""08:34"""; ; ; ; ; ; ; ; ; ;990
"=""08:39"""; ; ; ; ; ; ; ; ; ;"1,680"
"=""08:44"""; ; ; ; ; ; ; ; ; ;"1,710"
"=""08:45""";788;0;33;821;323;788;87;"1,197"; ; 
"=""08:49"""; ; ; ; ; ; ; ; ; ;"1,020"
"=""08:54"""; ; ; ; ; ; ; ; ; ;"1,800"
"=""08:59"""; ; ; ; ; ; ; ; ; ;"1,020"
"=""09:00""";"1,203";2;123;"1,327";320;"1,203";0;"1,523"; ; 
"=""09:04"""; ; ; ; ; ; ; ; ; ;990
"=""09:09"""; ; ; ; ; ; ; ; ; ;900
"=""09:14"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:15""";847;0;11;857;306;847;80;"1,232"; ; 
"=""09:19"""; ; ; ; ; ; ; ; ; ;960
"=""09:29"""; ; ; ; ; ; ; ; ; ;"1,020"
"=""09:30""";937;48;36;"1,021";254;937;0;"1,191"; ; 
"=""09:34"""; ; ; ; ; ; ; ; ; ;990
"=""09:39"""; ; ; ; ; ; ; ; ; ;960
"=""09:44"""; ; ; ; ; ; ; ; ; ;930
"=""09:45""";834;0;0;834;300;834;73;"1,208"; ; 
"=""09:49"""; ; ; ; ; ; ; ; ; ;960
"=""09:59"""; ; ; ; ; ; ; ; ; ;990
"=""10:00""";816;0;2;818;302;816;67;"1,184"; ; 
"=""10:04"""; ; ; ; ; ; ; ; ; ;750
"=""10:09"""; ; ; ; ; ; ; ; ; ;780
"=""10:14"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""10:15""";709;0;33;741;307;709;65;"1,080"; ; 
"=""10:19"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:29"""; ; ; ; ; ; ; ; ; ;"1,080"
"=""10:30""";946;500;87;"1,532";244;946;0;"1,190"; ; 
"=""10:34"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:39"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""10:44"""; ; ; ; ; ; ; ; ; ;990
"=""10:45""";"1,031";0;23;"1,053";257;"1,031";106;"1,393"; ; 
"=""10:49"""; ; ; ; ; ; ; ; ; ;"1,050"
"=""10:54"""; ; ; ; ; ; ; ; ; ;"1,020"
"=""10:59"""; ; ; ; ; ; ; ; ; ;"1,500"
"=""11:00""";888;0;10;898;300;888;90;"1,279"; ; 
"=""11:04"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""11:09"""; ; ; ; ; ; ; ; ; ;"2,520"
"=""11:14"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:15""";"1,094";0;77;"1,172";282;"1,094";81;"1,457"; ; 
"=""11:24"""; ; ; ; ; ; ; ; ; ;"1,440"
"=""11:29"""; ; ; ; ; ; ; ; ; ;90
"=""11:30""";"1,403";0;58;"1,461";243;"1,403";77;"1,723"; ; 
"=""11:34"""; ; ; ; ; ; ; ; ; ;"2,070"
"=""11:39"""; ; ; ; ; ; ; ; ; ;"2,460"
"=""11:44"""; ; ; ; ; ; ; ; ; ;990
"=""11:45""";"1,421";0;129;"1,550";306;"1,421";68;"1,795"; ; 
"=""11:49"""; ; ; ; ; ; ; ; ; ;"1,980"
"=""11:54"""; ; ; ; ; ; ; ; ; ;"1,800"
