 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""08:00""";745;0;544;"1,289";27;745;1;773; ; 
"=""08:15""";827;0;89;916;42;827;61;929; ; 
"=""08:30""";742;0;29;771;28;742;256;"1,026"; ; 
"=""08:45""";890;0;329;"1,219";58;890;164;"1,112"; ; 
"=""09:00""";779;0;48;828;36;779;568;"1,383"; ; 
"=""09:15""";737;0;16;752;18;737;889;"1,643"; ; 
"=""09:30""";935;0;65;999;63;935;834;"1,832"; ; 
"=""09:45""";950;0;45;995;45;950;955;"1,949"; ; 
"=""10:00""";"1,016";0;96;"1,112";92;"1,016";704;"1,812"; ; 
"=""10:15""";995;0;53;"1,048";57;995;949;"2,000"; ; 
"=""10:19"""; ; ; ; ; ; ; ; ; ;"1,890"
"=""10:24"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:29"""; ; ; ; ; ; ; ; ; ;"1,470"
"=""10:30""";752;0;35;787;185;752;"1,227";"2,164"; ; 
"=""10:34"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""10:39"""; ; ; ; ; ; ; ; ; ;0
"=""10:44"""; ; ; ; ; ; ; ; ; ;"2,190"
"=""10:45""";777;0;123;899;326;777;805;"1,907"; ; 
"=""10:49"""; ; ; ; ; ; ; ; ; ;"1,500"
"=""10:54"""; ; ; ; ; ; ; ; ; ;990
"=""10:59"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""11:00""";795;0;80;875;342;795;764;"1,900"; ; 
"=""11:04"""; ; ; ; ; ; ; ; ; ;"2,520"
"=""11:09"""; ; ; ; ; ; ; ; ; ;360
"=""11:14"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:15""";"1,043";0;121;"1,164";294;"1,043";352;"1,690"; ; 
"=""11:19"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""11:24"""; ; ; ; ; ; ; ; ; ;"1,470"
"=""11:29"""; ; ; ; ; ; ; ; ; ;"1,740"
"=""11:30""";943;0;147;"1,090";228;943;81;"1,252"; ; 
"=""11:34"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:39"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""11:44"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""11:45""";951;0;217;"1,168";358;951;272;"1,581"; ; 
"=""11:49"""; ; ; ; ; ; ; ; ; ;360
"=""11:54"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""11:59"""; ; ; ; ; ; ; ; ; ;"1,020"
"=""12:00""";872;0;86;958;333;872;305;"1,510"; ; 
"=""12:04"""; ; ; ; ; ; ; ; ; ;"2,070"
"=""12:09"""; ; ; ; ; ; ; ; ; ;0
"=""12:14"""; ; ; ; ; ; ; ; ; ;930
"=""12:15""";746;0;67;813;308;746;214;"1,267"; ; 
"=""12:19"""; ; ; ; ; ; ; ; ; ;780
"=""12:24"""; ; ; ; ; ; ; ; ; ;540
"=""12:29"""; ; ; ; ; ; ; ; ; ;"1,080"
"=""12:30""";719;0;82;801;309;719;149;"1,176"; ; 
"=""12:34"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:44"""; ; ; ; ; ; ; ; ; ;"2,310"
"=""12:45""";"1,351";89;103;"1,543";264;"1,351";0;"1,615"; ; 
"=""12:49"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""12:54"""; ; ; ; ; ; ; ; ; ;"1,590"
"=""12:59"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""13:00""";"1,865";0;145;"2,009";313;"1,865";166;"2,343"; ; 
"=""13:04"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:09"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""13:14"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""13:15""";"1,919";0;148;"2,067";211;"1,919";49;"2,179"; ; 
"=""13:19"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:30""";"1,542";278;151;"1,971";225;"1,542";0;"1,767"; ; 
"=""13:39"""; ; ; ; ; ; ; ; ; ;"2,640"
"=""13:44"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:45""";"1,586";297;114;"1,997";112;"1,586";0;"1,698"; ; 
"=""14:00""";"1,843";657;76;"2,576";78;"1,843";0;"1,921"; ; 
"=""14:15""";"1,707";0;19;"1,726";18;"1,707";583;"2,307"; ; 
"=""14:30""";"1,879";0;18;"1,897";17;"1,879";231;"2,127"; ; 
"=""14:45""";"1,725";0;40;"1,765";39;"1,725";37;"1,800"; ; 
"=""15:00""";"1,022";"1,139";48;"2,208";44;"1,022";0;"1,065"; ; 
"=""15:15""";"1,095";"1,171";54;"2,320";56;"1,095";0;"1,151"; ; 
"=""15:30""";865;"1,090";77;"2,032";81;865;0;946; ; 
"=""15:45""";838;121;37;995;34;838;0;872; ; 
"=""16:00""";694;173;12;879;12;694;0;706; ; 
"=""16:15""";520;357;13;890;9;520;0;529; ; 
"=""16:29"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""16:30""";336;579;15;930;13;336;0;349; ; 
"=""16:34"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""16:45""";161;693;21;875;22;161;0;183; ; 
"=""17:00""";143;"1,143";26;"1,312";19;143;0;162; ; 
"=""17:15""";105;"1,232";840;"2,178";25;105;0;130; ; 
"=""17:30""";52;481;"2,087";"2,621";33;52;0;85; ; 
"=""17:45""";19;0;"2,720";"2,739";0;19;0;19; ; 
"=""18:00""";0;0;"2,571";"2,570";0;0;1;0; ; 
"=""18:15""";0;0;"3,495";"3,493";0;0;2;; ; 
"=""18:30""";0;0;"3,655";"3,655";0;0;0;; ; 
"=""18:45""";0;0;"3,079";"3,079";0;0;0;; ; 
"=""19:00""";0;0;"3,262";"3,460";0;0;0;; ; 
"=""19:15""";0;0;"3,531";"3,530";0;0;2;; ; 
"=""19:30""";0;0;"3,652";"4,094";0;0;1;; ; 
"=""19:45"""; ;0;"2,956";;0;;2;; ; 
"=""20:00"""; ;1;"3,915";;0;;0;; ; 
"=""20:15"""; ;0;"3,891";;0;;0;; ; 
"=""20:30"""; ;0;"2,948";;0;;0;; ; 
"=""20:45"""; ;0;"3,114";;0;;1;; ; 
"=""21:00"""; ;1;"4,475";;0;;0;; ; 
"=""21:15"""; ;0;"3,644";;0;;0;; ; 
"=""21:30"""; ;0;"3,168";;0;;0;; ; 
"=""21:45"""; ;0;"3,171";;0;;0;; ; 
"=""22:00"""; ;0;"3,726";;0;;1;; ; 
"=""22:15"""; ;2;"4,038";;0;;0;; ; 
"=""22:30"""; ;0;"3,881";;0;;0;; ; 
"=""22:45"""; ;0;"4,021";;0;;1;; ; 
"=""23:00"""; ;0;"3,469";;0;;2;; ; 
"=""23:15"""; ;0;"3,380";;0;;1;; ; 
"=""23:30"""; ;0;"3,558";;0;;1;; ; 
"=""23:45"""; ;0;"3,409";;0;;1;; ; 
"=""00:00"""; ;0;"2,219";;0;;1;;300;"3,000"
