 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""12:08"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""12:13"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:15""";736;0;45;781;200;736;640;"1,576"; ; 
"=""12:28"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""12:30""";727;0;46;773;53;727;70;850; ; 
"=""12:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";883;0;74;956;218;883;549;"1,650"; ; 
"=""12:53"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""12:58"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:00""";"1,175";"1,351";123;"2,648";137;"1,175";0;"1,311"; ; 
"=""13:08"""; ; ; ; ; ; ; ; ; ;0
"=""13:13"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:15""";"1,035";"2,592";53;"3,681";40;"1,035";0;"1,075"; ; 
"=""13:30""";925;"1,938";"1,483";"4,346";91;925;0;"1,016"; ; 
"=""13:33"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""13:38"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:45""";"2,088";"1,144";"1,118";"4,350";126;"2,088";0;"2,214"; ; 
"=""14:00""";"1,628";"1,011";"1,663";"4,302";65;"1,628";0;"1,693"; ; 
"=""14:15""";"2,222";826;"1,108";"4,156";44;"2,222";0;"2,266"; ; 
"=""14:30""";"1,105";53;"2,774";"3,933";1;"1,105";0;"1,106"; ; 
"=""14:45""";615;0;"3,307";"3,922";0;615;0;615; ; 
"=""15:00""";731;0;"3,392";"4,123";0;731;0;731; ; 
"=""15:15""";852;0;"2,497";"3,349";0;852;2;854; ; 
"=""15:30""";885;0;"2,838";"3,722";0;885;2;886; ; 
"=""15:45""";831;0;"2,025";"2,856";0;831;2;833; ; 
"=""16:00""";764;0;"1,400";"2,164";0;764;1;765; ; 
"=""16:15""";713;0;"1,598";"2,312";0;713;1;714; ; 
"=""16:30""";732;0;990;"1,722";0;732;1;733; ; 
"=""16:45""";623;0;759;"1,382";0;623;1;624; ; 
"=""17:00""";519;0;927;"1,445";0;519;0;519; ; 
"=""17:15""";301;0;"1,942";"2,243";0;301;0;301; ; 
"=""17:30""";151;1;"2,391";"2,542";0;151;0;151; ; 
"=""17:45""";92;0;"1,859";"1,951";0;92;1;93; ; 
"=""18:00""";17;0;"2,082";"2,099";0;17;1;17; ; 
"=""18:15""";0;0;"2,549";"2,546";0;0;2;0; ; 
"=""18:30""";0;0;"2,361";"2,360";0;0;1;; ; 
"=""18:45""";0;1;"2,011";"2,012";0;0;0;; ; 
"=""19:00""";0;1;"2,033";"2,034";0;0;0;; ; 
"=""19:15""";0;0;"5,235";"4,943";0;0;2;; ; 
"=""19:30""";0;1;"3,668";"3,669";0;0;0;; ; 
"=""19:45""";0;0;"5,603";"4,325";0;0;1;; ; 
"=""20:00"""; ;1;"4,011";;0;;0;; ; 
"=""20:15"""; ;2;"4,722";;0;;0;; ; 
"=""20:30"""; ;0;"3,845";;0;;2;; ; 
"=""20:45"""; ;0;"2,848";;0;;2;; ; 
"=""21:00"""; ;1;"2,755";;0;;0;; ; 
"=""21:15"""; ;0;"2,547";;0;;1;; ; 
"=""21:30"""; ;1;"2,437";;0;;0;; ; 
"=""21:45"""; ;0;"2,415";;0;;2;; ; 
"=""22:00"""; ;0;"2,505";;0;;2;; ; 
"=""22:15"""; ;0;"2,504";;0;;1;; ; 
"=""22:30"""; ;0;"2,442";;0;;1;; ; 
"=""22:45"""; ;0;"2,149";;0;;0;; ; 
"=""23:00"""; ;0;"2,063";;0;;0;; ; 
"=""23:15"""; ;0;"2,226";;0;;1;; ; 
"=""23:30"""; ;0;"2,454";;0;;2;; ; 
"=""23:45"""; ;0;"2,148";;0;;0;; ; 
"=""00:00"""; ;1;"2,111";;0;;0;;300;"3,000"
