 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,897";;0;;3;; ; 
"=""00:30"""; ;1;"1,958";;0;;0;; ; 
"=""00:45"""; ;0;"2,017";;0;;0;; ; 
"=""01:00"""; ;0;"1,943";;0;;1;; ; 
"=""01:15"""; ;0;"1,978";;0;;3;; ; 
"=""01:30"""; ;1;"1,862";;0;;0;; ; 
"=""01:45"""; ;0;"1,978";;0;;1;; ; 
"=""02:00"""; ;1;"1,843";;0;;0;; ; 
"=""02:15"""; ;2;"1,847";;0;;0;; ; 
"=""02:30"""; ;0;"1,791";;0;;0;; ; 
"=""02:45"""; ;0;"1,691";;0;;0;; ; 
"=""03:00"""; ;0;"1,774";;0;;0;; ; 
"=""03:15"""; ;2;"1,500";;0;;0;; ; 
"=""03:30"""; ;0;"1,824";;0;;0;; ; 
"=""03:45"""; ;0;"1,487";;0;;1;; ; 
"=""04:00"""; ;0;"1,740";;0;;1;; ; 
"=""04:15"""; ;1;"1,613";;0;;0;; ; 
"=""04:30"""; ;0;"1,564";;0;;2;; ; 
"=""04:45"""; ;0;"1,660";;0;;1;; ; 
"=""05:00"""; ;0;"2,056";;0;;1;; ; 
"=""05:15"""; ;0;"1,340";;0;;0;; ; 
"=""05:30"""; ;0;"3,999";;0;;1;; ; 
"=""05:45"""; ;0;"3,107";;0;;1;; ; 
"=""06:00""";0;2;"1,287";"1,288";0;0;0;; ; 
"=""06:15""";0;0;"1,438";"1,436";0;0;2;; ; 
"=""06:30""";0;0;"2,348";"2,347";0;0;1;0; ; 
"=""06:45""";54;1;"1,493";"1,548";0;54;0;54; ; 
"=""07:00""";123;0;"1,159";"1,282";0;123;4;127; ; 
"=""07:15""";331;0;925;"1,255";0;331;1;331; ; 
"=""07:30""";563;3;879;"1,446";1;563;0;564; ; 
"=""07:45""";618;0;695;"1,313";11;618;61;689; ; 
"=""08:00""";781;0;348;"1,129";14;781;58;853; ; 
"=""08:15""";842;0;249;"1,091";20;842;225;"1,086"; ; 
"=""08:30""";983;0;128;"1,111";24;983;422;"1,429"; ; 
"=""08:45""";847;0;63;910;32;847;802;"1,681"; ; 
"=""09:00""";602;0;18;620;17;602;"1,359";"1,978"; ; 
"=""09:05"""; ; ; ; ; ; ; ; ; ;"2,610"
"=""09:10"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:15""";960;0;56;"1,016";57;960;"1,086";"2,103"; ; 
"=""09:30""";764;0;84;848;82;764;"1,408";"2,253"; ; 
"=""09:30"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""09:35"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:40"""; ; ; ; ; ; ; ; ; ;"1,830"
"=""09:45""";776;0;34;810;111;776;"1,478";"2,364"; ; 
"=""09:45"""; ; ; ; ; ; ; ; ; ;"1,710"
"=""09:50"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";874;0;118;992;287;874;965;"2,126"; ; 
"=""10:00"""; ; ; ; ; ; ; ; ; ;"1,470"
"=""10:05"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""10:10"""; ; ; ; ; ; ; ; ; ;"1,920"
"=""10:15""";648;0;133;781;346;648;746;"1,739"; ; 
"=""10:15"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:20"""; ; ; ; ; ; ; ; ; ;870
"=""10:25"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""10:30""";"1,296";0;132;"1,428";223;"1,296";275;"1,794"; ; 
"=""10:30"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:35"""; ; ; ; ; ; ; ; ; ;"2,580"
"=""10:40"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""10:45""";707;0;95;802;301;707;500;"1,508"; ; 
"=""10:45"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""10:50"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""10:55"""; ; ; ; ; ; ; ; ; ;"1,440"
"=""11:00""";847;0;21;868;317;847;503;"1,667"; ; 
"=""11:00"""; ; ; ; ; ; ; ; ; ;"1,500"
"=""11:05"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""11:10"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""11:15""";951;0;5;956;303;951;444;"1,698"; ; 
"=""11:15"""; ; ; ; ; ; ; ; ; ;"1,380"
"=""11:20"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""11:25"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""11:30""";933;0;0;933;301;933;383;"1,616"; ; 
"=""11:30"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""11:35"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""11:40"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""11:45""";899;0;12;911;313;899;349;"1,561"; ; 
"=""11:45"""; ; ; ; ; ; ; ; ; ;"1,200"
"=""11:50"""; ; ; ; ; ; ; ; ; ;"1,950"
"=""11:55"""; ; ; ; ; ; ; ; ; ;"2,430"
"=""12:00""";"1,195";0;77;"1,272";346;"1,195";305;"1,846"; ; 
"=""12:00"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""12:05"""; ; ; ; ; ; ; ; ; ;"1,200"
"=""12:10"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""12:15""";902;0;28;929;328;902;279;"1,508"; ; 
"=""12:15"""; ; ; ; ; ; ; ; ; ;"1,200"
"=""12:20"""; ; ; ; ; ; ; ; ; ;"2,340"
"=""12:25"""; ; ; ; ; ; ; ; ; ;"2,100"
"=""12:30""";"1,090";0;49;"1,139";326;"1,090";266;"1,682"; ; 
"=""12:30"""; ; ; ; ; ; ; ; ; ;"2,070"
"=""12:35"""; ; ; ; ; ; ; ; ; ;"2,040"
"=""12:40"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";"2,183";0;35;"2,218";237;"2,183";150;"2,570"; ; 
"=""13:00""";"2,833";269;24;"3,126";22;"2,833";0;"2,855"; ; 
"=""13:15""";"2,742";258;13;"3,012";11;"2,742";0;"2,753"; ; 
"=""13:30""";"2,709";297;14;"3,020";12;"2,709";0;"2,721"; ; 
"=""13:30"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""13:35"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:45""";"2,208";"1,041";107;"3,355";108;"2,208";0;"2,316"; ; 
"=""14:00""";"2,564";231;23;"2,818";21;"2,564";0;"2,585"; ; 
"=""14:15""";"2,310";378;30;"2,719";33;"2,310";0;"2,343"; ; 
"=""14:30""";"1,436";"1,174";40;"2,649";41;"1,436";0;"1,476"; ; 
"=""14:45""";"1,887";562;32;"2,481";32;"1,887";0;"1,919"; ; 
"=""15:00""";"1,692";"1,060";44;"2,796";38;"1,692";0;"1,730"; ; 
"=""15:15""";"1,295";"1,714";40;"3,049";39;"1,295";0;"1,334"; ; 
"=""15:30""";971;606;329;"1,906";94;971;0;"1,065"; ; 
"=""15:45""";901;0;33;934;30;901;8;940; ; 
"=""16:00""";751;111;14;877;12;751;0;763; ; 
"=""16:15""";566;289;17;872;15;566;0;581; ; 
"=""16:25"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""16:30""";394;435;15;844;14;394;0;408; ; 
"=""16:30"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""16:45""";260;519;22;801;21;260;0;280; ; 
"=""17:00""";189;167;713;"1,068";3;189;0;192; ; 
"=""17:15""";139;0;"1,889";"2,028";0;139;1;140; ; 
"=""17:30""";93;1;"2,011";"2,104";0;93;0;93; ; 
"=""17:45""";45;0;"2,029";"2,074";0;45;0;45; ; 
"=""18:00""";0;0;"3,205";"3,203";0;0;3;1; ; 
"=""18:15""";0;2;"2,334";"2,336";0;0;0;; ; 
"=""18:30""";0;0;"2,751";"2,750";0;0;1;; ; 
"=""18:45""";0;0;"2,293";"2,293";0;0;0;; ; 
"=""19:00""";0;0;"2,288";"2,287";0;0;1;; ; 
"=""19:15""";0;2;"4,632";"4,083";0;0;0;; ; 
"=""19:30""";0;0;"3,353";"3,352";0;0;1;; ; 
