 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""12:04"""; ; ; ; ; ; ; ; ; ;"1,080"
"=""12:09"""; ; ; ; ; ; ; ; ; ;"1,950"
"=""12:14"""; ; ; ; ; ; ; ; ; ;"1,110"
"=""12:15""";645;0;69;713;336;645;308;"1,289"; ; 
"=""12:24"""; ; ; ; ; ; ; ; ; ;"1,080"
"=""12:29"""; ; ; ; ; ; ; ; ; ;"1,050"
"=""12:30""";793;0;43;836;336;793;259;"1,388"; ; 
"=""12:34"""; ; ; ; ; ; ; ; ; ;0
"=""12:39"""; ; ; ; ; ; ; ; ; ;"1,770"
"=""12:44"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""12:45""";715;0;59;774;338;715;213;"1,266"; ; 
"=""12:49"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:00""";"2,452";763;115;"3,330";119;"2,452";0;"2,571"; ; 
"=""13:15""";"1,013";"2,273";83;"3,368";80;"1,013";0;"1,092"; ; 
"=""13:30""";"2,104";"1,160";48;"3,312";55;"2,104";0;"2,159"; ; 
"=""13:39"""; ; ; ; ; ; ; ; ; ;630
"=""13:44"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:45""";820;"2,725";154;"3,700";50;820;0;870; ; 
"=""13:49"""; ; ; ; ; ; ; ; ; ;30
"=""13:54"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:00""";"2,343";"1,168";649;"4,160";48;"2,343";0;"2,391"; ; 
"=""14:15""";"2,015";994;"1,221";"4,230";59;"2,015";0;"2,074"; ; 
"=""14:30""";"1,369";798;"2,173";"4,340";30;"1,369";0;"1,399"; ; 
"=""14:45""";"1,633";379;"1,876";"3,887";17;"1,633";0;"1,650"; ; 
"=""15:00""";793;0;"2,612";"3,404";0;793;1;794; ; 
"=""15:15""";"1,388";0;"1,888";"3,276";0;"1,388";0;"1,388"; ; 
"=""15:30""";"1,034";0;"1,929";"2,963";0;"1,034";0;"1,034"; ; 
"=""15:45""";925;0;630;"1,555";3;925;1;928; ; 
"=""16:00""";571;0;818;"1,389";0;571;1;572; ; 
"=""16:15""";432;1;"1,063";"1,496";0;432;0;432; ; 
"=""16:30""";368;0;"1,167";"1,535";0;368;0;368; ; 
"=""16:45""";261;0;"1,132";"1,393";0;261;2;262; ; 
"=""17:00""";200;0;"1,866";"2,066";0;200;0;200; ; 
"=""17:15""";144;0;"2,699";"2,843";0;144;0;144; ; 
"=""17:30""";84;0;"2,959";"3,043";0;84;0;84; ; 
"=""17:45""";33;0;"2,009";"2,042";0;33;0;33; ; 
"=""18:00""";2;0;"2,442";"2,444";0;2;2;3; ; 
"=""18:15""";0;0;"2,276";"2,276";0;0;0;; ; 
"=""18:30""";0;0;"3,399";"3,399";0;0;0;; ; 
"=""18:45""";0;0;"3,633";"3,632";0;0;1;; ; 
"=""19:00""";0;0;"3,286";"3,285";0;0;1;; ; 
"=""19:15""";0;0;"4,077";"4,138";0;0;1;; ; 
"=""19:30""";0;0;"3,380";"3,378";0;0;1;; ; 
"=""19:45"""; ;2;"3,512";;0;;0;; ; 
"=""20:00"""; ;0;"3,527";;0;;1;; ; 
"=""20:15"""; ;2;"3,114";;0;;0;; ; 
"=""20:30"""; ;0;"3,128";;0;;1;; ; 
"=""20:45"""; ;0;"3,068";;0;;2;; ; 
"=""21:00"""; ;1;"2,861";;0;;0;; ; 
"=""21:15"""; ;1;"3,171";;0;;0;; ; 
"=""21:30"""; ;0;"2,667";;0;;0;; ; 
"=""21:45"""; ;1;"2,629";;0;;0;; ; 
"=""22:00"""; ;0;"2,618";;0;;0;; ; 
"=""22:15"""; ;1;"2,311";;0;;0;; ; 
"=""22:30"""; ;1;"2,529";;0;;0;; ; 
"=""22:45"""; ;0;"2,210";;0;;2;; ; 
"=""23:00"""; ;0;"2,532";;0;;0;; ; 
"=""23:15"""; ;0;"3,236";;0;;0;; ; 
"=""23:30"""; ;0;"3,211";;0;;1;; ; 
"=""23:45"""; ;0;"3,235";;0;;0;; ; 
"=""00:00"""; ;0;"3,468";;0;;2;;300;"3,000"
