 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,576";;0;;0;; ; 
"=""00:30"""; ;0;"3,093";;0;;0;; ; 
"=""00:45"""; ;0;"3,448";;0;;0;; ; 
"=""01:00"""; ;0;"3,715";;0;;0;; ; 
"=""01:15"""; ;0;"2,978";;0;;0;; ; 
"=""01:30"""; ;0;"3,086";;0;;0;; ; 
"=""01:45"""; ;0;"2,666";;0;;0;; ; 
"=""02:00"""; ;0;"2,628";;0;;0;; ; 
"=""02:15"""; ;0;"2,274";;0;;0;; ; 
"=""02:30"""; ;0;"2,053";;0;;0;; ; 
"=""02:45"""; ;0;"2,226";;0;;0;; ; 
"=""03:00"""; ;0;"2,214";;0;;0;; ; 
"=""03:15"""; ;0;"1,931";;0;;0;; ; 
"=""03:30"""; ;0;"1,952";;0;;0;; ; 
"=""03:45"""; ;0;"2,143";;0;;0;; ; 
"=""04:00"""; ;0;"1,780";;0;;0;; ; 
"=""04:15"""; ;0;"1,735";;0;;0;; ; 
"=""04:30"""; ;0;"1,676";;0;;0;; ; 
"=""04:45"""; ;0;"1,913";;0;;0;; ; 
"=""05:00"""; ;0;"2,647";;0;;0;; ; 
"=""05:15"""; ;0;"2,178";;0;;0;; ; 
"=""05:30"""; ;0;"2,971";;0;;0;; ; 
"=""05:45"""; ;0;"1,872";;0;;0;; ; 
"=""06:00"""; ;0;"1,738";;0;;0;; ; 
"=""06:15""";0;0;"1,245";"1,245";0;0;0;; ; 
"=""06:30""";0;0;"2,504";"2,504";0;0;0;; ; 
"=""06:45""";0;0;"1,671";"1,671";0;0;0;0; ; 
"=""07:00""";39;0;"1,591";"1,630";0;39;0;39; ; 
"=""07:15""";99;0;"1,365";"1,464";0;99;0;99; ; 
"=""07:30""";277;0;"1,289";"1,566";0;277;0;277; ; 
"=""07:45""";431;0;"1,830";"2,261";0;431;0;431; ; 
"=""08:00""";669;0;"1,496";"2,165";0;669;0;669; ; 
"=""08:15""";735;0;308;"1,042";17;735;81;832; ; 
"=""08:30""";858;0;37;895;28;858;187;"1,073"; ; 
"=""08:45""";996;0;172;"1,168";97;996;212;"1,304"; ; 
"=""09:00""";883;0;53;936;53;883;513;"1,449"; ; 
"=""09:09"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""09:14"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""09:15""";"1,510";0;79;"1,588";63;"1,510";122;"1,694"; ; 
"=""09:19"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:30""";"1,462";0;274;"1,736";131;"1,462";192;"1,785"; ; 
"=""09:39"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""09:44"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:45""";"1,001";0;61;"1,062";53;"1,001";932;"1,986"; ; 
"=""10:00""";"1,091";0;65;"1,156";70;"1,091";927;"2,088"; ; 
"=""10:15""";750;0;49;799;47;750;"1,407";"2,204"; ; 
"=""10:30""";823;0;59;882;60;823;"1,412";"2,294"; ; 
"=""10:44"""; ; ; ; ; ; ; ; ; ;"1,830"
"=""10:45""";749;0;25;774;123;749;"1,515";"2,388"; ; 
"=""10:49"""; ; ; ; ; ; ; ; ; ;"1,680"
"=""10:54"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""10:59"""; ; ; ; ; ; ; ; ; ;"1,590"
"=""11:00""";704;0;37;741;313;704;"1,119";"2,135"; ; 
"=""11:04"""; ; ; ; ; ; ; ; ; ;"1,440"
"=""11:09"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""11:14"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""11:15""";712;0;0;712;301;712;820;"1,833"; ; 
"=""11:19"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""11:24"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""11:29"""; ; ; ; ; ; ; ; ; ;"1,200"
"=""11:30""";667;0;0;667;301;667;576;"1,543"; ; 
"=""11:39"""; ; ; ; ; ; ; ; ; ;"1,110"
"=""11:45""";710;0;0;710;301;710;444;"1,454"; ; 
"=""11:49"""; ; ; ; ; ; ; ; ; ;"2,340"
"=""11:54"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:59"""; ; ; ; ; ; ; ; ; ;"1,110"
"=""12:00""";669;0;27;696;295;669;356;"1,320"; ; 
