 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,646";;0;;1;; ; 
"=""00:30"""; ;0;"2,080";;0;;2;; ; 
"=""00:45"""; ;0;"1,599";;0;;0;; ; 
"=""01:00"""; ;0;"1,076";;0;;1;; ; 
"=""01:15"""; ;0;"1,422";;0;;1;; ; 
"=""01:30"""; ;0;"1,727";;0;;1;; ; 
"=""01:45"""; ;0;"1,188";;0;;0;; ; 
"=""02:00"""; ;0;"1,022";;0;;1;; ; 
"=""02:15"""; ;0;"1,561";;0;;1;; ; 
"=""02:30"""; ;0;"1,133";;0;;0;; ; 
"=""02:45"""; ;0;655;;0;;2;; ; 
"=""03:00"""; ;2;"1,244";;0;;0;; ; 
"=""03:15"""; ;0;"1,110";;0;;1;; ; 
"=""03:30"""; ;0;874;;0;;1;; ; 
"=""03:45"""; ;0;"1,190";;0;;1;; ; 
"=""04:00"""; ;1;974;;0;;0;; ; 
"=""04:15"""; ;0;747;;0;;1;; ; 
"=""04:30"""; ;2;870;;0;;0;; ; 
"=""04:45"""; ;0;"1,385";;0;;3;; ; 
"=""05:00"""; ;0;"1,034";;0;;0;; ; 
"=""05:15"""; ;0;"1,011";;0;;1;; ; 
"=""05:30"""; ;0;"2,562";;0;;0;; ; 
"=""05:45"""; ;0;"1,697";;0;;1;; ; 
"=""06:00""";0;0;"1,943";"1,943";0;0;1;; ; 
"=""06:15""";0;0;"1,080";"1,080";0;0;0;; ; 
"=""06:30""";0;0;"2,005";"2,005";0;0;0;0; ; 
"=""06:45""";12;0;"1,064";"1,075";0;12;1;13; ; 
"=""07:00""";54;1;863;918;0;54;0;54; ; 
"=""07:15""";151;0;925;"1,076";0;151;1;151; ; 
"=""07:30""";231;0;678;909;0;231;1;232; ; 
"=""07:45""";392;1;466;859;0;392;0;392; ; 
"=""08:00""";407;0;521;928;0;407;0;407; ; 
"=""08:15""";591;0;337;928;26;591;289;906; ; 
"=""08:30""";789;0;98;887;32;789;153;973; ; 
"=""08:37"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""08:42"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:45""";743;0;68;811;52;743;"1,089";"1,884"; ; 
"=""09:00""";"1,182";0;94;"1,275";81;"1,182";976;"2,238"; ; 
"=""09:15""";729;0;28;756;33;729;"1,251";"2,012"; ; 
"=""09:30""";538;0;17;555;15;538;888;"1,441"; ; 
"=""09:45""";697;0;17;714;20;697;"1,689";"2,405"; ; 
"=""09:52"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""09:57"""; ; ; ; ; ; ; ; ; ;"2,430"
"=""10:00""";949;0;75;"1,025";98;949;"1,631";"2,679"; ; 
"=""10:02"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:07"""; ; ; ; ; ; ; ; ; ;"2,730"
"=""10:12"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:15""";663;0;180;843;298;663;"1,596";"2,557"; ; 
"=""10:17"""; ; ; ; ; ; ; ; ; ;"2,550"
"=""10:22"""; ; ; ; ; ; ; ; ; ;0
"=""10:27"""; ; ; ; ; ; ; ; ; ;"1,980"
"=""10:30""";974;0;180;"1,154";316;974;"1,231";"2,520"; ; 
"=""10:32"""; ; ; ; ; ; ; ; ; ;"1,920"
"=""10:37"""; ; ; ; ; ; ; ; ; ;"2,340"
"=""10:42"""; ; ; ; ; ; ; ; ; ;"2,070"
"=""10:45""";754;0;194;948;370;754;"1,109";"2,233"; ; 
"=""10:47"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:52"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""10:57"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""11:00""";836;0;169;"1,005";358;836;798;"1,992"; ; 
"=""11:02"""; ; ; ; ; ; ; ; ; ;"1,800"
"=""11:07"""; ; ; ; ; ; ; ; ; ;"1,380"
"=""11:12"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""11:15""";698;0;94;791;365;698;695;"1,757"; ; 
"=""11:17"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""11:22"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""11:27"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""11:30""";685;0;55;741;352;685;569;"1,606"; ; 
"=""11:32"""; ; ; ; ; ; ; ; ; ;810
"=""11:37"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""11:42"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""11:45""";807;0;33;840;315;807;485;"1,607"; ; 
"=""11:47"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""11:52"""; ; ; ; ; ; ; ; ; ;"1,800"
"=""11:57"""; ; ; ; ; ; ; ; ; ;750
"=""12:00""";762;0;98;859;322;762;366;"1,450"; ; 
"=""12:02"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""12:07"""; ; ; ; ; ; ; ; ; ;"1,200"
"=""12:12"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""12:15""";727;0;62;789;335;727;332;"1,394"; ; 
"=""12:17"""; ; ; ; ; ; ; ; ; ;"1,170"
"=""12:22"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:27"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""12:30""";843;0;26;869;254;843;285;"1,382"; ; 
"=""12:32"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";"1,080";319;21;"1,419";109;"1,080";0;"1,189"; ; 
"=""12:57"""; ; ; ; ; ; ; ; ; ;"2,520"
"=""13:00""";"1,296";583;70;"1,949";62;"1,296";0;"1,358"; ; 
"=""13:02"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:15""";"1,276";"1,078";176;"2,530";177;"1,276";0;"1,453"; ; 
"=""13:17"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""13:22"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:27"""; ; ; ; ; ; ; ; ; ;960
"=""13:30""";"1,341";"1,316";165;"2,822";173;"1,341";0;"1,514"; ; 
"=""13:32"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:45""";"1,606";818;99;"2,523";101;"1,606";0;"1,707"; ; 
"=""14:00""";"1,629";759;87;"2,474";81;"1,629";0;"1,710"; ; 
"=""14:15""";"1,678";491;134;"2,303";137;"1,678";0;"1,815"; ; 
"=""14:30""";768;"1,499";37;"2,305";34;768;0;802; ; 
"=""14:45""";"1,949";392;63;"2,404";59;"1,949";0;"2,008"; ; 
"=""15:00""";"1,922";628;68;"2,618";70;"1,922";0;"1,992"; ; 
"=""15:15""";996;"1,185";25;"2,206";22;996;0;"1,018"; ; 
"=""15:30""";"1,498";75;86;"1,658";85;"1,498";0;"1,583"; ; 
"=""15:45""";"1,025";0;38;"1,063";37;"1,025";635;"1,697"; ; 
"=""16:00""";"1,197";0;69;"1,266";66;"1,197";73;"1,336"; ; 
"=""16:15""";964;0;23;987;22;964;286;"1,272"; ; 
"=""16:30""";911;0;17;928;13;911;31;955; ; 
"=""16:45""";501;286;23;810;20;501;0;521; ; 
"=""16:47"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""16:52"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""16:57"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""17:00""";177;"1,101";33;"1,311";24;177;0;201; ; 
"=""17:02"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""17:15""";349;"1,303";367;"2,019";27;349;0;376; ; 
"=""17:30""";246;253;"1,390";"1,890";11;246;0;257; ; 
"=""17:45""";245;1;"1,297";"1,542";0;245;0;245; ; 
"=""18:00""";147;0;"1,548";"1,695";0;147;2;149; ; 
"=""18:15""";44;0;"1,336";"1,379";0;44;2;45; ; 
"=""18:30""";6;1;"2,540";"2,547";0;6;0;6; ; 
"=""18:45""";0;0;"1,639";"1,638";0;0;1;; ; 
"=""19:00""";0;0;"2,546";"2,545";0;0;1;; ; 
"=""19:15""";0;0;"2,369";"2,369";0;0;0;; ; 
"=""19:30""";0;0;"2,200";"2,919";0;0;2;; ; 
"=""19:45""";0;0;"3,769";"3,768";0;0;1;; ; 
"=""20:00""";0;0;"3,496";"4,360";0;0;1;; ; 
