 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""20:15"""; ;0;"4,569";;0;;0;; ; 
"=""20:30"""; ;0;"2,697";;0;;1;; ; 
"=""20:45"""; ;0;"3,186";;0;;1;; ; 
"=""21:00"""; ;0;"2,499";;0;;1;; ; 
"=""21:15"""; ;0;"2,258";;0;;0;; ; 
"=""21:30"""; ;0;"2,274";;0;;0;; ; 
"=""21:45"""; ;0;"2,389";;0;;0;; ; 
"=""22:00"""; ;0;"2,175";;0;;0;; ; 
"=""22:15"""; ;0;"2,117";;0;;0;; ; 
"=""22:30"""; ;0;"1,926";;0;;0;; ; 
"=""22:45"""; ;0;"2,031";;0;;0;; ; 
"=""22:59"""; ; ; ; ; ; ; ; ;300; 
"=""23:00"""; ;0;"1,784";;0;;0;; ; 
"=""23:15"""; ;;;;;;;; ; 
"=""23:30"""; ;0;"1,796";;0;;0;; ; 
"=""23:45"""; ;0;"1,888";;0;;0;; ; 
"=""00:00"""; ;0;"1,748";;0;;0;;300;"3,000"
