 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,526";;0;;0;; ; 
"=""00:30"""; ;0;"2,257";;0;;0;; ; 
"=""00:45"""; ;0;"1,818";;0;;0;; ; 
"=""01:00"""; ;0;"1,875";;0;;0;; ; 
"=""01:15"""; ;0;"1,389";;0;;0;; ; 
"=""01:30"""; ;0;"1,761";;0;;0;; ; 
"=""01:45"""; ;0;"2,058";;0;;0;; ; 
"=""02:00"""; ;0;"1,550";;0;;0;; ; 
"=""02:15"""; ;0;"1,287";;0;;0;; ; 
"=""02:30"""; ;0;"1,230";;0;;0;; ; 
"=""02:45"""; ;0;"1,523";;0;;0;; ; 
"=""03:00"""; ;0;"1,292";;0;;0;; ; 
"=""03:15"""; ;0;883;;0;;0;; ; 
"=""03:30"""; ;0;"1,318";;0;;0;; ; 
"=""03:45"""; ;0;"1,573";;0;;0;; ; 
"=""04:00"""; ;0;"1,048";;0;;0;; ; 
"=""04:15"""; ;0;757;;0;;0;; ; 
"=""04:30"""; ;0;"1,244";;0;;0;; ; 
"=""04:45"""; ;0;"1,234";;0;;0;; ; 
"=""05:00"""; ;0;814;;0;;0;; ; 
"=""05:15"""; ;0;"2,782";;0;;0;; ; 
"=""05:30"""; ;0;"2,836";;0;;0;; ; 
"=""05:45"""; ;0;"2,623";;0;;0;; ; 
"=""06:00""";0;0;"1,269";"1,269";0;0;0;; ; 
"=""06:15""";0;0;"1,028";"1,028";0;0;0;; ; 
"=""06:30""";0;0;"2,204";"2,204";0;0;0;0; ; 
"=""06:45""";41;0;"1,037";"1,078";0;41;0;41; ; 
"=""07:00""";103;0;877;980;0;103;0;103; ; 
"=""07:15""";235;0;886;"1,121";0;235;0;235; ; 
"=""07:30""";332;0;636;968;0;332;0;332; ; 
"=""07:45""";348;0;589;937;0;348;0;348; ; 
"=""08:00""";477;0;368;845;0;477;0;477; ; 
"=""08:15""";738;0;320;"1,058";28;738;9;775; ; 
"=""08:20"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""08:25"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:30""";603;0;39;642;33;603;704;"1,340"; ; 
"=""08:45""";731;0;95;826;75;731;660;"1,466"; ; 
"=""09:00""";662;0;28;690;30;662;"1,370";"2,061"; ; 
"=""09:15""";906;0;66;972;64;906;"1,209";"2,179"; ; 
"=""09:30""";941;0;84;"1,025";87;941;901;"1,928"; ; 
"=""09:45""";521;0;131;652;150;521;"1,578";"2,250"; ; 
"=""09:45"""; ; ; ; ; ; ; ; ; ;"2,070"
"=""09:50"""; ; ; ; ; ; ; ; ; ;"2,700"
"=""09:55"""; ; ; ; ; ; ; ; ; ;900
"=""10:00""";701;0;211;912;228;701;"1,006";"1,934"; ; 
"=""10:00"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:10"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""10:15""";635;0;88;723;127;635;861;"1,622"; ; 
"=""10:15"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:25"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""10:30""";"1,255";0;137;"1,392";176;"1,255";151;"1,582"; ; 
"=""10:30"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:40"""; ; ; ; ; ; ; ; ; ;"1,470"
"=""10:45""";674;0;82;756;108;674;"1,005";"1,786"; ; 
"=""10:45"""; ; ; ; ; ; ; ; ; ;0
"=""10:50"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:55"""; ; ; ; ; ; ; ; ; ;"1,680"
"=""11:00""";804;0;60;864;265;804;990;"2,059"; ; 
"=""11:00"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""11:05"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:15""";"1,529";0;15;"1,544";177;"1,529";436;"2,142"; ; 
"=""11:15"""; ; ; ; ; ; ; ; ; ;"2,040"
"=""11:20"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:30""";"1,793";103;247;"2,143";241;"1,793";0;"2,034"; ; 
"=""11:35"""; ; ; ; ; ; ; ; ; ;"1,020"
"=""11:40"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:45""";"1,252";544;259;"2,054";261;"1,252";0;"1,513"; ; 
"=""11:50"""; ; ; ; ; ; ; ; ; ;"2,130"
"=""11:55"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:00""";"1,073";410;193;"1,676";206;"1,073";0;"1,279"; ; 
"=""12:15""";736;0;16;751;13;736;292;"1,041"; ; 
"=""12:30""";"1,192";0;26;"1,217";19;"1,192";141;"1,351"; ; 
"=""12:45""";"1,533";0;24;"1,557";31;"1,533";238;"1,802"; ; 
"=""13:00""";"2,376";0;103;"2,479";122;"2,376";360;"2,858"; ; 
"=""13:15""";"2,445";0;101;"2,546";112;"2,445";314;"2,870"; ; 
"=""13:30""";"2,023";0;107;"2,130";116;"2,023";287;"2,426"; ; 
"=""13:45""";782;"1,270";32;"2,083";33;782;0;814; ; 
"=""14:00""";533;"1,573";67;"2,173";63;533;0;596; ; 
"=""14:15""";667;"1,499";36;"2,202";43;667;0;710; ; 
"=""14:15"""; ; ; ; ; ; ; ; ; ;"1,920"
"=""14:20"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:30""";"1,275";510;45;"1,830";42;"1,275";0;"1,317"; ; 
"=""14:45""";"1,030";950;40;"2,021";35;"1,030";0;"1,065"; ; 
"=""15:00""";311;"1,029";719;"2,058";42;311;0;352; ; 
"=""15:15""";314;393;"2,032";"2,739";13;314;0;327; ; 
"=""15:30""";603;0;"1,457";"2,061";0;603;0;603; ; 
"=""15:45""";819;1;165;985;7;819;0;826; ; 
"=""16:00""";524;0;463;987;0;524;2;526; ; 
"=""16:15""";446;0;907;"1,353";0;446;2;448; ; 
"=""16:30""";526;0;434;959;0;526;0;526; ; 
"=""16:45""";454;0;525;979;0;454;0;454; ; 
"=""17:00""";426;0;398;824;0;426;1;427; ; 
"=""17:15""";191;0;"1,167";"1,358";0;191;1;192; ; 
"=""17:30""";104;0;"1,509";"1,614";0;104;0;104; ; 
"=""17:45""";62;0;"1,307";"1,369";0;62;0;62; ; 
"=""18:00""";110;0;"1,188";"1,298";0;110;0;110; ; 
"=""18:15""";50;0;"1,785";"1,835";0;50;0;50; ; 
"=""18:30""";1;0;"2,117";"2,118";0;1;0;1; ; 
"=""18:45""";0;0;"1,755";"1,755";0;0;0;; ; 
"=""19:00""";0;0;"1,151";"1,245";0;0;0;; ; 
"=""19:15""";0;0;"1,448";"1,448";0;0;0;; ; 
"=""19:30""";0;0;"2,272";"1,553";0;0;0;; ; 
"=""19:45"""; ;0;"2,236";;0;;0;; ; 
"=""20:00"""; ;0;"1,990";;0;;0;; ; 
"=""20:15"""; ;0;"1,864";;0;;0;; ; 
"=""20:30"""; ;0;"3,305";;0;;0;; ; 
"=""20:45"""; ;0;"2,151";;0;;0;; ; 
"=""21:00"""; ;0;"2,146";;0;;0;; ; 
"=""21:15"""; ;0;"2,453";;0;;0;; ; 
"=""21:30"""; ;0;"2,069";;0;;0;; ; 
"=""21:45"""; ;0;"1,943";;0;;0;; ; 
"=""22:00"""; ;0;"4,527";;0;;0;; ; 
"=""22:15"""; ;0;"3,569";;0;;0;; ; 
"=""22:30"""; ;0;"3,170";;0;;0;; ; 
"=""22:45"""; ;0;"3,052";;0;;0;; ; 
"=""23:00"""; ;0;"3,018";;0;;0;; ; 
"=""23:15"""; ;0;"2,283";;0;;0;; ; 
"=""23:30"""; ;0;"1,747";;0;;0;; ; 
"=""23:45"""; ;0;"1,481";;0;;0;; ; 
"=""00:00"""; ;0;"1,933";;0;;0;;300;"3,000"
