 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,562";;0;;0;; ; 
"=""00:30"""; ;0;"1,662";;0;;0;; ; 
"=""00:45"""; ;0;"1,623";;0;;0;; ; 
"=""01:00"""; ;0;"1,421";;0;;0;; ; 
"=""01:15"""; ;0;"1,160";;0;;0;; ; 
"=""01:30"""; ;0;987;;0;;0;; ; 
"=""01:45"""; ;0;"1,422";;0;;0;; ; 
"=""02:00"""; ;0;"1,352";;0;;0;; ; 
"=""02:15"""; ;0;903;;0;;0;; ; 
"=""02:30"""; ;0;974;;0;;0;; ; 
"=""02:45"""; ;0;"1,237";;0;;0;; ; 
"=""03:00"""; ;0;892;;0;;0;; ; 
"=""03:15"""; ;0;874;;0;;0;; ; 
"=""03:30"""; ;0;"1,219";;0;;0;; ; 
"=""03:45"""; ;0;"1,100";;0;;0;; ; 
"=""04:00"""; ;0;853;;0;;0;; ; 
"=""04:15"""; ;0;775;;0;;0;; ; 
"=""04:30"""; ;0;"1,108";;0;;0;; ; 
"=""04:45"""; ;0;683;;0;;0;; ; 
"=""05:00"""; ;0;895;;0;;0;; ; 
"=""05:15"""; ;0;"1,892";;0;;0;; ; 
"=""05:30""";0;0;"3,617";"3,617";0;0;0;; ; 
"=""05:45""";0;0;"2,147";"2,147";0;0;0;; ; 
"=""06:00""";0;0;"1,098";"1,098";0;0;0;; ; 
"=""06:15""";0;0;996;996;0;0;0;; ; 
"=""06:30""";1;0;"2,065";"2,066";0;1;0;1; ; 
"=""06:45""";67;0;"1,059";"1,126";0;67;0;67; ; 
"=""07:00""";130;0;"1,414";"1,544";0;130;0;130; ; 
"=""07:15""";354;0;395;749;0;354;0;354; ; 
"=""07:30""";562;0;516;"1,079";8;562;8;579; ; 
"=""07:45""";629;0;387;"1,016";16;629;55;700; ; 
"=""08:00""";693;0;289;982;21;693;211;924; ; 
"=""08:04"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""08:09"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:15""";790;0;288;"1,077";65;790;228;"1,083"; ; 
"=""08:30""";"1,155";0;641;"1,796";78;"1,155";192;"1,424"; ; 
"=""08:45""";"1,098";0;180;"1,278";82;"1,098";451;"1,631"; ; 
"=""09:00""";957;0;118;"1,075";119;957;890;"1,966"; ; 
"=""09:15""";709;0;63;772;60;709;"1,412";"2,181"; ; 
"=""09:30""";694;0;28;722;30;694;"1,569";"2,293"; ; 
"=""09:45""";556;0;7;563;8;556;"1,891";"2,454"; ; 
"=""09:59"""; ; ; ; ; ; ; ; ; ;"2,070"
"=""10:00""";595;0;16;612;43;595;"1,904";"2,542"; ; 
"=""10:04"""; ; ; ; ; ; ; ; ; ;"1,950"
"=""10:09"""; ; ; ; ; ; ; ; ; ;0
"=""10:14"""; ; ; ; ; ; ; ; ; ;600
"=""10:15""";755;0;29;783;286;755;"1,419";"2,460"; ; 
"=""10:19"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:24"""; ; ; ; ; ; ; ; ; ;"2,460"
"=""10:29"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:30""";"1,748";544;413;"2,704";427;"1,748";0;"2,174"; ; 
"=""10:39"""; ; ; ; ; ; ; ; ; ;"1,560"
"=""10:44"""; ; ; ; ; ; ; ; ; ;"2,610"
"=""10:45""";"1,435";0;344;"1,779";354;"1,435";559;"2,348"; ; 
"=""10:49"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:59"""; ; ; ; ; ; ; ; ; ;900
"=""11:00""";"1,182";0;250;"1,432";374;"1,182";712;"2,267"; ; 
"=""11:04"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""11:09"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""11:14"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""11:15""";"1,308";0;349;"1,657";421;"1,308";469;"2,198"; ; 
"=""11:19"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:24"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""11:29"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""11:30""";"1,247";0;220;"1,467";375;"1,247";443;"2,065"; ; 
"=""11:39"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""11:44"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""11:45""";721;0;31;751;328;721;520;"1,568"; ; 
"=""11:54"""; ; ; ; ; ; ; ; ; ;"1,680"
"=""11:59"""; ; ; ; ; ; ; ; ; ;"1,080"
"=""12:00""";870;0;7;877;305;870;397;"1,572"; ; 
"=""12:09"""; ; ; ; ; ; ; ; ; ;630
"=""12:14"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""12:15""";723;0;42;765;340;723;290;"1,353"; ; 
"=""12:19"""; ; ; ; ; ; ; ; ; ;"1,110"
"=""12:24"""; ; ; ; ; ; ; ; ; ;"1,080"
"=""12:29"""; ; ; ; ; ; ; ; ; ;"1,050"
"=""12:30""";815;0;30;845;326;815;218;"1,358"; ; 
"=""12:34"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""12:39"""; ; ; ; ; ; ; ; ; ;"1,110"
"=""12:44"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""12:45""";841;0;19;860;320;841;180;"1,341"; ; 
"=""12:49"""; ; ; ; ; ; ; ; ; ;960
"=""12:54"""; ; ; ; ; ; ; ; ; ;330
"=""12:59"""; ; ; ; ; ; ; ; ; ;990
"=""13:00""";793;0;24;817;323;793;154;"1,270"; ; 
"=""13:04"""; ; ; ; ; ; ; ; ; ;"1,920"
"=""13:09"""; ; ; ; ; ; ; ; ; ;660
"=""13:14"""; ; ; ; ; ; ; ; ; ;840
"=""13:15""";701;0;37;739;336;701;138;"1,175"; ; 
"=""13:19"""; ; ; ; ; ; ; ; ; ;870
"=""13:24"""; ; ; ; ; ; ; ; ; ;930
"=""13:29"""; ; ; ; ; ; ; ; ; ;900
"=""13:30""";675;0;4;679;303;675;127;"1,105"; ; 
"=""13:39"""; ; ; ; ; ; ; ; ; ;30
"=""13:44"""; ; ; ; ; ; ; ; ; ;960
"=""13:45""";786;0;25;811;305;786;116;"1,207"; ; 
"=""13:49"""; ; ; ; ; ; ; ; ; ;900
"=""13:54"""; ; ; ; ; ; ; ; ; ;870
"=""13:59"""; ; ; ; ; ; ; ; ; ;930
"=""14:00""";785;0;42;827;319;785;121;"1,225"; ; 
"=""14:04"""; ; ; ; ; ; ; ; ; ;900
"=""14:14"""; ; ; ; ; ; ; ; ; ;750
"=""14:15""";684;0;25;708;323;684;114;"1,121"; ; 
"=""14:19"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""14:24"""; ; ; ; ; ; ; ; ; ;900
"=""14:29"""; ; ; ; ; ; ; ; ; ;930
"=""14:30""";656;0;32;689;323;656;48;"1,027"; ; 
"=""14:34"""; ; ; ; ; ; ; ; ; ;870
"=""14:39"""; ; ; ; ; ; ; ; ; ;930
"=""14:45""";791;0;27;818;312;791;29;"1,132"; ; 
"=""14:49"""; ; ; ; ; ; ; ; ; ;960
"=""14:54"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""14:59"""; ; ; ; ; ; ; ; ; ;900
"=""15:00""";824;0;36;860;293;824;45;"1,161"; ; 
"=""15:04"""; ; ; ; ; ; ; ; ; ;0
"=""15:09"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""15:15""";774;0;28;802;281;774;40;"1,094"; ; 
"=""15:30""";864;669;70;"1,603";144;864;0;"1,008"; ; 
"=""15:45""";843;225;23;"1,091";25;843;0;868; ; 
"=""16:00""";670;245;32;947;28;670;0;698; ; 
"=""16:15""";477;431;15;923;15;477;0;492; ; 
