 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,615";;0;;0;; ; 
"=""00:30"""; ;0;"1,934";;0;;0;; ; 
"=""00:45"""; ;0;"1,655";;0;;0;; ; 
"=""01:00"""; ;0;"1,512";;0;;0;; ; 
"=""01:15"""; ;0;"1,871";;0;;0;; ; 
"=""01:30"""; ;0;"1,563";;0;;0;; ; 
"=""01:45"""; ;0;"1,522";;0;;0;; ; 
"=""02:00"""; ;0;"1,293";;0;;0;; ; 
"=""02:15"""; ;0;"1,685";;0;;0;; ; 
"=""02:30"""; ;0;"1,480";;0;;0;; ; 
"=""02:45"""; ;0;"1,494";;0;;0;; ; 
"=""03:00"""; ;0;"1,402";;0;;0;; ; 
"=""03:15"""; ;0;"1,368";;0;;0;; ; 
"=""03:30"""; ;0;"1,388";;0;;0;; ; 
"=""03:45"""; ;0;914;;0;;0;; ; 
"=""04:00"""; ;0;811;;0;;0;; ; 
"=""04:15"""; ;0;"1,302";;0;;0;; ; 
"=""04:30"""; ;0;"1,225";;0;;0;; ; 
"=""04:45"""; ;0;"1,050";;0;;0;; ; 
"=""05:00"""; ;0;"2,777";;0;;0;; ; 
"=""05:15"""; ;0;"1,437";;0;;0;; ; 
"=""05:30"""; ;0;"3,332";;0;;0;; ; 
"=""05:45""";0;0;"1,082";"1,082";0;0;0;; ; 
"=""06:00""";0;0;775;775;0;0;0;; ; 
"=""06:15""";0;0;829;829;0;0;0;; ; 
"=""06:30""";2;0;"1,585";"1,587";0;2;0;2; ; 
"=""06:45""";62;0;659;721;0;62;0;62; ; 
"=""07:00""";156;0;560;716;0;156;0;156; ; 
"=""07:15""";301;0;597;898;0;301;0;301; ; 
"=""07:30""";592;0;262;854;0;592;0;592; ; 
"=""07:45""";700;0;170;869;0;700;0;700; ; 
"=""08:00""";855;0;256;"1,111";17;855;2;874; ; 
"=""08:15""";854;0;41;895;42;854;278;"1,173"; ; 
"=""08:18"""; ; ; ; ; ; ; ; ; ;"2,730"
"=""08:23"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:28"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""08:30""";862;0;73;935;73;862;463;"1,398"; ; 
"=""08:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:45""";700;0;25;725;25;700;982;"1,707"; ; 
"=""09:00""";696;0;12;708;12;696;"1,268";"1,976"; ; 
"=""09:15""";635;0;10;645;12;635;"1,550";"2,196"; ; 
"=""09:30""";621;0;11;631;10;621;"1,714";"2,345"; ; 
"=""09:45""";542;0;13;555;33;542;"1,933";"2,508"; ; 
"=""09:48"""; ; ; ; ; ; ; ; ; ;"2,010"
"=""09:53"""; ; ; ; ; ; ; ; ; ;"1,800"
"=""09:58"""; ; ; ; ; ; ; ; ; ;"1,680"
"=""10:00""";664;0;0;664;303;664;"1,450";"2,416"; ; 
"=""10:03"""; ; ; ; ; ; ; ; ; ;"1,590"
"=""10:08"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""10:13"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:15""";649;0;18;667;311;649;"1,029";"1,988"; ; 
"=""10:18"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""10:23"""; ; ; ; ; ; ; ; ; ;"1,830"
"=""10:28"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""10:30""";588;0;27;615;322;588;673;"1,582"; ; 
"=""10:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:38"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""10:43"""; ; ; ; ; ; ; ; ; ;"1,080"
"=""10:45""";"1,107";0;108;"1,215";333;"1,107";360;"1,799"; ; 
"=""10:58"""; ; ; ; ; ; ; ; ; ;"1,020"
"=""11:00""";635;0;20;655;318;635;381;"1,334"; ; 
"=""11:03"""; ; ; ; ; ; ; ; ; ;930
"=""11:08"""; ; ; ; ; ; ; ; ; ;990
"=""11:13"""; ; ; ; ; ; ; ; ; ;960
"=""11:15""";598;0;6;604;304;598;264;"1,166"; ; 
"=""11:18"""; ; ; ; ; ; ; ; ; ;900
"=""11:23"""; ; ; ; ; ; ; ; ; ;870
"=""11:28"""; ; ; ; ; ; ; ; ; ;990
"=""11:30""";594;0;0;594;301;594;216;"1,111"; ; 
"=""11:33"""; ; ; ; ; ; ; ; ; ;930
"=""11:38"""; ; ; ; ; ; ; ; ; ;600
"=""11:43"""; ; ; ; ; ; ; ; ; ;"1,770"
"=""11:45""";634;0;32;666;326;634;179;"1,139"; ; 
"=""11:48"""; ; ; ; ; ; ; ; ; ;"1,890"
"=""11:53"""; ; ; ; ; ; ; ; ; ;990
"=""11:58"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""12:00""";633;0;81;713;386;633;163;"1,181"; ; 
"=""12:03"""; ; ; ; ; ; ; ; ; ;960
"=""12:08"""; ; ; ; ; ; ; ; ; ;"1,020"
"=""12:15""";707;0;65;773;361;707;151;"1,219"; ; 
"=""12:23"""; ; ; ; ; ; ; ; ; ;960
"=""12:28"""; ; ; ; ; ; ; ; ; ;990
"=""12:30""";767;0;37;803;333;767;142;"1,241"; ; 
"=""12:33"""; ; ; ; ; ; ; ; ; ;"1,050"
"=""12:38"""; ; ; ; ; ; ; ; ; ;"1,020"
"=""12:43"""; ; ; ; ; ; ; ; ; ;930
"=""12:45""";830;0;22;852;324;830;126;"1,279"; ; 
"=""12:48"""; ; ; ; ; ; ; ; ; ;870
"=""12:58"""; ; ; ; ; ; ; ; ; ;930
"=""13:00""";753;0;9;762;308;753;44;"1,105"; ; 
"=""13:03"""; ; ; ; ; ; ; ; ; ;870
"=""13:13"""; ; ; ; ; ; ; ; ; ;"1,200"
"=""13:15""";738;0;11;749;310;738;46;"1,094"; ; 
"=""13:18"""; ; ; ; ; ; ; ; ; ;"1,860"
"=""13:23"""; ; ; ; ; ; ; ; ; ;960
"=""13:28"""; ; ; ; ; ; ; ; ; ;30
"=""13:30""";825;0;75;900;346;825;46;"1,217"; ; 
"=""13:33"""; ; ; ; ; ; ; ; ; ;"1,050"
"=""13:38"""; ; ; ; ; ; ; ; ; ;990
"=""13:43"""; ; ; ; ; ; ; ; ; ;"1,470"
"=""13:45""";"1,066";0;109;"1,175";347;"1,066";38;"1,450"; ; 
"=""13:48"""; ; ; ; ; ; ; ; ; ;90
"=""13:53"""; ; ; ; ; ; ; ; ; ;"2,100"
"=""13:58"""; ; ; ; ; ; ; ; ; ;960
"=""14:00""";708;0;102;809;369;708;58;"1,135"; ; 
"=""14:03"""; ; ; ; ; ; ; ; ; ;870
"=""14:08"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""14:13"""; ; ; ; ; ; ; ; ; ;930
"=""14:15""";842;0;53;895;341;842;50;"1,233"; ; 
"=""14:28"""; ; ; ; ; ; ; ; ; ;870
"=""14:30""";767;0;16;783;312;767;55;"1,134"; ; 
"=""14:33"""; ; ; ; ; ; ; ; ; ;900
"=""14:38"""; ; ; ; ; ; ; ; ; ;870
"=""14:43"""; ; ; ; ; ; ; ; ; ;990
"=""14:45""";731;0;19;750;310;731;46;"1,087"; ; 
"=""14:48"""; ; ; ; ; ; ; ; ; ;840
"=""14:53"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""15:00""";896;0;37;933;236;896;10;"1,142"; ; 
"=""15:15""";"1,250";373;31;"1,653";32;"1,250";0;"1,281"; ; 
"=""15:30""";"1,002";418;64;"1,484";96;"1,002";0;"1,098"; ; 
"=""15:45""";879;0;34;913;33;879;28;940; ; 
"=""16:00""";706;231;30;967;28;706;0;734; ; 
"=""16:15""";532;205;26;763;25;532;0;557; ; 
"=""16:30""";346;388;12;745;10;346;0;355; ; 
"=""16:45""";222;654;32;908;28;222;0;250; ; 
"=""16:48"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""16:53"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""17:00""";112;"1,028";44;"1,184";39;112;0;151; ; 
"=""17:15""";72;"1,917";33;"2,023";34;72;0;106; ; 
"=""17:30""";38;"1,484";26;"1,547";25;38;0;63; ; 
"=""17:45""";6;"1,353";804;"2,162";25;6;0;31; ; 
"=""18:00""";0;934;"1,017";"1,914";40;0;0;3; ; 
"=""18:15""";0;706;"1,397";"2,077";26;0;0;; ; 
"=""18:30""";0;0;"1,991";"1,989";0;0;1;; ; 
"=""18:45""";0;0;"3,479";"3,478";0;0;0;; ; 
"=""19:00""";0;0;"2,139";"2,059";0;0;1;; ; 
