 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"3,420";;0;;0;; ; 
"=""00:30"""; ;0;"2,029";;0;;1;; ; 
"=""00:45"""; ;0;"2,904";;0;;1;; ; 
"=""01:00"""; ;0;"1,903";;0;;1;; ; 
"=""01:15"""; ;0;"2,525";;0;;1;; ; 
"=""01:30"""; ;1;"1,701";;0;;0;; ; 
"=""01:45"""; ;1;"1,628";;0;;0;; ; 
"=""02:00"""; ;0;"2,084";;0;;1;; ; 
"=""02:15"""; ;1;"1,702";;0;;0;; ; 
"=""02:30"""; ;0;"2,077";;0;;1;; ; 
"=""02:45"""; ;0;"1,480";;0;;1;; ; 
"=""03:00"""; ;3;"1,872";;0;;0;; ; 
"=""03:15"""; ;0;"1,509";;0;;1;; ; 
"=""03:30"""; ;0;"1,740";;0;;0;; ; 
"=""03:45"""; ;1;"1,966";;0;;0;; ; 
"=""04:00"""; ;0;"1,552";;0;;2;; ; 
"=""04:15"""; ;1;"1,779";;0;;0;; ; 
"=""04:30"""; ;3;"1,692";;0;;0;; ; 
"=""04:45"""; ;0;"1,558";;0;;0;; ; 
"=""05:00"""; ;0;"1,859";;0;;2;; ; 
"=""05:15"""; ;0;"2,931";;0;;0;; ; 
"=""05:30"""; ;0;"3,561";;0;;3;; ; 
"=""05:45""";0;0;"2,157";"2,156";0;0;1;; ; 
"=""06:00""";0;0;"1,399";"1,397";0;0;2;; ; 
"=""06:15""";0;0;"1,199";"1,199";0;0;0;; ; 
"=""06:30""";0;0;"2,242";"2,241";0;0;1;0; ; 
"=""06:45""";50;0;"1,295";"1,344";0;50;1;51; ; 
"=""07:00""";152;0;936;"1,088";0;152;1;152; ; 
"=""07:15""";283;2;679;964;0;283;0;283; ; 
"=""07:30""";532;0;449;981;0;532;1;533; ; 
"=""07:45""";619;0;353;972;8;619;5;632; ; 
"=""08:00""";660;0;278;938;14;660;84;758; ; 
"=""08:15""";820;0;248;"1,068";24;820;149;992; ; 
"=""08:30""";780;0;110;890;18;780;416;"1,214"; ; 
"=""08:45""";567;0;35;602;37;567;912;"1,515"; ; 
