 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,128";;0;;0;; ; 
"=""00:30"""; ;0;"2,972";;0;;0;; ; 
"=""00:45"""; ;0;"1,908";;0;;0;; ; 
"=""01:00"""; ;0;"2,589";;0;;0;; ; 
"=""01:15"""; ;0;"1,771";;0;;0;; ; 
"=""01:30"""; ;0;"2,505";;0;;0;; ; 
"=""01:45"""; ;0;"1,987";;0;;0;; ; 
"=""02:00"""; ;0;"1,740";;0;;0;; ; 
"=""02:15"""; ;0;"2,094";;0;;0;; ; 
"=""02:30"""; ;0;"1,894";;0;;0;; ; 
"=""02:45"""; ;0;"2,093";;0;;0;; ; 
"=""03:00"""; ;0;"1,686";;0;;0;; ; 
"=""03:15"""; ;0;"2,016";;0;;0;; ; 
"=""03:30"""; ;0;"1,697";;0;;0;; ; 
"=""03:45"""; ;0;"2,012";;0;;0;; ; 
"=""04:00"""; ;0;"1,702";;0;;0;; ; 
"=""04:15"""; ;0;"1,737";;0;;0;; ; 
"=""04:30"""; ;0;"1,841";;0;;0;; ; 
"=""04:45""";0;0;"1,668";"1,668";0;0;0;; ; 
"=""05:00""";0;0;"2,206";"2,206";0;0;0;; ; 
"=""05:15""";0;0;"1,429";"1,429";0;0;0;; ; 
"=""05:30""";0;0;"3,731";"3,731";0;0;0;; ; 
"=""05:45""";0;0;"2,464";"2,464";0;0;0;; ; 
"=""06:00""";0;0;"1,498";"1,498";0;0;0;; ; 
"=""06:15""";0;0;"1,391";"1,391";0;0;0;; ; 
"=""06:30""";0;0;"2,283";"2,283";0;0;0;0; ; 
"=""06:45""";20;0;"1,366";"1,386";0;20;0;20; ; 
"=""07:00""";90;0;"1,263";"1,353";0;90;0;90; ; 
"=""07:15""";189;0;"1,251";"1,440";0;189;0;189; ; 
"=""07:30""";370;0;816;"1,186";0;370;0;370; ; 
