 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,065";;0;;0;; ; 
"=""00:30"""; ;0;"1,966";;0;;0;; ; 
"=""00:45"""; ;1;"1,442";;0;;0;; ; 
"=""01:00"""; ;0;"1,448";;0;;0;; ; 
"=""01:15"""; ;0;"1,921";;0;;1;; ; 
"=""01:30"""; ;1;"1,746";;0;;0;; ; 
"=""01:45"""; ;0;"1,734";;0;;3;; ; 
"=""02:00"""; ;2;"1,301";;0;;0;; ; 
"=""02:15"""; ;0;"1,502";;0;;2;; ; 
"=""02:30"""; ;1;"1,441";;0;;0;; ; 
"=""02:45"""; ;1;"1,317";;0;;0;; ; 
"=""03:00"""; ;0;"1,083";;0;;1;; ; 
"=""03:15"""; ;0;"1,138";;0;;1;; ; 
"=""03:30"""; ;1;"1,288";;0;;0;; ; 
"=""03:45"""; ;0;"1,086";;0;;0;; ; 
"=""04:00"""; ;1;"1,007";;0;;0;; ; 
"=""04:15"""; ;0;"1,429";;0;;2;; ; 
"=""04:30"""; ;1;"1,191";;0;;0;; ; 
"=""04:45"""; ;0;941;;0;;3;; ; 
"=""05:00"""; ;1;"1,257";;0;;0;; ; 
"=""05:15"""; ;0;"1,296";;0;;2;; ; 
"=""05:30""";0;0;"2,728";"2,727";0;0;1;; ; 
"=""05:45""";0;0;"2,030";"2,026";0;0;3;; ; 
"=""06:00""";0;0;"1,296";"1,295";0;0;1;; ; 
"=""06:15""";0;0;993;992;0;0;1;0; ; 
"=""06:30""";24;0;"1,788";"1,812";0;24;1;25; ; 
"=""06:45""";112;0;"1,126";"1,238";0;112;3;114; ; 
"=""07:00""";230;1;"1,173";"1,404";0;230;0;230; ; 
"=""07:15""";599;0;507;"1,106";0;599;3;602; ; 
"=""07:30""";807;0;580;"1,387";0;807;3;810; ; 
"=""07:45""";817;5;654;"1,475";8;817;0;824; ; 
"=""08:00""";"1,102";0;235;"1,336";34;"1,102";38;"1,174"; ; 
"=""08:11"""; ; ; ; ; ; ; ; ; ;"2,040"
"=""08:15""";"1,114";0;76;"1,190";34;"1,114";247;"1,396"; ; 
"=""08:16"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:30""";"1,427";0;231;"1,658";55;"1,427";241;"1,723"; ; 
"=""08:45""";"1,361";0;321;"1,682";65;"1,361";439;"1,865"; ; 
"=""09:00""";"1,032";0;49;"1,081";48;"1,032";"1,130";"2,209"; ; 
"=""09:01"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""09:06"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:15""";"1,037";0;79;"1,116";81;"1,037";"1,250";"2,367"; ; 
"=""09:30""";949;0;26;975;23;949;"1,565";"2,537"; ; 
"=""09:31"""; ; ; ; ; ; ; ; ; ;0
"=""09:36"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:41"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""09:45""";"1,917";0;138;"2,055";134;"1,917";494;"2,545"; ; 
"=""09:46"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:51"""; ; ; ; ; ; ; ; ; ;"2,550"
"=""09:56"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";"2,127";0;153;"2,279";154;"2,127";219;"2,500"; ; 
