 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,035";;0;;0;; ; 
"=""00:30"""; ;1;"1,748";;0;;0;; ; 
"=""00:45"""; ;1;"2,013";;0;;0;; ; 
"=""01:00"""; ;0;"1,826";;0;;3;; ; 
"=""01:15"""; ;0;"1,880";;0;;1;; ; 
"=""01:30"""; ;0;"1,811";;0;;2;; ; 
"=""01:45"""; ;2;"1,927";;0;;0;; ; 
"=""02:00"""; ;0;"1,577";;0;;0;; ; 
"=""02:15"""; ;0;"1,616";;0;;1;; ; 
"=""02:30"""; ;0;"1,707";;0;;2;; ; 
"=""02:45"""; ;0;"1,424";;0;;1;; ; 
"=""03:00"""; ;1;"1,845";;0;;0;; ; 
"=""03:15"""; ;0;"1,825";;0;;1;; ; 
"=""03:30"""; ;0;"1,457";;0;;1;; ; 
"=""03:45"""; ;0;"1,368";;0;;4;; ; 
"=""04:00"""; ;0;"1,654";;0;;0;; ; 
"=""04:15"""; ;0;"1,445";;0;;1;; ; 
"=""04:30"""; ;0;"1,612";;0;;1;; ; 
"=""04:45"""; ;0;"1,447";;0;;2;; ; 
"=""05:00"""; ;2;"1,442";;0;;0;; ; 
"=""05:15"""; ;0;"1,514";;0;;1;; ; 
"=""05:30"""; ;0;"1,925";;0;;1;; ; 
"=""05:45""";0;0;"2,563";"2,563";0;0;0;; ; 
"=""06:00""";0;0;"1,687";"1,685";0;0;2;; ; 
"=""06:15""";0;0;"1,549";"1,548";0;0;1;; ; 
"=""06:30""";0;0;"1,944";"1,942";0;0;2;0; ; 
"=""06:45""";30;0;"1,199";"1,229";0;30;0;30; ; 
"=""07:00""";113;2;"1,045";"1,160";0;113;0;113; ; 
"=""07:15""";294;0;"1,120";"1,414";0;294;1;295; ; 
"=""07:30""";578;2;"2,189";"2,768";0;578;0;578; ; 
"=""07:45""";676;1;"1,020";"1,697";0;676;0;676; ; 
"=""08:00""";922;0;367;"1,288";1;922;1;923; ; 
"=""08:15""";"1,024";0;86;"1,110";39;"1,024";123;"1,185"; ; 
"=""08:30""";"1,050";0;230;"1,280";53;"1,050";222;"1,325"; ; 
"=""08:45""";"1,039";0;108;"1,147";25;"1,039";572;"1,635"; ; 
"=""08:55"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""09:00""";930;0;68;999;67;930;910;"1,907"; ; 
"=""09:00"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:05"""; ; ; ; ; ; ; ; ; ;"1,800"
"=""09:10"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:15""";"1,111";0;114;"1,225";53;"1,111";959;"2,123"; ; 
"=""09:25"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""09:30""";"1,025";0;173;"1,198";85;"1,025";"1,061";"2,170"; ; 
"=""09:30"""; ; ; ; ; ; ; ; ; ;390
"=""09:35"""; ; ; ; ; ; ; ; ; ;0
"=""09:40"""; ; ; ; ; ; ; ; ; ;"1,920"
"=""09:45""";"1,384";0;529;"1,913";193;"1,384";710;"2,286"; ; 
"=""09:45"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:55"""; ; ; ; ; ; ; ; ; ;0
"=""10:00""";"1,581";0;486;"2,067";273;"1,581";503;"2,357"; ; 
"=""10:00"""; ; ; ; ; ; ; ; ; ;"1,590"
"=""10:05"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""10:10"""; ; ; ; ; ; ; ; ; ;"2,640"
"=""10:15""";"1,210";0;380;"1,590";362;"1,210";625;"2,197"; ; 
"=""10:15"""; ; ; ; ; ; ; ; ; ;"2,730"
"=""10:20"""; ; ; ; ; ; ; ; ; ;0
"=""10:25"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:30""";"1,412";0;377;"1,789";379;"1,412";578;"2,369"; ; 
"=""10:35"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""10:40"""; ; ; ; ; ; ; ; ; ;210
"=""10:45""";"1,218";0;341;"1,559";336;"1,218";877;"2,431"; ; 
"=""10:45"""; ; ; ; ; ; ; ; ; ;240
"=""10:50"""; ; ; ; ; ; ; ; ; ;"2,460"
"=""10:55"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:00""";"1,024";0;363;"1,387";360;"1,024";"1,020";"2,404"; ; 
"=""11:00"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""11:05"""; ; ; ; ; ; ; ; ; ;690
"=""11:10"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:15""";979;0;272;"1,250";376;979;"1,146";"2,500"; ; 
"=""11:15"""; ; ; ; ; ; ; ; ; ;"2,400"
"=""11:20"""; ; ; ; ; ; ; ; ; ;750
"=""11:25"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""11:30""";"2,283";0;209;"2,492";210;"2,283";206;"2,700"; ; 
"=""11:30"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""11:35"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:40"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""11:45""";"1,923";0;136;"2,060";147;"1,923";817;"2,887"; ; 
"=""11:45"""; ; ; ; ; ; ; ; ; ;"1,770"
"=""11:50"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:55"""; ; ; ; ; ; ; ; ; ;"1,920"
"=""12:00""";"1,903";0;100;"2,003";206;"1,903";555;"2,663"; ; 
"=""12:00"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:05"""; ; ; ; ; ; ; ; ; ;330
"=""12:10"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:15""";"1,552";0;90;"1,642";179;"1,552";847;"2,578"; ; 
"=""12:15"""; ; ; ; ; ; ; ; ; ;"1,740"
"=""12:20"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""12:25"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:30""";"1,621";0;85;"1,706";163;"1,621";481;"2,265"; ; 
"=""12:30"""; ; ; ; ; ; ; ; ; ;"1,590"
"=""12:35"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";"1,761";0;74;"1,835";190;"1,761";452;"2,403"; ; 
"=""12:55"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""13:00""";"2,348";"1,861";50;"4,258";42;"2,348";0;"2,389"; ; 
"=""13:00"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:15""";"2,096";"2,098";833;"5,027";98;"2,096";0;"2,194"; ; 
"=""13:30""";"2,089";969;"1,642";"4,699";93;"2,089";0;"2,182"; ; 
"=""13:45""";"1,929";816;"1,155";"3,900";158;"1,929";0;"2,087"; ; 
"=""14:00""";"2,130";55;"1,917";"4,102";2;"2,130";0;"2,132"; ; 
"=""14:15""";"2,056";0;"1,361";"3,417";0;"2,056";1;"2,057"; ; 
"=""14:30""";"2,095";0;"1,259";"3,355";9;"2,095";23;"2,127"; ; 
"=""14:45""";"1,927";2;"1,850";"3,778";0;"1,927";0;"1,927"; ; 
"=""15:00""";"1,708";1;"1,010";"2,719";0;"1,708";0;"1,708"; ; 
"=""15:15""";"1,437";0;"2,878";"4,315";0;"1,437";0;"1,437"; ; 
"=""15:30""";"1,108";0;"2,497";"3,605";0;"1,108";1;"1,109"; ; 
"=""15:45""";922;0;"1,013";"1,935";0;922;1;923; ; 
"=""16:00""";846;0;"1,271";"2,117";0;846;1;847; ; 
"=""16:15""";821;0;593;"1,414";2;821;2;824; ; 
"=""16:30""";749;0;"1,414";"2,164";0;749;0;749; ; 
"=""16:45""";570;1;"1,657";"2,228";0;570;0;570; ; 
"=""17:00""";392;0;"2,449";"2,841";0;392;1;393; ; 
"=""17:15""";306;1;"3,354";"3,661";0;306;0;306; ; 
"=""17:30""";166;0;"2,324";"2,490";0;166;0;166; ; 
"=""17:45""";69;0;"2,085";"2,154";0;69;0;69; ; 
"=""18:00""";0;0;"2,200";"2,199";0;0;2;0; ; 
"=""18:15""";0;0;"2,250";"2,250";0;0;0;; ; 
"=""18:30""";0;0;"2,422";"2,423";0;0;0;; ; 
"=""18:45""";0;0;"3,212";"3,211";0;0;2;; ; 
"=""19:00""";0;1;"2,377";"2,394";0;0;0;; ; 
"=""19:15""";0;0;"3,826";"3,825";0;0;1;; ; 
"=""19:30""";0;0;"3,811";"3,811";0;0;0;; ; 
"=""19:45"""; ;0;"3,351";;0;;1;; ; 
"=""20:00"""; ;1;"4,832";;0;;0;; ; 
"=""20:15"""; ;0;"3,676";;0;;1;; ; 
"=""20:30"""; ;0;"3,087";;0;;1;; ; 
"=""20:45"""; ;0;"3,629";;0;;0;; ; 
"=""21:00"""; ;0;"2,894";;0;;2;; ; 
"=""21:15"""; ;0;"3,142";;0;;0;; ; 
"=""21:30"""; ;0;"2,789";;0;;1;; ; 
"=""21:45"""; ;1;"2,664";;0;;0;; ; 
"=""22:00"""; ;0;"2,276";;0;;1;; ; 
"=""22:15"""; ;0;"2,503";;0;;1;; ; 
"=""22:30"""; ;0;"2,591";;0;;1;; ; 
"=""22:45"""; ;0;"2,225";;0;;1;; ; 
"=""23:00"""; ;2;"2,113";;0;;0;; ; 
"=""23:15"""; ;0;"2,179";;0;;0;; ; 
"=""23:30"""; ;0;"2,432";;0;;0;; ; 
"=""23:45"""; ;0;"2,247";;0;;1;; ; 
"=""00:00"""; ;0;"2,009";;0;;2;;300;"3,000"
