 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,105";;0;;2;; ; 
"=""00:30"""; ;0;"1,302";;0;;1;; ; 
"=""00:45"""; ;2;"1,218";;0;;0;; ; 
"=""01:00"""; ;0;"1,441";;0;;2;; ; 
"=""01:15"""; ;0;942;;0;;1;; ; 
"=""01:30"""; ;0;"1,156";;0;;1;; ; 
"=""01:45"""; ;0;872;;0;;3;; ; 
"=""02:00"""; ;1;"1,218";;0;;0;; ; 
"=""02:15"""; ;0;"1,066";;0;;1;; ; 
"=""02:30"""; ;2;942;;0;;0;; ; 
"=""02:45"""; ;0;910;;0;;1;; ; 
"=""03:00"""; ;1;992;;0;;0;; ; 
"=""03:15"""; ;0;839;;0;;2;; ; 
"=""03:30"""; ;0;884;;0;;2;; ; 
"=""03:45"""; ;0;851;;0;;0;; ; 
"=""04:00"""; ;2;740;;0;;0;; ; 
"=""04:15"""; ;0;859;;0;;2;; ; 
"=""04:30"""; ;0;574;;0;;4;; ; 
"=""04:45"""; ;2;802;;0;;0;; ; 
"=""05:00"""; ;0;"1,192";;0;;1;; ; 
"=""05:15"""; ;0;"1,337";;0;;3;; ; 
"=""05:30"""; ;1;"2,003";;0;;0;; ; 
"=""05:45"""; ;0;"1,044";;0;;1;; ; 
"=""06:00"""; ;2;897;;0;;0;; ; 
"=""06:15""";0;0;893;893;0;0;0;; ; 
"=""06:30""";0;0;"2,240";"2,240";0;0;0;; ; 
"=""06:45""";0;0;"1,084";"1,084";0;0;1;; ; 
"=""07:00""";0;0;"1,096";"1,093";0;0;3;0; ; 
"=""07:15""";108;0;"1,108";"1,217";0;108;2;110; ; 
"=""07:30""";279;0;724;"1,003";0;279;2;280; ; 
"=""07:45""";293;0;602;896;0;293;1;294; ; 
"=""08:00""";395;0;"1,377";"1,771";0;395;2;396; ; 
"=""08:15""";442;1;"1,063";"1,506";0;442;0;442; ; 
"=""08:30""";620;0;64;683;26;620;124;770; ; 
"=""08:30"""; ; ; ; ; ; ; ; ; ;"2,730"
"=""08:35"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:45""";"1,014";0;93;"1,107";96;"1,014";436;"1,545"; ; 
"=""09:00""";957;0;85;"1,042";81;957;598;"1,636"; ; 
"=""09:15""";816;0;304;"1,120";45;816;272;"1,132"; ; 
"=""09:30""";796;1;"1,096";"1,893";0;796;0;796; ; 
"=""09:45""";849;0;39;888;32;849;392;"1,272"; ; 
"=""10:00""";896;0;67;963;42;896;823;"1,761"; ; 
"=""10:15""";788;0;43;831;46;788;"1,018";"1,853"; ; 
"=""10:30""";"1,813";0;128;"1,941";132;"1,813";214;"2,159"; ; 
"=""10:45""";"1,720";802;151;"2,673";144;"1,720";0;"1,864"; ; 
"=""11:00""";"1,030";0;64;"1,094";63;"1,030";718;"1,811"; ; 
"=""11:15""";942;0;37;979;26;942;109;"1,076"; ; 
"=""11:30""";"1,214";0;52;"1,267";59;"1,214";395;"1,668"; ; 
"=""11:45""";933;0;139;"1,072";139;933;"1,873";"2,944"; ; 
"=""11:45"""; ; ; ; ; ; ; ; ; ;"2,520"
"=""11:50"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:55"""; ; ; ; ; ; ; ; ; ;"2,280"
"=""12:00""";914;0;86;"1,001";215;914;"1,425";"2,555"; ; 
"=""12:00"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:10"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""12:15""";"1,082";0;94;"1,176";217;"1,082";"1,172";"2,471"; ; 
"=""12:15"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:30""";"1,263";0;41;"1,304";38;"1,263";249;"1,550"; ; 
"=""12:45""";981;0;42;"1,024";47;981;759;"1,788"; ; 
"=""12:55"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""13:00""";960;0;26;986;21;960;517;"1,497"; ; 
