 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,681";;0;;0;; ; 
"=""00:30"""; ;0;"2,710";;0;;0;; ; 
"=""00:45"""; ;0;"2,029";;0;;0;; ; 
"=""01:00"""; ;0;"2,499";;0;;0;; ; 
"=""01:15"""; ;0;"2,419";;0;;0;; ; 
"=""01:30"""; ;0;"1,820";;0;;0;; ; 
"=""01:45"""; ;0;"2,131";;0;;0;; ; 
"=""02:00"""; ;0;"1,914";;0;;0;; ; 
"=""02:15"""; ;0;"1,513";;0;;0;; ; 
"=""02:30"""; ;0;"1,807";;0;;0;; ; 
"=""02:45"""; ;0;"2,063";;0;;0;; ; 
"=""03:00"""; ;0;"1,397";;0;;0;; ; 
"=""03:15"""; ;0;"1,987";;0;;0;; ; 
"=""03:30"""; ;0;"1,810";;0;;0;; ; 
"=""03:45"""; ;0;"1,967";;0;;0;; ; 
"=""04:00"""; ;0;"1,468";;0;;0;; ; 
"=""04:15"""; ;0;"1,808";;0;;0;; ; 
"=""04:30"""; ;0;"1,992";;0;;0;; ; 
"=""04:45"""; ;0;"1,423";;0;;0;; ; 
"=""05:00"""; ;0;"2,840";;0;;0;; ; 
"=""05:15"""; ;0;"2,452";;0;;0;; ; 
"=""05:30"""; ;0;"2,938";;0;;0;; ; 
"=""05:45""";0;0;"1,733";"1,733";0;0;0;; ; 
"=""06:00""";0;0;"1,243";"1,243";0;0;0;; ; 
"=""06:15""";0;0;"1,174";"1,174";0;0;0;; ; 
"=""06:30""";23;0;"2,168";"2,191";0;23;0;23; ; 
"=""06:45""";129;0;"1,251";"1,380";0;129;0;129; ; 
"=""07:00""";230;0;987;"1,217";0;230;0;230; ; 
"=""07:15""";404;0;881;"1,285";0;404;0;404; ; 
"=""07:30""";584;0;678;"1,262";20;584;0;603; ; 
"=""07:45""";643;0;512;"1,155";19;643;65;727; ; 
"=""08:00""";758;0;507;"1,265";13;758;121;892; ; 
"=""08:15""";943;0;502;"1,445";28;943;57;"1,029"; ; 
"=""08:30""";775;0;74;848;53;775;462;"1,290"; ; 
"=""08:45""";851;0;97;947;97;851;706;"1,653"; ; 
"=""09:00""";"1,166";0;73;"1,239";75;"1,166";608;"1,849"; ; 
"=""09:15""";739;0;16;755;17;739;"1,310";"2,065"; ; 
"=""09:15"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""09:20"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""09:25"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:30""";"1,050";0;91;"1,141";90;"1,050";970;"2,110"; ; 
"=""09:45""";814;0;49;862;49;814;"1,515";"2,377"; ; 
"=""10:00""";703;0;57;760;56;703;"1,354";"2,113"; ; 
"=""10:15""";725;0;93;818;87;725;"1,172";"1,984"; ; 
"=""10:30""";998;0;130;"1,128";119;998;394;"1,510"; ; 
"=""10:45""";"1,036";0;76;"1,112";83;"1,036";402;"1,521"; ; 
"=""10:45"""; ; ; ; ; ; ; ; ; ;"2,430"
"=""10:50"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:55"""; ; ; ; ; ; ; ; ; ;"2,190"
"=""11:00""";623;0;74;697;184;623;"1,210";"2,017"; ; 
"=""11:00"""; ; ; ; ; ; ; ; ; ;60
"=""11:05"""; ; ; ; ; ; ; ; ; ;"1,980"
