 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,343";;0;;0;; ; 
"=""00:30"""; ;0;"2,201";;0;;0;; ; 
"=""00:45"""; ;0;"2,234";;0;;0;; ; 
"=""01:00"""; ;0;"2,229";;0;;0;; ; 
"=""01:15"""; ;0;"1,809";;0;;0;; ; 
"=""01:30"""; ;0;"2,198";;0;;0;; ; 
"=""01:45"""; ;0;"1,745";;0;;0;; ; 
"=""02:00"""; ;0;"2,018";;0;;0;; ; 
"=""02:15"""; ;0;"1,835";;0;;0;; ; 
"=""02:30"""; ;0;"1,781";;0;;0;; ; 
"=""02:45"""; ;0;"1,661";;0;;0;; ; 
"=""03:00"""; ;0;"1,783";;0;;0;; ; 
"=""03:15"""; ;0;"1,326";;0;;0;; ; 
"=""03:30"""; ;0;"1,198";;0;;0;; ; 
"=""03:45"""; ;0;"1,604";;0;;0;; ; 
"=""04:00"""; ;0;"1,458";;0;;0;; ; 
"=""04:15"""; ;0;"1,026";;0;;0;; ; 
"=""04:30"""; ;0;"1,184";;0;;0;; ; 
"=""04:45"""; ;0;"1,579";;0;;0;; ; 
"=""05:00"""; ;0;"1,061";;0;;0;; ; 
"=""05:15""";0;0;"2,643";"2,643";0;0;0;; ; 
"=""05:30""";0;0;"2,811";"2,811";0;0;0;; ; 
"=""05:45""";0;0;"1,914";"1,914";0;0;0;; ; 
"=""06:00""";0;0;"1,133";"1,133";0;0;0;; ; 
"=""06:15""";0;0;"1,153";"1,153";0;0;0;0; ; 
"=""06:30""";34;0;"1,540";"1,574";0;34;0;34; ; 
"=""06:45""";145;0;890;"1,035";0;145;0;145; ; 
"=""07:00""";265;0;737;"1,002";0;265;0;265; ; 
"=""07:15""";531;0;422;953;0;531;0;531; ; 
"=""07:30""";634;0;302;936;8;634;63;705; ; 
"=""07:43"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""07:45""";774;0;149;923;54;774;328;"1,155"; ; 
"=""07:48"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:00""";746;0;240;986;19;746;205;970; ; 
"=""08:08"""; ; ; ; ; ; ; ; ; ;"2,550"
"=""08:13"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""08:15""";932;0;561;"1,492";46;932;202;"1,179"; ; 
"=""08:18"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:30""";960;0;370;"1,329";36;960;249;"1,244"; ; 
"=""08:45""";842;0;108;950;47;842;997;"1,886"; ; 
"=""08:58"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""09:00""";753;0;66;819;66;753;57;875; ; 
"=""09:03"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:15""";787;0;56;843;57;787;427;"1,272"; ; 
"=""09:28"""; ; ; ; ; ; ; ; ; ;"1,770"
"=""09:30""";"1,472";25;30;"1,527";30;"1,472";0;"1,502"; ; 
"=""09:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:45""";"1,538";0;55;"1,593";78;"1,538";497;"2,113"; ; 
"=""10:00""";"1,487";0;37;"1,524";45;"1,487";"1,350";"2,881"; ; 
"=""10:08"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""10:13"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:15""";"1,263";0;139;"1,402";146;"1,263";"1,434";"2,843"; ; 
"=""10:18"""; ; ; ; ; ; ; ; ; ;"2,550"
"=""10:23"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""10:28"""; ; ; ; ; ; ; ; ; ;"2,490"
"=""10:30""";842;0;138;980;251;842;"1,638";"2,731"; ; 
"=""10:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:38"""; ; ; ; ; ; ; ; ; ;"2,280"
"=""10:43"""; ; ; ; ; ; ; ; ; ;"2,310"
"=""10:45""";937;0;105;"1,042";287;937;"1,205";"2,428"; ; 
"=""10:48"""; ; ; ; ; ; ; ; ; ;0
"=""10:53"""; ; ; ; ; ; ; ; ; ;570
"=""10:58"""; ; ; ; ; ; ; ; ; ;"2,160"
"=""11:00""";860;0;202;"1,061";337;860;"1,039";"2,236"; ; 
"=""11:03"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""11:08"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""11:13"""; ; ; ; ; ; ; ; ; ;990
"=""11:15""";"1,022";0;231;"1,253";366;"1,022";801;"2,189"; ; 
"=""11:18"""; ; ; ; ; ; ; ; ; ;"1,770"
"=""11:23"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:28"""; ; ; ; ; ; ; ; ; ;"1,800"
"=""11:30""";965;0;90;"1,055";322;965;830;"2,117"; ; 
"=""11:33"""; ; ; ; ; ; ; ; ; ;"1,560"
"=""11:38"""; ; ; ; ; ; ; ; ; ;"2,430"
"=""11:43"""; ; ; ; ; ; ; ; ; ;"1,440"
"=""11:45""";861;0;56;917;257;861;515;"1,632"; ; 
"=""11:48"""; ; ; ; ; ; ; ; ; ;"1,470"
"=""11:53"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:58"""; ; ; ; ; ; ; ; ; ;"1,470"
"=""12:00""";741;0;95;837;272;741;523;"1,537"; ; 
