 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,105";;0;;0;; ; 
"=""00:30"""; ;0;"3,699";;0;;0;; ; 
"=""00:45"""; ;0;"3,001";;0;;0;; ; 
"=""01:00"""; ;0;"3,676";;0;;0;; ; 
"=""01:15"""; ;0;"3,061";;0;;0;; ; 
"=""01:30"""; ;0;"2,867";;0;;0;; ; 
"=""01:45"""; ;0;"1,623";;0;;0;; ; 
"=""02:00"""; ;0;"2,402";;0;;0;; ; 
"=""02:15"""; ;0;"2,138";;0;;0;; ; 
"=""02:30"""; ;0;"1,654";;0;;0;; ; 
"=""02:45"""; ;0;"1,811";;0;;0;; ; 
"=""03:00"""; ;0;"2,032";;0;;0;; ; 
"=""03:15"""; ;0;"1,476";;0;;0;; ; 
"=""03:30"""; ;0;"1,661";;0;;0;; ; 
"=""03:45"""; ;0;"1,571";;0;;0;; ; 
"=""04:00"""; ;0;"1,477";;0;;0;; ; 
"=""04:15"""; ;0;"1,496";;0;;0;; ; 
"=""04:30"""; ;0;970;;0;;0;; ; 
"=""04:45"""; ;0;"1,705";;0;;0;; ; 
"=""05:00"""; ;0;"1,399";;0;;0;; ; 
"=""05:15"""; ;0;"1,762";;0;;0;; ; 
"=""05:30"""; ;0;"1,853";;0;;0;; ; 
"=""05:45""";0;0;"2,181";"2,181";0;0;0;; ; 
"=""06:00""";0;0;"2,063";"2,063";0;0;0;; ; 
"=""06:15""";0;0;"1,138";"1,138";0;0;0;; ; 
"=""06:30""";0;0;"2,096";"2,096";0;0;0;0; ; 
"=""06:45""";24;0;"1,165";"1,189";0;24;0;24; ; 
"=""07:00""";121;0;"1,264";"1,385";0;121;0;121; ; 
"=""07:15""";227;0;"1,126";"1,353";0;227;0;227; ; 
"=""07:30""";479;0;"1,368";"1,847";0;479;0;479; ; 
"=""07:45""";604;0;"1,810";"2,414";0;604;0;604; ; 
"=""08:00""";702;0;821;"1,523";0;702;0;702; ; 
"=""08:15""";730;0;446;"1,176";6;730;0;736; ; 
"=""08:30""";900;0;394;"1,293";33;900;134;"1,067"; ; 
"=""08:45""";"1,142";0;150;"1,292";12;"1,142";306;"1,460"; ; 
"=""08:51"""; ; ; ; ; ; ; ; ; ;"2,220"
"=""08:56"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:00""";"1,014";0;90;"1,105";57;"1,014";582;"1,654"; ; 
"=""09:11"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""09:15""";911;0;45;955;46;911;848;"1,804"; ; 
"=""09:16"""; ; ; ; ; ; ; ; ; ;"2,130"
"=""09:21"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:30""";"1,287";0;121;"1,407";119;"1,287";476;"1,882"; ; 
"=""09:45""";965;0;73;"1,038";72;965;"1,107";"2,143"; ; 
"=""10:00""";991;0;34;"1,025";35;991;"1,234";"2,260"; ; 
"=""10:15""";"1,254";0;89;"1,343";79;"1,254";667;"2,000"; ; 
"=""10:30""";762;779;165;"1,706";167;762;0;929; ; 
"=""10:45""";"1,723";0;111;"1,834";114;"1,723";247;"2,084"; ; 
"=""10:51"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""10:56"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""11:00""";"1,516";0;115;"1,631";139;"1,516";708;"2,362"; ; 
"=""11:01"""; ; ; ; ; ; ; ; ; ;540
"=""11:06"""; ; ; ; ; ; ; ; ; ;"2,040"
"=""11:11"""; ; ; ; ; ; ; ; ; ;"1,950"
"=""11:15""";"1,382";0;130;"1,512";299;"1,382";739;"2,421"; ; 
"=""11:16"""; ; ; ; ; ; ; ; ; ;"1,830"
"=""11:21"""; ; ; ; ; ; ; ; ; ;0
"=""11:26"""; ; ; ; ; ; ; ; ; ;"1,770"
"=""11:30""";786;0;95;880;315;786;969;"2,069"; ; 
"=""11:31"""; ; ; ; ; ; ; ; ; ;"2,010"
"=""11:36"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""11:41"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:45""";920;0;103;"1,023";318;920;722;"1,960"; ; 
"=""11:46"""; ; ; ; ; ; ; ; ; ;"1,470"
"=""11:51"""; ; ; ; ; ; ; ; ; ;"1,770"
"=""11:56"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:00""";"1,203";0;135;"1,338";269;"1,203";562;"2,034"; ; 
"=""12:01"""; ; ; ; ; ; ; ; ; ;0
"=""12:06"""; ; ; ; ; ; ; ; ; ;"1,500"
"=""12:11"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""12:15""";"1,007";0;101;"1,108";356;"1,007";489;"1,852"; ; 
"=""12:16"""; ; ; ; ; ; ; ; ; ;"1,380"
"=""12:21"""; ; ; ; ; ; ; ; ; ;"2,640"
"=""12:26"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""12:30""";"1,057";0;114;"1,171";352;"1,057";421;"1,830"; ; 
"=""12:31"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""12:36"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""12:41"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""12:45""";"1,076";0;65;"1,141";335;"1,076";357;"1,768"; ; 
