 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,599";;0;;0;; ; 
"=""00:30"""; ;0;"2,508";;0;;0;; ; 
"=""00:45"""; ;0;"2,590";;0;;0;; ; 
"=""01:00"""; ;0;"2,154";;0;;0;; ; 
"=""01:15"""; ;0;"2,308";;0;;0;; ; 
"=""01:30"""; ;0;"1,929";;0;;0;; ; 
"=""01:45"""; ;0;"1,814";;0;;0;; ; 
"=""02:00"""; ;0;"1,938";;0;;0;; ; 
"=""02:15"""; ;0;"2,084";;0;;0;; ; 
"=""02:30"""; ;0;"2,039";;0;;0;; ; 
"=""02:45"""; ;0;"1,816";;0;;0;; ; 
"=""03:00"""; ;0;"1,825";;0;;0;; ; 
"=""03:15"""; ;0;"1,938";;0;;0;; ; 
"=""03:30"""; ;0;"1,856";;0;;0;; ; 
"=""03:45"""; ;0;"1,778";;0;;0;; ; 
"=""04:00"""; ;0;"1,941";;0;;0;; ; 
"=""04:15"""; ;0;"1,864";;0;;0;; ; 
"=""04:30"""; ;0;"1,802";;0;;0;; ; 
"=""04:45"""; ;0;"1,626";;0;;0;; ; 
"=""05:00"""; ;0;"1,641";;0;;0;; ; 
"=""05:15"""; ;0;"2,083";;0;;0;; ; 
"=""05:30"""; ;0;"2,843";;0;;0;; ; 
"=""05:45"""; ;0;"2,201";;0;;0;; ; 
"=""06:00""";0;0;"1,992";"1,992";0;0;0;; ; 
"=""06:15""";0;0;"1,741";"1,741";0;0;0;; ; 
"=""06:30""";0;0;"2,843";"2,843";0;0;0;; ; 
"=""06:45""";0;0;"1,062";"1,062";0;0;0;0; ; 
"=""07:00""";3;0;"1,084";"1,087";0;3;0;3; ; 
"=""07:15""";35;0;"1,446";"1,481";0;35;0;35; ; 
"=""07:30""";61;0;"1,041";"1,102";0;61;0;61; ; 
"=""07:45""";99;0;980;"1,079";0;99;0;99; ; 
"=""08:00""";167;0;891;"1,058";0;167;0;167; ; 
"=""08:15""";283;0;"1,005";"1,288";0;283;0;283; ; 
"=""08:30""";563;0;397;960;0;563;0;563; ; 
"=""08:45""";798;0;398;"1,195";1;798;0;799; ; 
"=""09:00""";891;0;93;984;49;891;11;950; ; 
"=""09:15""";802;0;50;852;31;802;48;881; ; 
"=""09:30""";810;0;159;969;29;810;10;849; ; 
"=""09:45""";944;0;371;"1,315";22;944;25;991; ; 
"=""10:00""";955;0;350;"1,305";22;955;129;"1,106"; ; 
"=""10:15""";"1,055";0;429;"1,484";58;"1,055";270;"1,383"; ; 
"=""10:29"""; ; ; ; ; ; ; ; ; ;"2,580"
"=""10:30""";"1,270";0;901;"2,171";50;"1,270";100;"1,420"; ; 
"=""10:34"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""10:39"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:45""";"1,099";0;274;"1,373";80;"1,099";358;"1,537"; ; 
"=""11:00""";"1,081";0;83;"1,163";83;"1,081";603;"1,766"; ; 
"=""11:15""";"1,034";0;38;"1,072";41;"1,034";"1,655";"2,730"; ; 
"=""11:30""";886;0;36;922;31;886;"1,935";"2,852"; ; 
"=""11:45""";"1,281";0;30;"1,310";25;"1,281";666;"1,971"; ; 
"=""12:00""";"1,595";8;41;"1,644";41;"1,595";0;"1,636"; ; 
"=""12:15""";"1,313";0;23;"1,336";22;"1,313";433;"1,769"; ; 
"=""12:29"""; ; ; ; ; ; ; ; ; ;900
"=""12:30""";"1,462";0;34;"1,496";32;"1,462";687;"2,181"; ; 
"=""12:34"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";"1,896";0;88;"1,984";89;"1,896";628;"2,613"; ; 
"=""13:00""";"2,315";0;28;"2,343";29;"2,315";415;"2,758"; ; 
"=""13:15""";"2,365";914;67;"3,347";52;"2,365";0;"2,417"; ; 
"=""13:29"""; ; ; ; ; ; ; ; ; ;"2,100"
"=""13:30""";"1,508";"1,571";302;"3,381";312;"1,508";0;"1,820"; ; 
"=""13:34"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""13:39"""; ; ; ; ; ; ; ; ; ;"3,000"
