 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,587";;0;;0;; ; 
"=""00:30"""; ;2;"2,433";;0;;0;; ; 
"=""00:45"""; ;0;"2,020";;0;;3;; ; 
"=""01:00"""; ;0;"1,882";;0;;3;; ; 
"=""01:15"""; ;0;"2,435";;0;;0;; ; 
"=""01:30"""; ;1;"2,019";;0;;0;; ; 
"=""01:45"""; ;0;"2,010";;0;;0;; ; 
"=""02:00"""; ;0;"1,633";;0;;1;; ; 
"=""02:15"""; ;1;"1,508";;0;;0;; ; 
"=""02:30"""; ;0;"1,840";;0;;0;; ; 
"=""02:45"""; ;0;"1,836";;0;;0;; ; 
"=""03:00"""; ;0;"1,735";;0;;2;; ; 
"=""03:15"""; ;0;"1,514";;0;;1;; ; 
"=""03:30"""; ;0;"1,873";;0;;1;; ; 
"=""03:45"""; ;0;"1,587";;0;;0;; ; 
"=""04:00"""; ;1;"1,974";;0;;0;; ; 
"=""04:15"""; ;0;"1,483";;0;;2;; ; 
"=""04:30"""; ;0;"1,462";;0;;0;; ; 
"=""04:45"""; ;0;918;;0;;0;; ; 
"=""05:00"""; ;0;"1,589";;0;;0;; ; 
"=""05:15"""; ;0;"1,696";;0;;0;; ; 
"=""05:30"""; ;0;"2,444";;0;;0;; ; 
"=""05:45"""; ;0;"2,753";;0;;0;; ; 
"=""06:00""";0;0;924;924;0;0;0;; ; 
"=""06:15""";0;0;"1,671";"1,671";0;0;0;; ; 
"=""06:30""";6;0;"2,652";"2,658";0;6;0;6; ; 
"=""06:45""";40;0;"1,681";"1,721";0;40;0;40; ; 
"=""07:00""";110;0;"1,146";"1,256";0;110;0;110; ; 
"=""07:15""";42;0;"1,391";"1,433";0;42;0;42; ; 
"=""07:30""";89;0;"1,537";"1,626";0;89;0;89; ; 
"=""07:45""";280;0;"1,469";"1,749";0;280;0;280; ; 
"=""08:00""";435;0;553;988;0;435;0;435; ; 
"=""08:15""";445;0;768;"1,213";0;445;0;445; ; 
"=""08:30""";670;0;23;693;24;670;440;"1,133"; ; 
"=""08:45""";829;0;32;861;31;829;972;"1,832"; ; 
"=""09:00""";803;0;74;877;69;803;344;"1,215"; ; 
"=""09:15""";757;0;116;874;9;757;35;802; ; 
"=""09:30""";"1,138";0;"1,345";"2,483";21;"1,138";58;"1,217"; ; 
"=""09:31"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""09:36"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:45""";"1,134";0;598;"1,732";26;"1,134";85;"1,245"; ; 
"=""09:51"""; ; ; ; ; ; ; ; ; ;"2,310"
"=""09:56"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";"2,361";0;277;"2,637";246;"2,361";12;"2,618"; ; 
"=""10:15""";"1,083";0;968;"2,051";45;"1,083";27;"1,155"; ; 
"=""10:30""";784;0;33;817;37;784;512;"1,333"; ; 
"=""10:36"""; ; ; ; ; ; ; ; ; ;"1,980"
"=""10:41"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:45""";885;0;121;"1,006";122;885;226;"1,232"; ; 
"=""11:00""";961;0;132;"1,093";141;961;"1,069";"2,171"; ; 
"=""11:15""";859;0;107;967;101;859;"1,062";"2,023"; ; 
"=""11:16"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""11:21"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:26"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""11:30""";882;0;98;980;106;882;446;"1,433"; ; 
"=""11:31"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:45""";"1,316";0;78;"1,394";80;"1,316";307;"1,703"; ; 
"=""11:46"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""11:51"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:56"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""12:00""";662;0;56;718;56;662;"1,082";"1,800"; ; 
"=""12:01"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:15""";637;0;42;679;90;637;"1,203";"1,930"; ; 
"=""12:30""";"1,389";0;73;"1,462";105;"1,389";254;"1,748"; ; 
"=""12:45""";"1,161";0;127;"1,288";166;"1,161";849;"2,176"; ; 
"=""13:00""";441;"1,565";26;"2,032";23;441;0;464; ; 
"=""13:15""";372;"1,444";13;"1,829";12;372;0;384; ; 
"=""13:30""";355;"1,056";23;"1,434";19;355;0;374; ; 
"=""13:45""";183;945;141;"1,268";34;183;0;217; ; 
"=""14:00""";368;508;736;"1,612";17;368;0;385; ; 
"=""14:15""";301;0;"2,683";"2,984";0;301;1;302; ; 
"=""14:30""";394;1;"2,616";"3,011";0;394;0;394; ; 
"=""14:45""";560;0;"2,151";"2,711";0;560;0;560; ; 
"=""15:00""";708;0;"1,877";"2,585";0;708;1;709; ; 
"=""15:15""";765;0;"2,032";"2,797";0;765;1;766; ; 
"=""15:30""";811;1;"1,681";"2,493";5;811;0;816; ; 
"=""15:45""";761;0;869;"1,630";0;761;1;762; ; 
"=""16:00""";510;135;857;"1,502";2;510;0;512; ; 
"=""16:15""";383;1;968;"1,351";0;383;0;383; ; 
"=""16:30""";243;0;"1,280";"1,523";0;243;1;244; ; 
"=""16:45""";387;0;845;"1,232";0;387;0;387; ; 
"=""17:00""";555;0;"1,304";"1,858";0;555;1;555; ; 
"=""17:15""";397;1;"1,897";"2,295";0;397;0;397; ; 
"=""17:30""";217;0;"2,597";"2,815";0;217;1;218; ; 
"=""17:45""";158;0;"1,775";"1,933";0;158;1;159; ; 
