 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,638";;0;;0;; ; 
"=""00:30"""; ;0;"1,631";;0;;0;; ; 
"=""00:45"""; ;0;"1,438";;0;;0;; ; 
"=""01:00"""; ;0;"1,399";;0;;0;; ; 
"=""01:15"""; ;0;"1,368";;0;;0;; ; 
"=""01:30"""; ;0;"1,389";;0;;0;; ; 
"=""01:45"""; ;0;"1,393";;0;;0;; ; 
"=""02:00"""; ;0;"1,057";;0;;0;; ; 
"=""02:15"""; ;0;"1,261";;0;;0;; ; 
"=""02:30"""; ;0;"1,376";;0;;0;; ; 
"=""02:45"""; ;0;"1,007";;0;;0;; ; 
"=""03:00"""; ;0;"1,113";;0;;0;; ; 
"=""03:15"""; ;0;"1,133";;0;;0;; ; 
"=""03:30"""; ;0;"1,178";;0;;0;; ; 
"=""03:45"""; ;0;837;;0;;0;; ; 
"=""04:00"""; ;0;"1,033";;0;;0;; ; 
"=""04:15"""; ;0;"1,822";;0;;0;; ; 
"=""04:30"""; ;0;"1,045";;0;;0;; ; 
"=""04:45"""; ;0;"1,027";;0;;0;; ; 
"=""05:00"""; ;0;"1,761";;0;;0;; ; 
"=""05:15"""; ;0;"2,557";;0;;0;; ; 
"=""05:30"""; ;0;"2,432";;0;;0;; ; 
"=""05:45"""; ;0;946;;0;;0;; ; 
"=""06:00"""; ;0;823;;0;;0;; ; 
"=""06:15""";0;0;954;954;0;0;0;; ; 
"=""06:30""";0;0;"1,749";"1,749";0;0;0;; ; 
"=""06:45""";0;0;903;903;0;0;0;0; ; 
"=""07:00""";6;0;871;877;0;6;0;6; ; 
"=""07:15""";60;0;720;780;0;60;0;60; ; 
"=""07:30""";136;0;680;816;0;136;0;136; ; 
"=""07:45""";258;0;642;900;0;258;0;258; ; 
"=""08:00""";468;0;392;860;0;468;0;468; ; 
"=""08:15""";587;0;208;795;29;587;26;642; ; 
"=""08:30""";652;0;250;902;35;652;136;823; ; 
"=""08:45""";643;0;84;727;78;643;374;"1,094"; ; 
"=""09:00""";619;0;38;658;39;619;578;"1,236"; ; 
"=""09:15""";688;0;19;706;18;688;774;"1,479"; ; 
"=""09:30""";622;0;11;633;11;622;996;"1,628"; ; 
"=""09:43"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""09:45""";604;0;20;624;20;604;"1,178";"1,801"; ; 
"=""09:48"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";763;0;67;830;67;763;"1,059";"1,889"; ; 
"=""10:13"""; ; ; ; ; ; ; ; ; ;480
"=""10:15""";"1,139";0;100;"1,239";76;"1,139";827;"2,042"; ; 
"=""10:18"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:23"""; ; ; ; ; ; ; ; ; ;240
"=""10:28"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:30""";"1,466";243;342;"2,052";356;"1,466";0;"1,822"; ; 
"=""10:38"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""10:43"""; ; ; ; ; ; ; ; ; ;330
"=""10:45""";"1,299";0;304;"1,603";311;"1,299";368;"1,977"; ; 
"=""10:48"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""10:53"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:00""";"1,152";0;314;"1,467";312;"1,152";591;"2,056"; ; 
"=""11:03"""; ; ; ; ; ; ; ; ; ;0
"=""11:08"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""11:15""";"1,230";0;330;"1,560";330;"1,230";527;"2,087"; ; 
"=""11:18"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:30""";907;0;69;976;89;907;"1,382";"2,377"; ; 
"=""11:33"""; ; ; ; ; ; ; ; ; ;"1,920"
"=""11:38"""; ; ; ; ; ; ; ; ; ;"2,130"
"=""11:43"""; ; ; ; ; ; ; ; ; ;"1,830"
"=""11:45""";779;0;31;811;250;779;"1,348";"2,378"; ; 
"=""11:48"""; ; ; ; ; ; ; ; ; ;"1,800"
"=""11:53"""; ; ; ; ; ; ; ; ; ;"1,710"
"=""11:58"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""12:00""";829;0;24;853;307;829;960;"2,095"; ; 
"=""12:03"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""12:08"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:15""";"1,143";0;243;"1,386";366;"1,143";522;"2,031"; ; 
"=""12:28"""; ; ; ; ; ; ; ; ; ;"1,830"
"=""12:30""";"1,186";0;311;"1,497";401;"1,186";315;"1,902"; ; 
"=""12:33"""; ; ; ; ; ; ; ; ; ;"1,500"
"=""12:38"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""12:43"""; ; ; ; ; ; ; ; ; ;0
"=""12:45""";"1,210";0;277;"1,487";398;"1,210";292;"1,900"; ; 
"=""12:53"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""12:58"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:00""";967;0;218;"1,185";389;967;341;"1,697"; ; 
"=""13:08"""; ; ; ; ; ; ; ; ; ;"1,110"
"=""13:15""";"1,084";0;266;"1,350";387;"1,084";268;"1,738"; ; 
"=""13:18"""; ; ; ; ; ; ; ; ; ;510
"=""13:23"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:30""";"1,351";0;296;"1,646";373;"1,351";98;"1,821"; ; 
"=""13:38"""; ; ; ; ; ; ; ; ; ;0
"=""13:43"""; ; ; ; ; ; ; ; ; ;"3,000"
