 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,635";;0;;0;; ; 
"=""00:30"""; ;0;"1,169";;0;;0;; ; 
"=""00:45"""; ;0;"1,453";;0;;0;; ; 
"=""01:00"""; ;0;"1,623";;0;;0;; ; 
"=""01:15"""; ;0;"1,414";;0;;0;; ; 
"=""01:30"""; ;0;"1,320";;0;;0;; ; 
"=""01:45"""; ;0;"4,443";;0;;0;; ; 
"=""02:00"""; ;0;"2,158";;0;;0;; ; 
"=""02:15"""; ;0;"2,182";;0;;0;; ; 
"=""02:30"""; ;0;"1,412";;0;;0;; ; 
"=""02:45"""; ;0;"1,000";;0;;0;; ; 
"=""03:00"""; ;0;995;;0;;0;; ; 
"=""03:15"""; ;0;"1,260";;0;;0;; ; 
"=""03:30"""; ;0;"1,351";;0;;0;; ; 
"=""03:45"""; ;0;729;;0;;0;; ; 
"=""04:00"""; ;0;"1,163";;0;;0;; ; 
"=""04:15"""; ;0;"1,125";;0;;0;; ; 
"=""04:30"""; ;0;841;;0;;0;; ; 
"=""04:45"""; ;0;"1,169";;0;;0;; ; 
"=""05:00"""; ;0;"1,075";;0;;0;; ; 
"=""05:15"""; ;0;"1,082";;0;;0;; ; 
"=""05:30""";0;0;"2,328";"2,328";0;0;0;; ; 
"=""05:45""";0;0;"1,750";"1,750";0;0;0;; ; 
"=""06:00""";0;0;"1,748";"1,748";0;0;0;; ; 
"=""06:15""";0;0;"1,141";"1,141";0;0;0;; ; 
"=""06:30""";0;0;"1,811";"1,811";0;0;0;0; ; 
"=""06:45""";19;0;"1,009";"1,028";0;19;0;19; ; 
"=""07:00""";114;0;987;"1,101";0;114;0;114; ; 
"=""07:15""";222;0;859;"1,081";0;222;0;222; ; 
"=""07:30""";363;0;673;"1,036";0;363;0;363; ; 
"=""07:45""";692;0;"1,167";"1,858";12;692;19;722; ; 
"=""08:00""";731;1;310;"1,042";0;731;0;731; ; 
"=""08:15""";677;2;262;940;0;677;0;677; ; 
"=""08:30""";832;0;153;985;8;832;5;845; ; 
"=""08:45""";972;0;323;"1,294";12;972;94;"1,077"; ; 
"=""09:00""";915;0;992;"1,907";4;915;10;929; ; 
"=""09:15""";847;0;"1,989";"2,836";0;847;1;848; ; 
"=""09:30""";923;0;101;"1,024";43;923;174;"1,139"; ; 
"=""09:45""";"1,154";0;595;"1,749";45;"1,154";96;"1,296"; ; 
"=""10:00""";"1,183";0;155;"1,338";17;"1,183";217;"1,416"; ; 
"=""10:15""";962;0;66;"1,027";48;962;335;"1,344"; ; 
"=""10:30""";"1,022";0;473;"1,495";36;"1,022";33;"1,091"; ; 
"=""10:45""";807;0;528;"1,335";3;807;1;810; ; 
"=""11:00""";908;0;"1,323";"2,231";30;908;34;972; ; 
"=""11:15""";"1,451";0;131;"1,582";152;"1,451";"1,118";"2,720"; ; 
"=""11:30""";914;0;79;993;74;914;861;"1,849"; ; 
"=""11:45""";836;0;33;870;30;836;281;"1,147"; ; 
"=""12:00""";801;0;31;832;25;801;237;"1,063"; ; 
"=""12:15""";799;0;32;830;27;799;761;"1,587"; ; 
"=""12:30""";789;0;13;802;30;789;784;"1,604"; ; 
"=""12:32"""; ; ; ; ; ; ; ; ; ;"1,920"
"=""12:37"""; ; ; ; ; ; ; ; ; ;"1,830"
"=""12:42"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";713;0;70;783;289;713;"1,218";"2,220"; ; 
"=""12:47"""; ; ; ; ; ; ; ; ; ;900
"=""12:52"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:00""";"1,623";0;195;"1,818";231;"1,623";66;"1,919"; ; 
"=""13:02"""; ; ; ; ; ; ; ; ; ;"2,610"
"=""13:07"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:15""";"1,802";0;44;"1,845";111;"1,802";200;"2,113"; ; 
"=""13:30""";"1,270";"1,429";54;"2,753";43;"1,270";0;"1,313"; ; 
"=""13:45""";"1,079";869;659;"2,607";29;"1,079";0;"1,108"; ; 
"=""14:00""";"1,219";0;"1,264";"2,483";16;"1,219";48;"1,283"; ; 
"=""14:15""";"1,582";0;701;"2,283";0;"1,582";0;"1,582"; ; 
"=""14:30""";"1,296";1;"1,926";"3,223";0;"1,296";0;"1,296"; ; 
"=""14:45""";851;0;"1,572";"2,423";0;851;1;852; ; 
