 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"3,015";;0;;0;; ; 
"=""00:30"""; ;0;"2,139";;0;;0;; ; 
"=""00:45"""; ;0;"2,258";;0;;0;; ; 
"=""01:00"""; ;0;"2,070";;0;;0;; ; 
"=""01:15"""; ;0;"2,319";;0;;0;; ; 
"=""01:30"""; ;0;"2,550";;0;;0;; ; 
"=""01:45"""; ;0;"2,127";;0;;0;; ; 
"=""02:00"""; ;0;"2,081";;0;;0;; ; 
"=""02:15"""; ;0;"1,884";;0;;0;; ; 
"=""02:30"""; ;0;"1,980";;0;;0;; ; 
"=""02:45"""; ;0;"1,893";;0;;0;; ; 
"=""03:00"""; ;0;"2,468";;0;;0;; ; 
"=""03:15"""; ;0;"1,678";;0;;0;; ; 
"=""03:30"""; ;0;"2,010";;0;;0;; ; 
"=""03:45"""; ;0;"1,767";;0;;0;; ; 
"=""04:00"""; ;0;"1,962";;0;;0;; ; 
"=""04:15"""; ;0;"1,511";;0;;0;; ; 
"=""04:30"""; ;0;"2,084";;0;;0;; ; 
"=""04:45"""; ;0;"1,551";;0;;0;; ; 
"=""05:00"""; ;0;"1,707";;0;;0;; ; 
"=""05:15"""; ;0;"1,503";;0;;0;; ; 
"=""05:30"""; ;0;"3,935";;0;;0;; ; 
"=""05:45""";0;0;"2,604";"2,604";0;0;0;; ; 
"=""06:00""";0;0;"1,872";"1,872";0;0;0;; ; 
"=""06:15""";0;0;"1,841";"1,841";0;0;0;; ; 
"=""06:30""";0;0;"2,985";"2,985";0;0;0;0; ; 
"=""06:45""";16;0;"1,422";"1,438";0;16;0;16; ; 
"=""07:00""";81;0;"1,014";"1,095";0;81;0;81; ; 
"=""07:15""";146;0;"1,385";"1,531";0;146;0;146; ; 
"=""07:30""";204;0;"1,279";"1,483";0;204;0;204; ; 
"=""07:45""";228;0;878;"1,106";0;228;0;228; ; 
"=""08:00""";207;0;915;"1,122";0;207;0;207; ; 
"=""08:15""";190;0;842;"1,032";0;190;0;190; ; 
"=""08:30""";334;0;"1,010";"1,344";0;334;0;334; ; 
"=""08:45""";533;0;265;798;0;533;0;533; ; 
"=""09:00""";571;0;234;805;0;571;0;571; ; 
"=""09:15""";642;0;"1,167";"1,809";0;642;0;642; ; 
"=""09:30""";647;0;691;"1,338";0;647;0;647; ; 
"=""09:45""";590;0;377;967;25;590;0;615; ; 
"=""10:00""";601;0;9;610;22;601;206;829; ; 
"=""10:15""";647;0;80;726;13;647;240;900; ; 
"=""10:30""";725;0;"1,208";"1,933";0;725;1;725; ; 
"=""10:45""";484;0;"1,674";"2,158";0;484;0;484; ; 
"=""11:00""";491;0;"1,794";"2,284";0;491;2;493; ; 
"=""11:15""";505;1;"1,062";"1,568";0;505;0;505; ; 
"=""11:30""";490;0;"1,055";"1,544";0;490;1;491; ; 
"=""11:45""";378;0;620;998;0;378;0;378; ; 
"=""12:00""";480;0;474;954;0;480;1;481; ; 
"=""12:15""";525;0;329;854;0;525;0;525; ; 
"=""12:30""";538;1;351;890;0;538;0;538; ; 
"=""12:45""";561;0;315;876;0;561;0;561; ; 
"=""13:00""";539;0;850;"1,390";0;539;2;541; ; 
"=""13:15""";559;0;"1,284";"1,844";0;559;0;559; ; 
"=""13:30""";373;0;"1,090";"1,463";0;373;1;374; ; 
