 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,512";;0;;0;; ; 
"=""00:30"""; ;0;"3,211";;0;;0;; ; 
"=""00:45"""; ;0;"3,100";;0;;0;; ; 
"=""01:00"""; ;0;"3,105";;0;;0;; ; 
"=""01:15"""; ;0;"3,049";;0;;0;; ; 
"=""01:30"""; ;0;"2,387";;0;;0;; ; 
"=""01:45"""; ;0;"2,704";;0;;0;; ; 
"=""02:00"""; ;0;"2,334";;0;;0;; ; 
"=""02:15"""; ;0;"2,643";;0;;0;; ; 
"=""02:30"""; ;0;"1,708";;0;;0;; ; 
"=""02:45"""; ;0;"2,493";;0;;0;; ; 
"=""03:00"""; ;0;"1,829";;0;;0;; ; 
"=""03:15"""; ;0;"2,074";;0;;0;; ; 
"=""03:30"""; ;0;"2,232";;0;;0;; ; 
"=""03:45"""; ;0;"1,719";;0;;0;; ; 
"=""04:00"""; ;0;"2,190";;0;;0;; ; 
"=""04:15"""; ;0;"1,535";;0;;0;; ; 
"=""04:30"""; ;0;"1,680";;0;;0;; ; 
"=""04:45"""; ;0;"1,877";;0;;0;; ; 
"=""05:00"""; ;0;"2,074";;0;;0;; ; 
"=""05:15""";0;0;"3,808";"3,808";0;0;0;; ; 
"=""05:30""";0;0;"2,504";"2,504";0;0;0;; ; 
"=""05:45""";0;0;"2,907";"2,907";0;0;0;; ; 
"=""06:00""";0;0;"2,053";"2,053";0;0;0;; ; 
"=""06:15""";0;0;"2,107";"2,107";0;0;0;; ; 
"=""06:30""";0;0;"2,723";"2,723";0;0;0;0; ; 
"=""06:45""";35;0;"1,795";"1,830";0;35;0;35; ; 
"=""07:00""";89;0;"1,889";"1,978";0;89;0;89; ; 
"=""07:15""";182;0;"1,293";"1,475";0;182;0;182; ; 
"=""07:30""";245;0;"1,340";"1,585";0;245;0;245; ; 
"=""07:45""";605;0;"1,409";"2,014";0;605;0;605; ; 
"=""08:00""";705;0;"1,131";"1,836";12;705;0;717; ; 
"=""08:15""";838;0;921;"1,759";12;838;13;862; ; 
"=""08:30""";623;0;507;"1,130";3;623;48;674; ; 
"=""08:45""";893;0;654;"1,546";14;893;130;"1,037"; ; 
"=""09:00""";"1,048";0;66;"1,114";26;"1,048";614;"1,688"; ; 
"=""09:15""";984;0;42;"1,025";31;984;951;"1,965"; ; 
"=""09:30""";673;0;30;703;30;673;"1,446";"2,149"; ; 
"=""09:45""";"1,000";0;61;"1,061";56;"1,000";"1,136";"2,191"; ; 
"=""09:48"""; ; ; ; ; ; ; ; ; ;"1,770"
"=""09:53"""; ; ; ; ; ; ; ; ; ;"1,680"
"=""09:58"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";810;0;44;854;271;810;"1,121";"2,202"; ; 
"=""10:03"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""10:08"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:15""";"1,196";0;102;"1,298";160;"1,196";227;"1,583"; ; 
"=""10:30""";754;0;34;788;85;754;227;"1,065"; ; 
"=""10:45""";686;130;31;847;30;686;0;716; ; 
"=""11:00""";757;18;23;798;24;757;0;781; ; 
"=""11:15""";421;328;18;767;18;421;0;439; ; 
"=""11:30""";"1,074";0;155;"1,229";164;"1,074";224;"1,461"; ; 
"=""11:45""";722;0;65;787;129;722;315;"1,165"; ; 
"=""11:48"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""11:53"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:00""";770;102;46;918;45;770;0;815; ; 
"=""12:15""";58;802;14;874;15;58;0;73; ; 
"=""12:30""";0;"1,534";24;"1,551";16;0;0;9; ; 
"=""12:45""";49;954;958;"1,960";32;49;0;81; ; 
"=""13:00""";269;336;"1,776";"2,381";14;269;0;282; ; 
"=""13:15"""; ;;;;;;;; ; 
"=""13:30"""; ;;;;;;;; ; 
"=""13:40"""; ; ; ; ; ; ; ; ;300; 
"=""13:40"""; ; ; ; ; ; ; ; ; ;690
"=""13:45"""; ;;;;;;;; ; 
"=""13:56"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:00"""; ;;;;;;;; ; 
"=""14:15""";"1,368";0;"1,345";"2,713";0;"1,368";0;"1,368"; ; 
"=""14:30""";"1,984";0;"1,130";"3,114";3;"1,984";8;"1,995"; ; 
"=""14:45""";"1,662";0;"1,551";"3,213";0;"1,662";0;"1,662"; ; 
"=""15:00""";"1,368";0;"1,748";"3,116";0;"1,368";1;"1,369"; ; 
"=""15:15""";"1,086";0;"1,716";"2,802";1;"1,086";2;"1,089"; ; 
"=""15:30""";"1,059";3;"1,730";"2,792";2;"1,059";0;"1,061"; ; 
"=""15:45""";882;0;880;"1,762";2;882;0;884; ; 
"=""16:00""";681;0;"1,216";"1,897";0;681;2;683; ; 
"=""16:15""";550;0;"1,349";"1,899";0;550;0;550; ; 
"=""16:30""";399;0;945;"1,344";0;399;1;400; ; 
"=""16:45""";318;0;"1,589";"1,907";0;318;1;319; ; 
"=""17:00""";260;1;"1,930";"2,191";0;260;0;260; ; 
"=""17:15""";180;0;"2,146";"2,326";0;180;2;182; ; 
"=""17:30""";104;1;"1,434";"1,539";0;104;0;104; ; 
"=""17:45""";39;0;"1,825";"1,864";0;39;0;39; ; 
"=""18:00""";5;0;"2,119";"2,124";0;5;1;6; ; 
"=""18:15""";0;0;"1,403";"1,492";0;0;1;; ; 
"=""18:30""";0;0;"2,210";"2,208";0;0;2;; ; 
