 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,396";;0;;0;; ; 
"=""00:30"""; ;0;"1,663";;0;;0;; ; 
"=""00:45"""; ;0;"1,768";;0;;1;; ; 
"=""01:00"""; ;0;"1,293";;0;;2;; ; 
"=""01:15"""; ;2;"1,373";;0;;0;; ; 
"=""01:30"""; ;1;"1,319";;0;;0;; ; 
"=""01:45"""; ;0;"1,514";;0;;3;; ; 
"=""02:00"""; ;1;"1,386";;0;;0;; ; 
"=""02:15"""; ;0;932;;0;;1;; ; 
"=""02:30"""; ;0;"1,071";;0;;3;; ; 
"=""02:45"""; ;1;"1,090";;0;;0;; ; 
"=""03:00"""; ;2;"1,564";;0;;0;; ; 
"=""03:15"""; ;0;720;;0;;0;; ; 
"=""03:30"""; ;0;962;;0;;2;; ; 
"=""03:45"""; ;1;847;;0;;0;; ; 
"=""04:00"""; ;0;"1,326";;0;;1;; ; 
"=""04:15"""; ;0;735;;0;;1;; ; 
"=""04:30"""; ;2;"1,003";;0;;0;; ; 
"=""04:45"""; ;0;"1,007";;0;;1;; ; 
"=""05:00"""; ;1;"1,284";;0;;0;; ; 
"=""05:15"""; ;0;"2,085";;0;;1;; ; 
"=""05:30"""; ;0;"2,588";;0;;0;; ; 
"=""05:45""";0;1;"2,113";"2,114";0;0;0;; ; 
"=""06:00""";0;0;"1,160";"1,160";0;0;0;; ; 
"=""06:15""";0;0;"1,013";"1,012";0;0;1;; ; 
"=""06:30""";0;0;"2,240";"2,240";0;0;0;0; ; 
"=""06:45""";80;0;"1,165";"1,245";0;80;2;82; ; 
"=""07:00""";153;1;714;868;0;153;0;153; ; 
"=""07:15""";242;0;692;934;0;242;1;243; ; 
"=""07:30""";354;0;563;917;0;354;0;354; ; 
"=""07:45""";499;0;425;924;0;499;1;500; ; 
"=""08:00""";553;1;297;850;0;553;0;553; ; 
"=""08:15""";640;0;145;785;56;640;22;718; ; 
"=""08:30""";660;0;59;719;57;660;427;"1,143"; ; 
"=""08:45""";761;0;184;944;36;761;661;"1,457"; ; 
"=""09:00""";720;0;99;818;98;720;747;"1,564"; ; 
"=""09:15""";766;0;30;797;25;766;"1,205";"1,996"; ; 
"=""09:30""";"1,014";0;44;"1,058";49;"1,014";"1,032";"2,094"; ; 
"=""09:36"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""09:41"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:45""";683;0;83;766;80;683;"1,442";"2,205"; ; 
"=""10:00""";870;0;70;940;69;870;"1,415";"2,353"; ; 
"=""10:01"""; ; ; ; ; ; ; ; ; ;"2,370"
"=""10:06"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:11"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""10:15""";"1,581";0;109;"1,689";127;"1,581";169;"1,876"; ; 
"=""10:16"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""10:21"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:26"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""10:30""";931;0;99;"1,029";151;931;"1,208";"2,290"; ; 
"=""10:31"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:36"""; ; ; ; ; ; ; ; ; ;"1,710"
"=""10:41"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:45""";749;0;90;839;299;749;"1,124";"2,172"; ; 
"=""10:46"""; ; ; ; ; ; ; ; ; ;900
"=""10:51"""; ; ; ; ; ; ; ; ; ;60
"=""10:56"""; ; ; ; ; ; ; ; ; ;"1,560"
"=""11:00""";612;0;105;717;277;612;903;"1,791"; ; 
"=""11:01"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:06"""; ; ; ; ; ; ; ; ; ;"1,470"
"=""11:11"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:15""";"1,302";0;33;"1,335";200;"1,302";783;"2,285"; ; 
"=""11:16"""; ; ; ; ; ; ; ; ; ;"1,950"
"=""11:21"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:26"""; ; ; ; ; ; ; ; ; ;0
"=""11:30""";"1,568";239;240;"2,047";240;"1,568";0;"1,808"; ; 
"=""11:31"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:45""";"1,545";330;317;"2,192";325;"1,545";0;"1,869"; ; 
"=""12:00""";"1,398";0;282;"1,680";280;"1,398";88;"1,766"; ; 
"=""12:15""";900;0;12;912;17;900;684;"1,601"; ; 
"=""12:16"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""12:26"""; ; ; ; ; ; ; ; ; ;"2,040"
"=""12:30""";901;0;8;909;301;901;672;"1,873"; ; 
"=""12:31"""; ; ; ; ; ; ; ; ; ;"1,920"
"=""12:36"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:41"""; ; ; ; ; ; ; ; ; ;"2,280"
