 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""17:30""";75;0;"1,884";"1,959";0;75;0;75; ; 
"=""17:45""";11;2;"1,769";"1,781";0;11;0;11; ; 
"=""18:00""";0;0;"2,193";"2,193";0;0;0;; ; 
"=""18:15""";0;0;"2,872";"2,872";0;0;0;; ; 
"=""18:30""";0;0;"2,055";"2,055";0;0;0;; ; 
"=""18:45""";0;0;"3,264";"3,264";0;0;0;; ; 
"=""19:00""";0;0;"3,132";"3,140";0;0;0;; ; 
"=""19:15""";0;0;"3,086";"3,086";0;0;0;; ; 
"=""19:30"""; ;0;"3,090";;0;;0;; ; 
"=""19:45"""; ;0;"3,443";;0;;0;; ; 
"=""20:00"""; ;0;"3,582";;0;;0;; ; 
"=""20:15"""; ;0;"2,743";;0;;0;; ; 
"=""20:30"""; ;0;"2,938";;0;;0;; ; 
"=""20:45"""; ;0;"2,607";;0;;0;; ; 
"=""21:00"""; ;0;"2,842";;0;;0;; ; 
"=""21:15"""; ;0;"2,648";;0;;0;; ; 
"=""21:30"""; ;0;"2,824";;0;;0;; ; 
"=""21:45"""; ;0;"3,868";;0;;0;; ; 
"=""22:00"""; ;0;"3,011";;0;;0;; ; 
"=""22:15"""; ;0;"2,418";;0;;0;; ; 
"=""22:30"""; ;0;"2,479";;0;;0;; ; 
"=""22:45"""; ;0;"2,543";;0;;0;; ; 
"=""23:00"""; ;0;"3,580";;0;;0;; ; 
"=""23:15"""; ;0;"3,093";;0;;0;; ; 
"=""23:30"""; ;0;"3,196";;0;;0;; ; 
"=""23:45"""; ;0;"3,789";;0;;0;; ; 
"=""00:00"""; ;0;"3,137";;0;;0;;300;"3,000"
