 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;1;"1,952";;0;;0;; ; 
"=""00:30"""; ;0;"1,927";;0;;2;; ; 
"=""00:45"""; ;0;"2,014";;0;;0;; ; 
"=""01:00"""; ;0;"1,732";;0;;0;; ; 
"=""01:15"""; ;0;"1,834";;0;;2;; ; 
"=""01:30"""; ;0;"1,817";;0;;1;; ; 
"=""01:45"""; ;2;"1,732";;0;;0;; ; 
"=""02:00"""; ;0;"1,793";;0;;0;; ; 
"=""02:15"""; ;0;"1,725";;0;;0;; ; 
"=""02:30"""; ;0;"1,695";;0;;1;; ; 
"=""02:45"""; ;0;"1,403";;0;;3;; ; 
"=""03:00"""; ;2;"1,478";;0;;0;; ; 
"=""03:15"""; ;0;"1,495";;0;;1;; ; 
"=""03:30"""; ;1;"1,438";;0;;0;; ; 
"=""03:45"""; ;0;"1,565";;0;;0;; ; 
"=""04:00"""; ;0;"1,486";;0;;0;; ; 
"=""04:15"""; ;1;"1,562";;0;;0;; ; 
"=""04:30"""; ;0;"1,288";;0;;1;; ; 
"=""04:45"""; ;0;"1,477";;0;;1;; ; 
"=""05:00"""; ;1;"1,601";;0;;0;; ; 
"=""05:15"""; ;0;"3,010";;0;;0;; ; 
"=""05:30""";0;0;"2,385";"2,384";0;0;1;; ; 
"=""05:45""";0;0;"1,762";"1,761";0;0;1;; ; 
"=""06:00""";0;1;"2,054";"2,055";0;0;0;; ; 
"=""06:15""";0;0;"1,939";"1,937";0;0;3;; ; 
"=""06:30""";3;0;"2,790";"2,793";0;3;0;3; ; 
"=""06:45""";74;0;"1,585";"1,659";0;74;1;75; ; 
"=""07:00""";171;0;904;"1,075";0;171;3;173; ; 
"=""07:15""";248;2;809;"1,059";0;248;0;248; ; 
"=""07:30""";312;0;761;"1,073";0;312;1;313; ; 
"=""07:45""";316;0;826;"1,142";0;316;1;317; ; 
"=""08:00""";287;1;"1,582";"1,869";0;287;0;287; ; 
"=""08:15""";81;0;"1,235";"1,316";0;81;0;81; ; 
"=""08:30""";373;0;593;966;0;373;2;375; ; 
"=""08:45""";428;0;696;"1,123";0;428;1;428; ; 
"=""09:00""";632;0;959;"1,591";19;632;3;654; ; 
"=""09:15""";619;1;577;"1,197";0;619;0;619; ; 
"=""09:30""";625;0;146;771;11;625;4;640; ; 
"=""09:45""";725;0;87;812;38;725;102;865; ; 
"=""10:00""";858;0;112;970;37;858;119;"1,013"; ; 
"=""10:15""";760;0;38;798;42;760;881;"1,684"; ; 
"=""10:30""";807;0;106;913;101;807;830;"1,738"; ; 
"=""10:45""";770;0;24;793;18;770;48;835; ; 
"=""11:00""";760;0;18;779;23;760;322;"1,106"; ; 
"=""11:09"""; ; ; ; ; ; ; ; ; ;"2,520"
"=""11:14"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:15""";"1,004";0;21;"1,025";20;"1,004";544;"1,568"; ; 
"=""11:30""";"1,174";0;40;"1,214";39;"1,174";285;"1,498"; ; 
"=""11:45""";"1,278";0;33;"1,311";30;"1,278";87;"1,394"; ; 
"=""12:00""";"1,499";158;50;"1,706";54;"1,499";0;"1,553"; ; 
"=""12:14"""; ; ; ; ; ; ; ; ; ;"2,580"
"=""12:15""";"1,454";0;40;"1,494";35;"1,454";642;"2,131"; ; 
"=""12:19"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:30""";"2,221";0;43;"2,263";50;"2,221";114;"2,384"; ; 
"=""12:45""";"1,837";0;49;"1,886";44;"1,837";100;"1,981"; ; 
"=""13:00""";"1,885";714;76;"2,675";72;"1,885";0;"1,957"; ; 
"=""13:15""";"1,356";"1,003";389;"2,748";27;"1,356";0;"1,383"; ; 
"=""13:29"""; ; ; ; ; ; ; ; ; ;"2,730"
"=""13:30""";"1,431";9;991;"2,431";8;"1,431";0;"1,439"; ; 
"=""13:34"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:45""";"2,124";0;220;"2,344";147;"2,124";206;"2,477"; ; 
"=""14:00""";"1,332";129;"1,911";"3,372";0;"1,332";0;"1,332"; ; 
"=""14:15""";"1,122";0;"2,013";"3,135";24;"1,122";152;"1,298"; ; 
"=""14:30""";911;37;"2,797";"3,745";0;911;0;911; ; 
"=""14:45""";560;0;"3,161";"3,721";0;560;1;561; ; 
"=""15:00""";52;0;"2,842";"2,894";0;52;2;54; ; 
"=""15:15""";150;0;"1,945";"2,095";0;150;0;150; ; 
"=""15:30""";340;0;"1,871";"2,211";0;340;0;340; ; 
"=""15:45""";271;0;"1,235";"1,507";0;271;2;273; ; 
"=""16:00""";233;1;"1,282";"1,516";0;233;0;233; ; 
"=""16:15""";154;0;"1,429";"1,583";0;154;0;154; ; 
"=""16:30""";108;0;"1,146";"1,253";0;108;0;108; ; 
"=""16:45""";25;0;"1,303";"1,329";0;25;0;25; ; 
"=""17:00""";61;0;"2,100";"2,160";0;61;2;63; ; 
"=""17:15""";44;0;"1,660";"1,703";0;44;0;44; ; 
"=""17:30""";0;1;"2,496";"2,497";0;0;0;0; ; 
"=""17:45""";0;0;"1,691";"1,689";0;0;2;; ; 
"=""18:00""";0;0;"2,349";"2,348";0;0;0;; ; 
"=""18:15""";0;1;"1,632";"1,633";0;0;0;; ; 
