 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"3,150";;0;;0;; ; 
"=""00:30"""; ;0;"3,427";;0;;0;; ; 
"=""00:45"""; ;0;"3,103";;0;;0;; ; 
"=""01:00"""; ;0;"2,699";;0;;0;; ; 
"=""01:15"""; ;0;"2,324";;0;;0;; ; 
"=""01:30"""; ;0;"2,403";;0;;0;; ; 
"=""01:45"""; ;0;"2,390";;0;;0;; ; 
"=""02:00"""; ;0;"1,908";;0;;0;; ; 
"=""02:15"""; ;0;"2,245";;0;;0;; ; 
"=""02:30"""; ;0;"1,883";;0;;0;; ; 
"=""02:45"""; ;0;"1,788";;0;;0;; ; 
"=""03:00"""; ;0;"2,131";;0;;0;; ; 
"=""03:15"""; ;0;"1,895";;0;;0;; ; 
"=""03:30"""; ;0;"1,714";;0;;0;; ; 
"=""03:45"""; ;0;"2,041";;0;;0;; ; 
"=""04:00"""; ;0;"1,959";;0;;0;; ; 
"=""04:15"""; ;0;"1,293";;0;;0;; ; 
"=""04:30"""; ;0;"1,665";;0;;0;; ; 
"=""04:45"""; ;0;"1,777";;0;;0;; ; 
"=""05:00"""; ;0;"1,474";;0;;0;; ; 
"=""05:15"""; ;0;"2,289";;0;;0;; ; 
"=""05:30"""; ;0;"2,272";;0;;0;; ; 
"=""05:45""";0;0;"1,827";"1,827";0;0;0;; ; 
"=""06:00""";0;0;"1,954";"1,954";0;0;0;; ; 
"=""06:15""";0;0;"2,098";"2,098";0;0;0;0; ; 
"=""06:30""";26;0;"2,144";"2,170";0;26;0;26; ; 
"=""06:45""";141;0;"1,084";"1,225";0;141;0;141; ; 
"=""07:00""";289;0;"1,241";"1,530";0;289;0;289; ; 
"=""07:15""";570;0;770;"1,340";0;570;0;570; ; 
"=""07:30""";665;0;590;"1,255";0;665;0;665; ; 
"=""07:45""";815;0;552;"1,367";24;815;135;974; ; 
"=""08:00""";"1,000";0;968;"1,968";17;"1,000";110;"1,127"; ; 
"=""08:15""";536;0;"1,165";"1,701";0;536;2;538; ; 
"=""08:30""";824;0;298;"1,122";19;824;29;872; ; 
"=""08:45""";827;0;196;"1,022";12;827;24;862; ; 
"=""09:00""";749;1;481;"1,231";9;749;0;758; ; 
"=""09:15""";773;0;"1,100";"1,872";1;773;1;774; ; 
"=""09:30""";837;0;707;"1,545";6;837;0;843; ; 
"=""09:39"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""09:44"""; ; ; ; ; ; ; ; ; ;960
