 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,672";;0;;1;; ; 
"=""00:30"""; ;1;"1,798";;0;;0;; ; 
"=""00:45"""; ;0;"1,662";;0;;3;; ; 
"=""01:00"""; ;0;"1,581";;0;;0;; ; 
"=""01:15"""; ;0;"1,306";;0;;1;; ; 
"=""01:30"""; ;0;"1,687";;0;;0;; ; 
"=""01:45"""; ;0;"1,400";;0;;1;; ; 
"=""02:00"""; ;1;"1,576";;0;;0;; ; 
"=""02:15"""; ;0;"1,327";;0;;0;; ; 
"=""02:30"""; ;0;"1,229";;0;;1;; ; 
"=""02:45"""; ;0;954;;0;;1;; ; 
"=""03:00"""; ;0;947;;0;;0;; ; 
"=""03:15"""; ;0;"1,130";;0;;0;; ; 
"=""03:30"""; ;1;"1,434";;0;;0;; ; 
"=""03:45"""; ;1;831;;0;;0;; ; 
"=""04:00"""; ;0;683;;0;;2;; ; 
"=""04:15"""; ;0;"1,125";;0;;1;; ; 
"=""04:30"""; ;2;"1,114";;0;;0;; ; 
"=""04:45"""; ;0;867;;0;;0;; ; 
"=""05:00"""; ;0;779;;0;;3;; ; 
"=""05:15"""; ;0;"1,289";;0;;0;; ; 
"=""05:30"""; ;0;"1,780";;0;;2;; ; 
"=""05:45""";0;1;"1,736";"1,737";0;0;0;; ; 
"=""06:00""";0;1;"1,339";"1,340";0;0;0;; ; 
"=""06:15""";0;0;781;778;0;0;3;; ; 
"=""06:30""";0;0;"1,573";"1,571";0;0;2;0; ; 
"=""06:45""";49;0;"1,013";"1,062";0;49;1;50; ; 
"=""07:00""";130;0;"1,647";"1,777";0;130;0;130; ; 
"=""07:15""";328;0;"1,938";"2,266";0;328;0;328; ; 
"=""07:30""";593;0;869;"1,462";0;593;0;593; ; 
"=""07:45""";716;0;388;"1,103";0;716;2;717; ; 
"=""08:00""";845;2;304;"1,152";25;845;0;870; ; 
"=""08:15""";863;0;260;"1,123";44;863;202;"1,108"; ; 
"=""08:19"""; ; ; ; ; ; ; ; ; ;"2,490"
"=""08:24"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:30""";"1,004";0;493;"1,497";67;"1,004";316;"1,388"; ; 
"=""08:45""";895;0;33;928;33;895;760;"1,688"; ; 
"=""08:59"""; ; ; ; ; ; ; ; ; ;"2,040"
"=""09:00""";"1,269";0;684;"1,953";73;"1,269";590;"1,932"; ; 
"=""09:04"""; ; ; ; ; ; ; ; ; ;"2,280"
"=""09:09"""; ; ; ; ; ; ; ; ; ;"1,770"
"=""09:14"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:15""";"1,162";0;651;"1,812";68;"1,162";861;"2,090"; ; 
"=""09:30""";738;0;33;770;31;738;"1,513";"2,281"; ; 
"=""09:34"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""09:39"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:45""";715;0;23;738;23;715;"1,658";"2,396"; ; 
"=""10:00""";684;0;12;696;12;684;"1,809";"2,504"; ; 
"=""10:09"""; ; ; ; ; ; ; ; ; ;"2,040"
"=""10:14"""; ; ; ; ; ; ; ; ; ;"1,920"
"=""10:15""";679;0;9;688;80;679;"1,830";"2,589"; ; 
"=""10:19"""; ; ; ; ; ; ; ; ; ;"1,770"
"=""10:24"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""10:29"""; ; ; ; ; ; ; ; ; ;"1,560"
"=""10:30""";660;0;35;695;315;660;"1,291";"2,266"; ; 
"=""10:34"""; ; ; ; ; ; ; ; ; ;"1,380"
"=""10:39"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""10:44"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""10:45""";706;0;35;741;320;706;750;"1,776"; ; 
"=""10:49"""; ; ; ; ; ; ; ; ; ;"1,200"
"=""10:54"""; ; ; ; ; ; ; ; ; ;"1,050"
"=""10:59"""; ; ; ; ; ; ; ; ; ;"1,080"
"=""11:00""";664;0;0;664;301;664;541;"1,506"; ; 
"=""11:04"""; ; ; ; ; ; ; ; ; ;"1,050"
"=""11:09"""; ; ; ; ; ; ; ; ; ;"1,080"
"=""11:14"""; ; ; ; ; ; ; ; ; ;"1,050"
"=""11:15""";648;0;0;648;301;648;363;"1,312"; ; 
"=""11:19"""; ; ; ; ; ; ; ; ; ;960
"=""11:30""";660;0;0;660;301;660;251;"1,211"; ; 
"=""11:34"""; ; ; ; ; ; ; ; ; ;930
"=""11:39"""; ; ; ; ; ; ; ; ; ;990
"=""11:45""";686;0;0;686;301;686;207;"1,193"; ;900
"=""11:49"""; ; ; ; ; ; ; ; ; ;870
"=""12:00""";597;0;23;620;319;597;173;"1,088"; ;0
"=""12:04"""; ; ; ; ; ; ; ; ; ;750
"=""12:09"""; ; ; ; ; ; ; ; ; ;870
"=""12:14"""; ; ; ; ; ; ; ; ; ;960
"=""12:15""";560;0;21;581;319;560;159;"1,038"; ; 
"=""12:19"""; ; ; ; ; ; ; ; ; ;990
"=""12:24"""; ; ; ; ; ; ; ; ; ;"1,050"
"=""12:29"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""12:30""";710;0;16;726;315;710;148;"1,174"; ; 
"=""12:35"""; ; ; ; ; ; ; ; ; ;990
"=""12:39"""; ; ; ; ; ; ; ; ; ;"1,800"
"=""12:44"""; ; ; ; ; ; ; ; ; ;"1,380"
"=""12:45""";807;0;41;848;335;807;142;"1,284"; ; 
"=""12:50"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""12:55"""; ; ; ; ; ; ; ; ; ;"2,070"
