 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,162";;0;;0;; ; 
"=""00:30"""; ;0;"1,778";;0;;0;; ; 
"=""00:45"""; ;0;"2,171";;0;;0;; ; 
"=""01:00"""; ;0;"1,796";;0;;0;; ; 
"=""01:15"""; ;0;"1,484";;0;;0;; ; 
"=""01:30"""; ;0;"1,630";;0;;0;; ; 
"=""01:45"""; ;0;"1,538";;0;;0;; ; 
"=""02:00"""; ;0;"1,834";;0;;0;; ; 
"=""02:15"""; ;0;"1,592";;0;;0;; ; 
"=""02:30"""; ;0;"1,419";;0;;0;; ; 
"=""02:45"""; ;0;"1,506";;0;;0;; ; 
"=""03:00"""; ;0;"1,701";;0;;0;; ; 
"=""03:15"""; ;0;"1,097";;0;;0;; ; 
"=""03:30"""; ;0;"1,210";;0;;0;; ; 
"=""03:45"""; ;0;"1,459";;0;;0;; ; 
"=""04:00"""; ;0;"1,093";;0;;0;; ; 
"=""04:15"""; ;0;"1,471";;0;;0;; ; 
"=""04:30"""; ;0;"1,517";;0;;0;; ; 
"=""04:45"""; ;0;"2,215";;0;;0;; ; 
"=""05:00"""; ;0;"2,738";;0;;0;; ; 
"=""05:15"""; ;0;"2,005";;0;;0;; ; 
"=""05:30"""; ;0;"2,473";;0;;0;; ; 
"=""05:45"""; ;0;"1,209";;0;;0;; ; 
"=""06:00"""; ;0;"1,044";;0;;0;; ; 
"=""06:15""";0;0;927;927;0;0;0;; ; 
"=""06:30""";0;0;"2,080";"2,080";0;0;0;; ; 
"=""06:45""";0;0;"2,042";"2,042";0;0;0;; ; 
"=""07:00""";0;0;858;858;0;0;0;0; ; 
"=""07:15""";51;0;874;925;0;51;0;51; ; 
"=""07:30""";132;0;689;821;0;132;0;132; ; 
"=""07:45""";175;0;683;858;0;175;0;175; ; 
"=""08:00""";231;0;576;807;0;231;0;231; ; 
"=""08:15""";366;0;268;634;0;366;0;366; ; 
"=""08:30""";524;0;232;756;10;524;19;552; ; 
"=""08:45""";391;1;277;669;0;391;0;391; ; 
"=""09:00""";421;0;210;631;10;421;29;459; ; 
"=""09:08"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""09:15""";760;0;86;846;63;760;197;"1,020"; ; 
"=""09:18"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:30""";500;0;214;714;1;500;0;501; ; 
"=""09:45""";640;0;110;750;53;640;251;944; ; 
"=""09:58"""; ; ; ; ; ; ; ; ; ;900
