 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""09:30""";"1,048";0;34;"1,082";28;"1,048";"1,382";"2,458"; ; 
"=""09:34"""; ; ; ; ; ; ; ; ; ;"2,040"
"=""09:39"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:45""";"1,725";0;74;"1,799";79;"1,725";757;"2,561"; ; 
"=""09:59"""; ; ; ; ; ; ; ; ; ;"2,100"
"=""10:00""";747;0;32;779;79;747;"1,830";"2,656"; ; 
"=""10:04"""; ; ; ; ; ; ; ; ; ;"2,010"
"=""10:09"""; ; ; ; ; ; ; ; ; ;"1,860"
"=""10:14"""; ; ; ; ; ; ; ; ; ;630
"=""10:15""";657;0;45;702;300;657;"1,510";"2,468"; ; 
"=""10:19"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:29"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""10:30""";"1,213";0;104;"1,316";207;"1,213";482;"1,902"; ; 
"=""10:34"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:44"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""10:45""";"1,644";0;85;"1,729";99;"1,644";268;"2,011"; ; 
"=""10:49"""; ; ; ; ; ; ; ; ; ;0
"=""10:54"""; ; ; ; ; ; ; ; ; ;"1,710"
"=""10:59"""; ; ; ; ; ; ; ; ; ;"2,490"
"=""11:00""";"1,300";0;252;"1,551";299;"1,300";387;"1,986"; ; 
"=""11:04"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""11:09"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:14"""; ; ; ; ; ; ; ; ; ;"1,500"
"=""11:15""";"1,460";0;115;"1,575";300;"1,460";778;"2,538"; ; 
"=""11:19"""; ; ; ; ; ; ; ; ; ;"2,310"
"=""11:24"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:30""";"1,441";0;107;"1,548";180;"1,441";313;"1,934"; ; 
"=""11:34"""; ; ; ; ; ; ; ; ; ;"1,500"
"=""11:39"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:45""";"1,613";0;40;"1,653";114;"1,613";206;"1,933"; ; 
"=""11:49"""; ; ; ; ; ; ; ; ; ;0
"=""11:54"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:00""";"1,548";0;32;"1,580";65;"1,548";103;"1,716"; ; 
"=""12:04"""; ; ; ; ; ; ; ; ; ;"2,490"
"=""12:09"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:15""";"1,361";0;23;"1,385";22;"1,361";11;"1,394"; ; 
"=""12:19"""; ; ; ; ; ; ; ; ; ;"2,640"
"=""12:24"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:30""";"1,535";0;36;"1,570";52;"1,535";204;"1,790"; ; 
"=""12:45""";"1,220";784;15;"2,019";19;"1,220";0;"1,239"; ; 
"=""13:00""";"1,349";992;40;"2,381";32;"1,349";0;"1,381"; ; 
"=""13:15""";"1,826";772;68;"2,666";71;"1,826";0;"1,897"; ; 
"=""13:30""";"2,054";660;37;"2,750";39;"2,054";0;"2,093"; ; 
"=""13:45""";"2,327";0;50;"2,377";45;"2,327";255;"2,627"; ; 
"=""13:59"""; ; ; ; ; ; ; ; ; ;0
"=""14:00""";"2,149";92;190;"2,430";187;"2,149";0;"2,336"; ; 
"=""14:04"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:15""";"1,692";970;149;"2,810";153;"1,692";0;"1,845"; ; 
"=""14:30""";"1,909";758;79;"2,746";70;"1,909";0;"1,979"; ; 
"=""14:45""";"1,772";527;68;"2,367";66;"1,772";0;"1,838"; ; 
"=""14:49"""; ; ; ; ; ; ; ; ; ;0
"=""14:54"""; ; ; ; ; ; ; ; ; ;630
"=""14:59"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""15:00""";"1,011";"1,423";178;"2,612";67;"1,011";0;"1,078"; ; 
"=""15:15""";"1,712";265;66;"2,043";55;"1,712";0;"1,767"; ; 
"=""15:30""";641;519;"1,834";"2,994";22;641;0;663; ; 
"=""15:45""";531;0;674;"1,205";0;531;0;531; ; 
"=""16:00""";763;0;213;976;26;763;8;797; ; 
"=""16:15""";512;6;499;"1,017";9;512;0;521; ; 
"=""16:30""";44;0;901;946;0;44;0;44; ; 
"=""16:45""";169;0;771;940;0;169;0;169; ; 
"=""17:00""";285;0;599;884;0;285;0;285; ; 
"=""17:15""";392;0;"1,545";"1,937";0;392;0;392; ; 
"=""17:30""";304;0;"1,457";"1,761";0;304;0;304; ; 
"=""17:45""";208;0;"1,410";"1,618";0;208;0;208; ; 
"=""18:00""";115;0;"2,029";"2,144";0;115;1;116; ; 
"=""18:15""";33;0;"2,634";"2,667";0;33;0;33; ; 
"=""18:30""";0;0;"3,106";"3,106";0;0;0;; ; 
"=""18:45""";0;0;"1,995";"1,995";0;0;0;; ; 
"=""19:00""";0;0;"2,948";"2,948";0;0;0;; ; 
"=""19:15""";0;0;"2,667";"2,667";0;0;0;; ; 
"=""19:30""";0;0;"3,569";"3,569";0;0;0;; ; 
"=""19:45""";0;0;"3,238";"3,238";0;0;0;; ; 
"=""20:00""";0;0;"2,414";"2,414";0;0;0;; ; 
"=""20:15""";0;0;"2,726";"2,726";0;0;0;; ; 
"=""20:30""";0;0;"2,563";"2,563";0;0;0;; ; 
"=""20:45""";0;0;"2,674";"2,674";0;0;0;; ; 
"=""21:00""";0;0;"4,241";"4,241";0;0;0;; ; 
"=""21:15""";0;0;"2,430";"2,430";0;0;0;; ; 
"=""21:30""";0;0;"2,886";"2,886";0;0;0;; ; 
"=""21:45""";0;0;"2,213";"2,213";0;0;0;; ; 
"=""22:00""";0;0;"2,624";"2,624";0;0;0;; ; 
"=""22:15""";0;0;"4,074";"4,074";0;0;0;; ; 
"=""22:30""";0;0;"3,016";"3,016";0;0;0;; ; 
"=""22:45""";0;0;"3,372";"3,372";0;0;0;; ; 
"=""23:00""";0;0;"3,467";"3,467";0;0;0;; ; 
"=""23:15""";0;0;"3,114";"3,114";0;0;0;; ; 
"=""23:30""";0;0;"2,158";"2,158";0;0;0;; ; 
"=""23:45""";0;0;"2,455";"2,455";0;0;0;; ; 
"=""00:00""";0;0;"2,472";"2,472";0;0;0;;300;"3,000"
