 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,211";;0;;100;; ; 
"=""00:30"""; ;0;"2,708";;0;;96;; ; 
"=""00:45"""; ;0;"2,940";;0;;91;; ; 
"=""01:00"""; ;0;"1,948";;0;;89;; ; 
"=""01:15"""; ;0;"1,929";;0;;89;; ; 
"=""01:30"""; ;0;"2,077";;0;;84;; ; 
"=""01:45"""; ;0;"1,625";;0;;84;; ; 
"=""02:00"""; ;0;"1,635";;0;;82;; ; 
"=""02:15"""; ;0;"1,590";;0;;80;; ; 
"=""02:25"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""02:30"""; ;"1,433";366;;30;;0;; ; 
"=""02:30"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""02:45"""; ;"1,506";29;;38;;0;; ; 
"=""03:00"""; ;"1,443";37;;32;;0;; ; 
"=""03:15"""; ;"1,669";44;;38;;0;; ; 
"=""03:30"""; ;"1,177";193;;37;;0;; ; 
"=""03:45"""; ;936;625;;43;;0;; ; 
"=""04:00"""; ;402;"1,243";;20;;0;; ; 
"=""04:15"""; ;0;"1,408";;0;;1;; ; 
"=""04:30"""; ;0;"1,302";;0;;2;; ; 
"=""04:45"""; ;0;"1,389";;0;;0;; ; 
"=""05:00"""; ;0;908;;0;;1;; ; 
"=""05:15"""; ;0;"1,118";;0;;1;; ; 
"=""05:30"""; ;0;"2,383";;0;;1;; ; 
"=""05:45""";0;1;"1,974";"1,975";0;0;0;; ; 
"=""06:00""";0;0;"1,306";"1,305";0;0;1;; ; 
"=""06:15""";0;0;"1,292";"1,290";0;0;2;; ; 
"=""06:30""";0;0;880;879;0;0;1;0; ; 
"=""06:45""";36;0;974;"1,010";0;36;2;38; ; 
"=""07:00""";175;1;835;"1,011";0;175;0;175; ; 
"=""07:15""";285;0;861;"1,146";0;285;2;287; ; 
"=""07:30""";535;0;874;"1,409";0;535;2;537; ; 
"=""07:45""";629;2;668;"1,299";0;629;0;629; ; 
"=""08:00""";795;0;376;"1,171";8;795;5;808; ; 
"=""08:15""";"1,037";2;880;"1,919";30;"1,037";0;"1,067"; ; 
"=""08:30""";"1,169";0;136;"1,305";66;"1,169";28;"1,263"; ; 
"=""08:40"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""08:45""";"1,372";0;165;"1,537";46;"1,372";104;"1,522"; ; 
"=""08:45"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:50"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""08:55"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:00""";"1,319";0;81;"1,399";81;"1,319";466;"1,865"; ; 
"=""09:10"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""09:15""";"1,431";0;104;"1,535";96;"1,431";490;"2,017"; ; 
"=""09:15"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:25"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""09:30""";837;0;40;877;39;837;"1,308";"2,183"; ; 
"=""09:30"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:45""";719;0;19;738;19;719;"1,571";"2,309"; ; 
"=""10:00""";723;0;25;748;26;723;"1,704";"2,453"; ; 
"=""10:00"""; ; ; ; ; ; ; ; ; ;"1,200"
"=""10:05"""; ; ; ; ; ; ; ; ; ;"3,000"
