 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,560";;0;;0;; ; 
"=""00:30"""; ;0;"1,654";;0;;0;; ; 
"=""00:45"""; ;0;"1,612";;0;;0;; ; 
"=""01:00"""; ;0;"1,401";;0;;0;; ; 
"=""01:15"""; ;0;"3,900";;0;;0;; ; 
"=""01:30"""; ;0;"2,502";;0;;0;; ; 
"=""01:45"""; ;0;"2,054";;0;;0;; ; 
"=""02:00"""; ;0;"1,966";;0;;0;; ; 
"=""02:15"""; ;0;"1,533";;0;;0;; ; 
"=""02:30"""; ;0;"1,332";;0;;0;; ; 
"=""02:45"""; ;0;"1,115";;0;;0;; ; 
"=""03:00"""; ;0;"1,363";;0;;0;; ; 
"=""03:15"""; ;0;"1,132";;0;;0;; ; 
"=""03:30"""; ;0;"1,147";;0;;0;; ; 
"=""03:45"""; ;0;984;;0;;0;; ; 
"=""04:00"""; ;0;"1,085";;0;;0;; ; 
"=""04:15"""; ;0;795;;0;;0;; ; 
"=""04:30"""; ;0;"1,089";;0;;0;; ; 
"=""04:45"""; ;0;"1,637";;0;;0;; ; 
"=""05:00"""; ;0;"2,993";;0;;0;; ; 
"=""05:15"""; ;0;"1,838";;0;;0;; ; 
"=""05:30"""; ;0;"2,347";;0;;0;; ; 
"=""05:45"""; ;0;"1,073";;0;;0;; ; 
"=""06:00""";0;0;908;908;0;0;0;; ; 
"=""06:15""";0;0;879;879;0;0;0;; ; 
"=""06:30""";0;0;"2,044";"2,044";0;0;0;; ; 
"=""06:45""";0;0;720;720;0;0;0;0; ; 
"=""07:00""";8;0;715;723;0;8;0;8; ; 
"=""07:15""";75;0;627;702;0;75;0;75; ; 
"=""07:30""";179;0;539;718;0;179;0;179; ; 
"=""07:45""";430;0;333;763;0;430;0;430; ; 
"=""08:00""";605;0;167;772;0;605;0;605; ; 
"=""08:15""";788;0;187;974;20;788;30;838; ; 
"=""08:30""";980;0;91;"1,071";49;980;34;"1,062"; ; 
"=""08:45""";859;0;72;931;69;859;349;"1,277"; ; 
"=""09:00""";"1,037";0;96;"1,132";97;"1,037";371;"1,504"; ; 
"=""09:15""";871;0;24;895;23;871;873;"1,767"; ; 
"=""09:30""";796;0;12;808;13;796;"1,196";"2,004"; ; 
"=""09:45""";746;0;11;757;11;746;"1,357";"2,114"; ; 
"=""10:00""";690;0;13;703;11;690;"1,545";"2,246"; ; 
"=""10:05"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""10:10"""; ; ; ; ; ; ; ; ; ;"1,800"
"=""10:15""";674;0;12;687;185;674;"1,445";"2,304"; ; 
"=""10:15"""; ; ; ; ; ; ; ; ; ;"1,710"
"=""10:20"""; ; ; ; ; ; ; ; ; ;"2,160"
"=""10:25"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:30""";"1,584";0;144;"1,728";283;"1,584";186;"2,052"; ; 
"=""10:30"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""10:35"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""10:40"""; ; ; ; ; ; ; ; ; ;"1,440"
