 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;1;"2,586";;0;;0;; ; 
"=""00:30"""; ;0;"2,414";;0;;2;; ; 
"=""00:45"""; ;0;"1,844";;0;;0;; ; 
"=""01:00"""; ;0;"2,138";;0;;2;; ; 
"=""01:15"""; ;0;"1,416";;0;;2;; ; 
"=""01:30"""; ;0;"2,061";;0;;1;; ; 
"=""01:45"""; ;0;"1,653";;0;;1;; ; 
"=""02:00"""; ;0;"1,825";;0;;0;; ; 
"=""02:15"""; ;1;"1,455";;0;;0;; ; 
"=""02:30"""; ;0;"1,353";;0;;4;; ; 
"=""02:45"""; ;2;"1,285";;0;;0;; ; 
"=""03:00"""; ;0;"1,498";;0;;2;; ; 
"=""03:15"""; ;0;"1,786";;0;;1;; ; 
"=""03:30"""; ;0;"1,307";;0;;0;; ; 
"=""03:45"""; ;0;"1,733";;0;;3;; ; 
"=""04:00"""; ;1;"1,037";;0;;0;; ; 
"=""04:15"""; ;0;"1,611";;0;;1;; ; 
"=""04:30"""; ;0;"1,118";;0;;3;; ; 
"=""04:45"""; ;0;"1,446";;0;;0;; ; 
"=""05:00"""; ;2;"1,005";;0;;0;; ; 
"=""05:15"""; ;0;"1,303";;0;;1;; ; 
"=""05:30"""; ;1;"3,249";;0;;0;; ; 
"=""05:45"""; ;0;"1,282";;0;;1;; ; 
"=""06:00""";0;0;"1,507";"1,505";0;0;2;; ; 
"=""06:15""";0;0;902;901;0;0;1;; ; 
"=""06:30""";0;1;"1,748";"1,749";0;0;0;0; ; 
"=""06:45""";1;0;"1,258";"1,259";0;1;1;2; ; 
"=""07:00""";54;0;"1,335";"1,389";0;54;1;55; ; 
"=""07:15""";194;0;"1,274";"1,468";0;194;1;195; ; 
"=""07:30""";363;0;"1,988";"2,351";0;363;1;364; ; 
"=""07:45""";588;1;767;"1,356";0;588;0;588; ; 
"=""08:00""";702;0;"1,549";"2,251";0;702;2;704; ; 
"=""08:15""";809;0;53;861;16;809;118;942; ; 
"=""08:30""";931;0;141;"1,072";19;931;163;"1,113"; ; 
"=""08:45""";829;0;25;854;26;829;521;"1,375"; ; 
"=""08:47"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""08:52"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:00""";973;0;223;"1,196";63;973;560;"1,596"; ; 
"=""09:15""";888;0;142;"1,029";37;888;"1,027";"1,951"; ; 
"=""09:30""";969;0;69;"1,039";42;969;"1,070";"2,082"; ; 
"=""09:45""";"1,023";0;62;"1,085";60;"1,023";"1,170";"2,253"; ; 
"=""10:00""";"1,305";0;123;"1,429";126;"1,305";890;"2,321"; ; 
"=""10:15""";"2,106";593;191;"2,889";206;"2,106";0;"2,311"; ; 
"=""10:30""";"1,389";0;60;"1,449";57;"1,389";"1,106";"2,552"; ; 
"=""10:42"""; ; ; ; ; ; ; ; ; ;"2,010"
"=""10:45""";"1,387";0;55;"1,442";70;"1,387";"1,218";"2,674"; ; 
"=""10:47"""; ; ; ; ; ; ; ; ; ;"1,170"
"=""10:52"""; ; ; ; ; ; ; ; ; ;900
"=""10:57"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""11:00""";"1,044";0;73;"1,117";260;"1,044";"1,061";"2,365"; ; 
"=""11:02"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:07"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""11:12"""; ; ; ; ; ; ; ; ; ;"1,440"
"=""11:15""";"1,000";0;30;"1,030";272;"1,000";857;"2,129"; ; 
"=""11:17"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""11:22"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""11:27"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""11:30""";815;0;36;850;325;815;586;"1,725"; ; 
"=""11:32"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""11:37"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""11:42"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""11:45""";870;0;20;890;306;870;448;"1,624"; ; 
"=""11:47"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""11:52"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""11:57"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""12:00""";"1,439";0;75;"1,513";293;"1,439";334;"2,065"; ; 
"=""12:02"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:07"""; ; ; ; ; ; ; ; ; ;"2,190"
"=""12:12"""; ; ; ; ; ; ; ; ; ;"2,130"
"=""12:15""";"1,198";0;48;"1,246";307;"1,198";279;"1,784"; ; 
"=""12:17"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""12:22"""; ; ; ; ; ; ; ; ; ;"1,440"
"=""12:27"""; ; ; ; ; ; ; ; ; ;"2,190"
"=""12:30""";"1,461";0;32;"1,492";310;"1,461";227;"1,998"; ; 
"=""12:32"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""12:37"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";"1,868";30;87;"1,985";230;"1,868";0;"2,098"; ; 
"=""12:47"""; ; ; ; ; ; ; ; ; ;"1,860"
"=""12:52"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:00""";"2,313";211;55;"2,579";79;"2,313";0;"2,392"; ; 
