 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""08:45""";784;0;108;893;15;784;15;814; ; 
"=""09:00""";829;0;138;967;24;829;8;860; ; 
"=""09:15""";751;1;281;"1,033";6;751;0;757; ; 
"=""09:30""";694;0;109;803;5;694;3;701; ; 
"=""09:45""";802;0;98;900;68;802;93;963; ; 
"=""10:00""";803;0;57;860;45;803;232;"1,080"; ; 
"=""10:15""";796;0;12;807;11;796;369;"1,175"; ; 
"=""10:30""";828;0;11;839;11;828;288;"1,126"; ; 
"=""10:45""";778;0;11;789;10;778;489;"1,276"; ; 
"=""11:00""";"1,023";0;314;"1,337";42;"1,023";594;"1,660"; ; 
"=""11:15""";788;0;10;798;11;788;"1,429";"2,227"; ; 
"=""11:30""";833;0;30;863;27;833;"1,314";"2,174"; ; 
"=""11:45""";722;0;45;767;46;722;"1,612";"2,380"; ; 
"=""12:00""";793;0;109;902;116;793;"1,383";"2,292"; ; 
"=""12:11"""; ; ; ; ; ; ; ; ; ;"2,010"
"=""12:15""";775;0;43;818;57;775;"1,273";"2,105"; ; 
"=""12:16"""; ; ; ; ; ; ; ; ; ;"2,040"
"=""12:21"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:30""";852;0;69;920;209;852;"1,082";"2,142"; ; 
"=""12:36"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""12:41"""; ; ; ; ; ; ; ; ; ;"1,710"
"=""12:45""";818;0;66;884;229;818;823;"1,870"; ; 
"=""12:46"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:00""";"1,791";0;33;"1,824";77;"1,791";546;"2,413"; ; 
"=""13:15""";"1,996";0;14;"2,010";19;"1,996";538;"2,552"; ; 
"=""13:30""";"1,657";331;50;"2,039";52;"1,657";0;"1,709"; ; 
"=""13:45""";"1,769";540;101;"2,410";91;"1,769";0;"1,860"; ; 
"=""14:00""";679;"1,200";26;"1,905";27;679;0;706; ; 
"=""14:06"""; ; ; ; ; ; ; ; ; ;"2,160"
"=""14:11"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:15""";"1,121";355;56;"1,531";51;"1,121";0;"1,171"; ; 
"=""14:30""";"1,653";18;38;"1,709";33;"1,653";0;"1,686"; ; 
"=""14:45""";805;889;22;"1,715";25;805;0;830; ; 
"=""15:00""";"1,674";84;38;"1,796";33;"1,674";0;"1,707"; ; 
"=""15:15""";"1,092";"1,460";31;"2,583";33;"1,092";0;"1,125"; ; 
"=""15:21"""; ; ; ; ; ; ; ; ; ;810
"=""15:26"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""15:30""";317;"1,042";89;"1,447";76;317;0;392; ; 
"=""15:45""";435;559;24;"1,018";28;435;0;463; ; 
"=""16:00""";485;401;23;909;21;485;0;506; ; 
"=""16:15""";458;478;13;950;14;458;0;472; ; 
"=""16:30""";401;486;14;901;12;401;0;413; ; 
"=""16:45""";368;90;394;851;2;368;0;369; ; 
"=""17:00""";247;0;"1,753";"2,000";0;247;1;248; ; 
"=""17:15""";129;0;"2,513";"2,642";0;129;2;131; ; 
"=""17:30""";97;0;"2,726";"2,823";0;97;0;97; ; 
"=""17:45""";15;0;"2,612";"2,627";0;15;0;15; ; 
"=""18:00""";0;0;"2,345";"2,228";0;0;1;; ; 
"=""18:15""";0;0;"3,902";"3,903";0;0;0;; ; 
"=""18:30""";0;0;"3,245";"3,749";0;0;0;; ; 
"=""18:45"""; ;0;"2,856";;0;;0;; ; 
"=""19:00"""; ;0;"4,133";;0;;0;; ; 
"=""19:15"""; ;0;"2,531";;0;;0;; ; 
"=""19:30"""; ;0;"2,425";;0;;0;; ; 
"=""19:45"""; ;0;"2,579";;0;;0;; ; 
"=""20:00"""; ;0;"4,162";;0;;0;; ; 
"=""20:15"""; ;0;"3,176";;0;;0;; ; 
"=""20:30"""; ;0;"4,548";;0;;0;; ; 
"=""20:45"""; ;0;"3,802";;0;;0;; ; 
"=""21:00"""; ;0;"3,348";;0;;0;; ; 
"=""21:15"""; ;0;"3,104";;0;;0;; ; 
"=""21:30"""; ;0;"2,888";;0;;0;; ; 
"=""21:45"""; ;0;"2,750";;0;;0;; ; 
"=""22:00"""; ;0;"2,850";;0;;0;; ; 
"=""22:15"""; ;0;"2,958";;0;;0;; ; 
"=""22:30"""; ;0;"2,848";;0;;0;; ; 
"=""22:45"""; ;0;"2,866";;0;;0;; ; 
"=""23:00"""; ;0;"2,498";;0;;0;; ; 
"=""23:15"""; ;0;"3,373";;0;;0;; ; 
"=""23:30"""; ;0;"3,050";;0;;0;; ; 
"=""23:45"""; ;0;"3,330";;0;;0;; ; 
"=""00:00"""; ;0;"3,271";;0;;0;;300;"3,000"
