 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;2;"2,219";;0;;0;; ; 
"=""00:30"""; ;0;"1,866";;0;;2;; ; 
"=""00:45"""; ;0;"2,135";;0;;0;; ; 
"=""01:00"""; ;0;"1,665";;0;;0;; ; 
"=""01:15"""; ;1;"2,076";;0;;0;; ; 
"=""01:30"""; ;0;"1,628";;0;;1;; ; 
"=""01:45"""; ;1;"1,835";;0;;0;; ; 
"=""02:00"""; ;0;"1,687";;0;;2;; ; 
"=""02:15"""; ;0;"1,020";;0;;1;; ; 
"=""02:30"""; ;1;"1,524";;0;;0;; ; 
"=""02:45"""; ;0;"1,505";;0;;1;; ; 
"=""03:00"""; ;1;"1,572";;0;;0;; ; 
"=""03:15"""; ;0;"1,106";;0;;0;; ; 
"=""03:30"""; ;2;"1,173";;0;;0;; ; 
"=""03:45"""; ;0;"1,830";;0;;0;; ; 
"=""04:00"""; ;0;"1,294";;0;;0;; ; 
"=""04:15"""; ;1;"1,000";;0;;0;; ; 
"=""04:30"""; ;0;"1,257";;0;;2;; ; 
"=""04:45"""; ;2;"1,516";;0;;0;; ; 
"=""05:00"""; ;0;"1,245";;0;;0;; ; 
"=""05:15"""; ;0;"2,396";;0;;2;; ; 
"=""05:30""";0;1;"1,300";"1,301";0;0;0;; ; 
"=""05:45""";0;0;"1,691";"1,691";0;0;0;; ; 
"=""06:00""";0;0;"1,808";"1,806";0;0;2;; ; 
"=""06:15""";0;1;"1,155";"1,156";0;0;0;; ; 
"=""06:30""";0;1;"1,741";"1,742";0;0;0;0; ; 
"=""06:45""";45;0;933;978;0;45;0;45; ; 
"=""07:00""";139;0;"1,444";"1,583";0;139;2;141; ; 
"=""07:15""";228;0;841;"1,069";0;228;0;228; ; 
"=""07:30""";523;0;682;"1,205";0;523;1;524; ; 
