 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,153";;0;;1;; ; 
"=""00:30"""; ;1;"1,585";;0;;0;; ; 
"=""00:45"""; ;1;"1,887";;0;;0;; ; 
"=""01:00"""; ;0;"1,907";;0;;1;; ; 
"=""01:15"""; ;0;"1,766";;0;;1;; ; 
"=""01:30"""; ;0;"1,205";;0;;0;; ; 
"=""01:45"""; ;0;"1,640";;0;;0;; ; 
"=""02:00"""; ;1;"1,807";;0;;0;; ; 
"=""02:15"""; ;0;"1,235";;0;;2;; ; 
"=""02:30"""; ;0;"1,423";;0;;1;; ; 
"=""02:45"""; ;0;"1,195";;0;;1;; ; 
"=""03:00"""; ;0;"1,023";;0;;2;; ; 
"=""03:15"""; ;0;"1,141";;0;;1;; ; 
"=""03:30"""; ;1;"1,189";;0;;0;; ; 
"=""03:45"""; ;1;"1,067";;0;;0;; ; 
"=""04:00"""; ;0;"1,416";;0;;5;; ; 
"=""04:15"""; ;0;998;;0;;1;; ; 
"=""04:30"""; ;0;845;;0;;1;; ; 
"=""04:45"""; ;0;"1,049";;0;;0;; ; 
"=""05:00"""; ;1;866;;0;;0;; ; 
"=""05:15"""; ;0;"2,260";;0;;1;; ; 
"=""05:30"""; ;0;"2,231";;0;;0;; ; 
"=""05:45""";0;1;"2,231";"2,232";0;0;0;; ; 
"=""06:00""";0;0;"1,574";"1,572";0;0;1;; ; 
"=""06:15""";0;0;"1,091";"1,090";0;0;1;; ; 
"=""06:30""";30;0;"2,116";"2,146";0;30;0;30; ; 
"=""06:45""";151;0;"1,191";"1,342";0;151;2;152; ; 
"=""07:00""";266;1;843;"1,110";0;266;0;266; ; 
"=""07:15""";437;1;629;"1,067";0;437;0;437; ; 
"=""07:30""";510;0;611;"1,121";0;510;0;510; ; 
"=""07:45""";611;0;420;"1,030";21;611;30;661; ; 
"=""08:00""";897;0;420;"1,317";36;897;163;"1,095"; ; 
"=""08:15""";926;0;72;998;23;926;321;"1,269"; ; 
"=""08:30""";"1,010";0;268;"1,278";11;"1,010";478;"1,499"; ; 
"=""08:45""";"1,413";0;220;"1,633";14;"1,413";411;"1,837"; ; 
"=""09:00""";"1,048";0;86;"1,135";22;"1,048";348;"1,418"; ; 
"=""09:15""";724;0;24;748;22;724;289;"1,034"; ; 
"=""09:27"""; ; ; ; ; ; ; ; ; ;"2,670"
"=""09:30""";880;0;232;"1,112";72;880;405;"1,357"; ; 
"=""09:32"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:37"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""09:42"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:45""";"1,014";0;114;"1,128";101;"1,014";"1,326";"2,440"; ; 
"=""09:47"""; ; ; ; ; ; ; ; ; ;"2,730"
"=""09:52"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";"1,659";0;126;"1,785";133;"1,659";779;"2,571"; ; 
"=""10:15""";"1,010";0;80;"1,090";80;"1,010";"1,695";"2,785"; ; 
"=""10:30""";"1,199";0;212;"1,411";211;"1,199";746;"2,155"; ; 
"=""10:32"""; ; ; ; ; ; ; ; ; ;900
"=""10:37"""; ; ; ; ; ; ; ; ; ;"2,250"
"=""10:42"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:45""";854;0;171;"1,024";292;854;"1,413";"2,558"; ; 
"=""10:52"""; ; ; ; ; ; ; ; ; ;"1,920"
"=""10:57"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:00""";"1,370";0;63;"1,433";142;"1,370";"1,181";"2,693"; ; 
"=""11:15""";997;119;25;"1,140";14;997;0;"1,010"; ; 
"=""11:30""";462;"1,000";40;"1,502";37;462;0;499; ; 
"=""11:45""";417;"1,067";29;"1,512";28;417;0;445; ; 
"=""12:00""";459;403;23;885;22;459;0;481; ; 
"=""12:15""";435;401;15;852;15;435;0;450; ; 
"=""12:30""";686;647;27;"1,360";24;686;0;710; ; 
"=""12:45""";"1,885";15;31;"1,932";38;"1,885";0;"1,923"; ; 
"=""13:00""";860;"1,745";52;"2,657";46;860;0;906; ; 
"=""13:15""";541;"1,044";699;"2,284";41;541;0;582; ; 
"=""13:30""";994;28;"1,088";"2,109";11;994;0;"1,005"; ; 
"=""13:45""";"1,201";5;"1,267";"2,473";6;"1,201";0;"1,207"; ; 
"=""14:00""";"1,721";0;331;"2,052";28;"1,721";115;"1,864"; ; 
"=""14:15""";"2,220";0;35;"2,254";39;"2,220";440;"2,698"; ; 
"=""14:17"""; ; ; ; ; ; ; ; ; ;"2,730"
"=""14:22"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:30""";"2,090";0;82;"2,173";75;"2,090";216;"2,381"; ; 
"=""14:45""";"1,570";597;436;"2,603";89;"1,570";0;"1,659"; ; 
"=""14:57"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""15:00""";"1,569";0;202;"1,771";48;"1,569";301;"1,918"; ; 
"=""15:02"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""15:15""";"1,568";279;610;"2,458";11;"1,568";0;"1,579"; ; 
"=""15:30""";"1,001";0;940;"1,941";10;"1,001";176;"1,187"; ; 
"=""15:45""";956;0;40;996;38;956;160;"1,154"; ; 
"=""15:57"""; ; ; ; ; ; ; ; ; ;"1,770"
"=""16:00""";997;0;42;"1,039";35;997;65;"1,097"; ; 
"=""16:02"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""16:15""";699;276;174;"1,149";40;699;0;739; ; 
"=""16:30""";650;0;251;901;0;650;0;650; ; 
"=""16:45""";741;0;189;930;4;741;0;745; ; 
"=""17:00""";783;0;"1,170";"1,953";0;783;0;783; ; 
"=""17:15""";490;0;"1,830";"2,320";0;490;2;492; ; 
"=""17:30""";332;0;"2,007";"2,339";0;332;2;334; ; 
"=""17:45""";163;1;"2,255";"2,419";0;163;0;163; ; 
"=""18:00""";51;0;"2,718";"2,769";0;51;1;52; ; 
"=""18:15""";1;1;"2,498";"2,500";0;1;0;1; ; 
"=""18:30""";0;0;"2,919";"2,918";0;0;1;; ; 
"=""18:45""";0;0;"3,210";"3,437";0;0;1;; ; 
"=""19:00""";0;0;"4,712";"4,712";0;0;0;; ; 
"=""19:15""";0;0;"3,851";"4,455";0;0;0;; ; 
"=""19:30"""; ;0;"3,718";;0;;0;; ; 
"=""19:45"""; ;0;"3,689";;0;;0;; ; 
"=""20:00"""; ;0;"2,925";;0;;0;; ; 
"=""20:15"""; ;0;"3,885";;0;;0;; ; 
"=""20:30"""; ;0;"3,542";;0;;0;; ; 
"=""20:45"""; ;0;"2,585";;0;;0;; ; 
"=""21:00"""; ;0;"2,497";;0;;0;; ; 
"=""21:15"""; ;0;"2,202";;0;;0;; ; 
"=""21:30"""; ;0;"2,506";;0;;0;; ; 
"=""21:45"""; ;0;"2,389";;0;;0;; ; 
"=""22:00"""; ;0;"2,358";;0;;0;; ; 
"=""22:15"""; ;0;"2,384";;0;;0;; ; 
"=""22:30"""; ;0;"2,374";;0;;0;; ; 
"=""22:45"""; ;0;"2,216";;0;;0;; ; 
"=""23:00"""; ;0;"2,031";;0;;0;; ; 
"=""23:15"""; ;0;"3,945";;0;;0;; ; 
"=""23:30"""; ;0;"3,010";;0;;0;; ; 
"=""23:45"""; ;0;"3,454";;0;;0;; ; 
"=""00:00"""; ;0;"3,457";;0;;0;;300;"3,000"
