 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,587";;0;;0;; ; 
"=""00:30"""; ;0;"1,684";;0;;0;; ; 
"=""00:45"""; ;0;"1,354";;0;;0;; ; 
"=""01:00"""; ;0;"1,438";;0;;0;; ; 
"=""01:15"""; ;0;"1,135";;0;;0;; ; 
"=""01:30"""; ;0;"1,489";;0;;0;; ; 
"=""01:45"""; ;0;"1,156";;0;;0;; ; 
"=""02:00"""; ;0;"1,316";;0;;0;; ; 
"=""02:15"""; ;0;964;;0;;0;; ; 
"=""02:30"""; ;0;"1,054";;0;;0;; ; 
"=""02:45"""; ;0;"1,138";;0;;0;; ; 
"=""03:00"""; ;0;820;;0;;0;; ; 
"=""03:15"""; ;0;876;;0;;0;; ; 
"=""03:30"""; ;0;819;;0;;0;; ; 
"=""03:45"""; ;0;"1,160";;0;;0;; ; 
"=""04:00"""; ;0;766;;0;;0;; ; 
"=""04:15"""; ;0;577;;0;;0;; ; 
"=""04:30"""; ;0;"1,120";;0;;0;; ; 
"=""04:45"""; ;0;"1,958";;0;;0;; ; 
"=""05:00"""; ;0;"2,793";;0;;0;; ; 
"=""05:15"""; ;0;"3,607";;0;;0;; ; 
"=""05:30"""; ;0;"1,860";;0;;0;; ; 
"=""05:45""";0;0;"1,007";"1,007";0;0;0;; ; 
"=""06:00""";0;0;975;975;0;0;0;; ; 
"=""06:15""";0;0;935;935;0;0;0;; ; 
"=""06:30""";0;0;"2,055";"2,055";0;0;0;; ; 
"=""06:45""";0;0;"1,030";"1,030";0;0;0;; ; 
"=""07:00""";2;0;929;931;0;2;0;2; ; 
"=""07:15""";70;0;798;868;0;70;0;70; ; 
"=""07:30""";204;0;769;973;0;204;0;204; ; 
"=""07:45""";246;0;600;846;0;246;0;246; ; 
"=""08:00""";394;0;447;841;0;394;0;394; ; 
"=""08:15""";521;0;455;976;0;521;0;521; ; 
"=""08:30""";424;0;352;776;0;424;0;424; ; 
"=""08:45""";488;0;118;606;13;488;106;607; ; 
"=""09:00""";610;0;"1,019";"1,629";32;610;47;688; ; 
"=""09:15""";543;0;640;"1,183";3;543;3;550; ; 
"=""09:30""";753;0;194;947;18;753;16;786; ; 
"=""09:45""";978;0;112;"1,090";67;978;303;"1,348"; ; 
"=""09:47"""; ; ; ; ; ; ; ; ; ;900
"=""09:52"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""09:57"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";"1,073";0;150;"1,224";77;"1,073";385;"1,536"; ; 
"=""10:15""";792;0;51;842;50;792;886;"1,727"; ; 
"=""10:17"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""10:22"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:30""";870;0;83;953;83;870;993;"1,946"; ; 
"=""10:45""";848;0;17;865;19;848;"1,249";"2,116"; ; 
"=""11:00""";841;0;9;851;9;841;"1,349";"2,199"; ; 
"=""11:15""";940;0;33;973;32;940;"1,293";"2,265"; ; 
"=""11:22"""; ; ; ; ; ; ; ; ; ;"2,460"
"=""11:27"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""11:30""";825;0;3;828;144;825;"1,308";"2,277"; ; 
"=""11:32"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""11:37"""; ; ; ; ; ; ; ; ; ;"1,560"
"=""11:42"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""11:45""";548;0;11;559;299;548;"1,106";"1,952"; ; 
"=""11:47"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""11:52"""; ; ; ; ; ; ; ; ; ;900
"=""11:57"""; ; ; ; ; ; ; ; ; ;"1,440"
"=""12:00""";533;0;92;624;269;533;874;"1,675"; ; 
"=""12:02"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""12:07"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""12:12"""; ; ; ; ; ; ; ; ; ;"1,440"
"=""12:15""";607;0;53;661;258;607;735;"1,600"; ; 
"=""12:17"""; ; ; ; ; ; ; ; ; ;"1,500"
"=""12:22"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:30""";843;0;27;870;179;843;476;"1,497"; ; 
"=""12:32"""; ; ; ; ; ; ; ; ; ;"1,440"
"=""12:37"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""12:42"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";805;0;53;858;269;805;486;"1,560"; ; 
"=""13:00""";"1,834";0;34;"1,868";48;"1,834";359;"2,241"; ; 
"=""13:15""";"1,526";0;88;"1,615";171;"1,526";147;"1,844"; ; 
"=""13:30""";"1,786";214;61;"2,061";76;"1,786";0;"1,862"; ; 
"=""13:45""";"1,167";808;50;"2,025";49;"1,167";0;"1,216"; ; 
"=""14:00""";"1,249";778;47;"2,074";47;"1,249";0;"1,296"; ; 
"=""14:15""";"1,013";"1,030";38;"2,080";43;"1,013";0;"1,056"; ; 
"=""14:30""";"1,302";0;27;"1,329";28;"1,302";538;"1,869"; ; 
"=""14:32"""; ; ; ; ; ; ; ; ; ;600
"=""14:37"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:45""";"1,660";317;53;"2,029";66;"1,660";0;"1,725"; ; 
"=""15:00""";897;901;37;"1,835";32;897;0;929; ; 
"=""15:02"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""15:07"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""15:15""";"1,075";"1,297";70;"2,442";72;"1,075";0;"1,147"; ; 
"=""15:30""";962;373;31;"1,366";29;962;0;991; ; 
"=""15:45""";820;2;19;841;18;820;0;838; ; 
"=""16:00""";468;388;37;893;34;468;0;502; ; 
"=""16:15""";613;262;17;893;17;613;0;630; ; 
"=""16:30""";442;370;9;821;6;442;0;448; ; 
"=""16:45""";253;619;16;888;15;253;0;268; ; 
"=""17:00""";295;532;33;860;24;295;0;319; ; 
"=""17:15""";236;"1,157";724;"2,118";31;236;0;267; ; 
"=""17:30""";135;2;"1,321";"1,458";0;135;0;135; ; 
"=""17:45""";52;0;"1,344";"1,396";0;52;0;52; ; 
"=""18:00""";18;0;"1,834";"1,852";0;18;0;18; ; 
"=""18:15""";0;1;"2,278";"2,279";0;0;0;0; ; 
"=""18:30""";0;0;"2,454";"2,454";0;0;0;; ; 
"=""18:45""";0;0;"1,755";"1,754";0;0;1;; ; 
"=""19:00""";0;0;"1,711";"1,710";0;0;1;; ; 
"=""19:15""";0;0;"1,518";"1,518";0;0;1;; ; 
"=""19:30""";0;0;"1,904";"1,814";0;0;0;; ; 
"=""19:45""";0;0;"2,675";"2,675";0;0;0;; ; 
"=""20:00""";0;0;"2,250";"1,732";0;0;0;; ; 
"=""20:15"""; ;0;"3,671";;0;;0;; ; 
"=""20:30"""; ;0;"3,131";;0;;0;; ; 
"=""20:45"""; ;0;"5,283";;0;;0;; ; 
"=""21:00"""; ;0;"2,864";;0;;0;; ; 
"=""21:15"""; ;0;"2,632";;0;;0;; ; 
"=""21:30"""; ;0;"2,358";;0;;0;; ; 
"=""21:45"""; ;0;"2,264";;0;;0;; ; 
"=""22:00"""; ;0;"2,090";;0;;0;; ; 
"=""22:15"""; ;0;"1,946";;0;;0;; ; 
"=""22:30"""; ;0;"2,569";;0;;0;; ; 
"=""22:45"""; ;0;"3,731";;0;;0;; ; 
"=""23:00"""; ;0;"2,708";;0;;0;; ; 
"=""23:15"""; ;0;"3,243";;0;;0;; ; 
"=""23:30"""; ;0;"2,845";;0;;0;; ; 
"=""23:45"""; ;0;"2,417";;0;;0;; ; 
"=""00:00"""; ;0;"2,489";;0;;0;;300;"3,000"
