 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,912";;0;;0;; ; 
"=""00:30"""; ;1;"1,963";;0;;0;; ; 
"=""00:45"""; ;2;"1,754";;0;;0;; ; 
"=""01:00"""; ;0;"1,944";;0;;0;; ; 
"=""01:15"""; ;0;"1,759";;0;;0;; ; 
"=""01:30"""; ;0;"1,868";;0;;1;; ; 
"=""01:45"""; ;0;"1,702";;0;;0;; ; 
"=""02:00"""; ;1;"1,750";;0;;0;; ; 
"=""02:15"""; ;0;"1,486";;0;;1;; ; 
"=""02:30"""; ;1;"1,302";;0;;0;; ; 
"=""02:45"""; ;0;"1,222";;0;;0;; ; 
"=""03:00"""; ;0;"1,369";;0;;1;; ; 
"=""03:15"""; ;1;863;;0;;0;; ; 
"=""03:30"""; ;1;"1,311";;0;;0;; ; 
"=""03:45"""; ;1;"1,355";;0;;0;; ; 
"=""04:00"""; ;0;"1,619";;0;;2;; ; 
"=""04:15"""; ;1;"1,165";;0;;0;; ; 
"=""04:30"""; ;1;"1,882";;0;;0;; ; 
"=""04:45"""; ;0;"1,664";;0;;0;; ; 
"=""05:00"""; ;0;"1,341";;0;;0;; ; 
"=""05:15"""; ;0;"1,300";;0;;1;; ; 
"=""05:30""";0;3;"1,081";"1,084";0;0;0;; ; 
"=""05:45""";0;0;"2,036";"2,032";0;0;3;; ; 
"=""06:00""";0;1;"2,157";"2,157";0;0;0;; ; 
"=""06:15""";0;0;"1,363";"1,362";0;0;1;; ; 
"=""06:30""";0;0;806;805;0;0;1;0; ; 
"=""06:45""";42;0;899;941;0;42;1;43; ; 
"=""07:00""";125;0;913;"1,038";0;125;1;126; ; 
"=""07:15""";132;1;700;833;0;132;0;132; ; 
"=""07:30""";270;0;582;852;0;270;3;272; ; 
"=""07:45""";459;2;721;"1,182";0;459;0;459; ; 
"=""08:00""";697;0;268;965;42;697;96;835; ; 
"=""08:15""";789;0;346;"1,136";31;789;108;929; ; 
"=""08:30""";805;0;95;900;53;805;92;949; ; 
"=""08:45""";725;0;28;753;28;725;432;"1,186"; ; 
"=""08:46"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""08:51"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:00""";778;0;70;848;70;778;602;"1,450"; ; 
"=""09:15""";939;0;58;998;33;939;861;"1,833"; ; 
"=""09:30""";659;0;36;695;32;659;"1,044";"1,734"; ; 
"=""09:45""";854;0;411;"1,264";36;854;616;"1,506"; ; 
"=""10:00""";682;0;324;"1,006";22;682;520;"1,224"; ; 
"=""10:15""";627;0;26;653;19;627;242;888; ; 
"=""10:26"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""10:30""";562;0;50;612;145;562;959;"1,666"; ; 
"=""10:31"""; ; ; ; ; ; ; ; ; ;"1,470"
"=""10:41"""; ; ; ; ; ; ; ; ; ;"1,380"
"=""10:45""";538;0;32;569;304;538;988;"1,830"; ; 
"=""10:46"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""10:51"""; ; ; ; ; ; ; ; ; ;0
"=""10:56"""; ; ; ; ; ; ; ; ; ;"1,560"
"=""11:00""";521;0;65;586;265;521;727;"1,512"; ; 
"=""11:01"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""11:06"""; ; ; ; ; ; ; ; ; ;"1,170"
"=""11:11"""; ; ; ; ; ; ; ; ; ;930
"=""11:15""";552;0;21;572;163;552;559;"1,274"; ; 
"=""11:16"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:26"""; ; ; ; ; ; ; ; ; ;"1,110"
"=""11:30""";510;0;35;545;118;510;447;"1,075"; ; 
"=""11:31"""; ; ; ; ; ; ; ; ; ;"1,080"
"=""11:36"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:41"""; ; ; ; ; ; ; ; ; ;"1,050"
"=""11:45""";544;0;34;578;200;544;424;"1,168"; ; 
"=""11:46"""; ; ; ; ; ; ; ; ; ;900
"=""11:51"""; ; ; ; ; ; ; ; ; ;60
"=""11:56"""; ; ; ; ; ; ; ; ; ;990
"=""12:00""";488;0;61;549;330;488;370;"1,188"; ; 
