 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,201";;0;;0;; ; 
"=""00:30"""; ;0;"2,318";;0;;0;; ; 
"=""00:45"""; ;0;"2,231";;0;;0;; ; 
"=""01:00"""; ;0;"1,819";;0;;0;; ; 
"=""01:15"""; ;0;"1,969";;0;;0;; ; 
"=""01:30"""; ;0;"1,814";;0;;0;; ; 
"=""01:45"""; ;0;"1,487";;0;;0;; ; 
"=""02:00"""; ;0;"2,055";;0;;0;; ; 
"=""02:15"""; ;0;"1,438";;0;;0;; ; 
"=""02:30"""; ;0;"1,466";;0;;0;; ; 
"=""02:45"""; ;0;"1,619";;0;;0;; ; 
"=""03:00"""; ;0;"1,536";;0;;0;; ; 
"=""03:15"""; ;0;"1,187";;0;;0;; ; 
"=""03:30"""; ;0;"1,505";;0;;0;; ; 
"=""03:45"""; ;0;"1,178";;0;;0;; ; 
"=""04:00"""; ;0;"1,441";;0;;0;; ; 
"=""04:15"""; ;0;"1,250";;0;;0;; ; 
"=""04:30"""; ;0;"1,003";;0;;0;; ; 
"=""04:45"""; ;0;"1,209";;0;;0;; ; 
"=""05:00"""; ;0;"2,482";;0;;0;; ; 
"=""05:15"""; ;0;"2,553";;0;;0;; ; 
"=""05:30"""; ;0;"3,017";;0;;0;; ; 
"=""05:45""";0;0;"1,364";"1,364";0;0;0;; ; 
"=""06:00""";0;0;"1,088";"1,088";0;0;0;; ; 
"=""06:15""";0;0;"1,016";"1,016";0;0;0;0; ; 
"=""06:30""";22;0;"1,602";"1,624";0;22;0;22; ; 
"=""06:45""";99;0;919;"1,018";0;99;0;99; ; 
"=""07:00""";184;0;621;805;0;184;0;184; ; 
"=""07:15""";212;0;597;809;0;212;0;212; ; 
"=""07:30""";298;0;630;928;0;298;0;298; ; 
"=""07:45""";689;0;221;909;30;689;48;766; ; 
"=""08:00""";656;0;23;679;23;656;336;"1,015"; ; 
"=""08:15""";774;0;94;868;96;774;490;"1,359"; ; 
"=""08:30""";783;0;48;831;47;783;717;"1,548"; ; 
"=""08:39"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""08:44"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:45""";"1,081";0;86;"1,167";84;"1,081";530;"1,695"; ; 
"=""08:49"""; ; ; ; ; ; ; ; ; ;"2,490"
"=""08:54"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:00""";"1,192";0;98;"1,290";96;"1,192";710;"1,998"; ; 
"=""09:15""";744;0;18;762;19;744;"1,405";"2,168"; ; 
"=""09:30""";528;0;14;541;13;528;"1,662";"2,202"; ; 
"=""09:34"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""09:39"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:45""";630;0;73;703;72;630;"1,434";"2,136"; ; 
"=""10:00""";712;0;75;787;80;712;"1,501";"2,292"; ; 
"=""10:04"""; ; ; ; ; ; ; ; ; ;"2,220"
"=""10:09"""; ; ; ; ; ; ; ; ; ;900
"=""10:14"""; ; ; ; ; ; ; ; ; ;"1,590"
"=""10:15""";591;0;180;771;279;591;"1,165";"2,035"; ; 
"=""10:19"""; ; ; ; ; ; ; ; ; ;"1,470"
"=""10:29"""; ; ; ; ; ; ; ; ; ;"2,700"
"=""10:30""";648;0;106;754;354;648;"1,012";"2,015"; ; 
"=""10:34"""; ; ; ; ; ; ; ; ; ;360
"=""10:39"""; ; ; ; ; ; ; ; ; ;150
"=""10:44"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:45""";"1,208";0;124;"1,331";287;"1,208";262;"1,756"; ; 
"=""10:59"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""11:00""";876;0;53;929;63;876;267;"1,206"; ; 
"=""11:04"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""11:09"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:14"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""11:15""";776;0;112;888;326;776;624;"1,726"; ; 
"=""11:19"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""11:24"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:30""";977;0;20;996;284;977;556;"1,816"; ; 
"=""11:45""";940;0;90;"1,030";301;940;441;"1,682"; ; 
"=""11:49"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""11:54"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:59"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""12:00""";"1,200";0;137;"1,338";198;"1,200";83;"1,481"; ; 
"=""12:04"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""12:09"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:15""";"1,669";38;316;"2,023";352;"1,669";0;"2,021"; ; 
"=""12:30""";"1,163";0;57;"1,220";68;"1,163";85;"1,316"; ; 
"=""12:34"""; ; ; ; ; ; ; ; ; ;930
"=""12:39"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";"1,076";958;218;"2,252";237;"1,076";0;"1,313"; ; 
"=""12:49"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""12:54"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:59"""; ; ; ; ; ; ; ; ; ;30
"=""13:00""";461;"1,825";226;"2,512";224;461;0;685; ; 
"=""13:04"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:15""";989;"1,859";132;"2,981";135;989;0;"1,124"; ; 
"=""13:29"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""13:30""";615;"1,814";30;"2,458";32;615;0;646; ; 
"=""13:34"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:45""";775;"1,420";48;"2,243";46;775;0;821; ; 
"=""13:54"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""13:59"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:00""";"1,878";613;303;"2,793";83;"1,878";0;"1,961"; ; 
"=""14:15""";"2,030";0;45;"2,075";36;"2,030";407;"2,473"; ; 
"=""14:19"""; ; ; ; ; ; ; ; ; ;0
"=""14:24"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:30""";"1,794";419;39;"2,251";43;"1,794";0;"1,837"; ; 
"=""14:45""";"1,471";718;49;"2,237";55;"1,471";0;"1,525"; ; 
"=""15:00""";"1,534";325;26;"1,884";21;"1,534";0;"1,555"; ; 
"=""15:15""";912;853;35;"1,801";34;912;0;946; ; 
"=""15:30""";968;96;"1,350";"2,413";25;968;0;993; ; 
"=""15:45""";774;0;29;802;26;774;342;"1,142"; ; 
"=""16:00""";691;151;18;859;16;691;0;706; ; 
"=""16:15""";468;208;471;"1,147";7;468;0;475; ; 
"=""16:30""";306;0;584;890;0;306;2;308; ; 
"=""16:45""";282;0;557;839;0;282;0;282; ; 
"=""17:00""";225;0;572;797;0;225;1;226; ; 
"=""17:15""";145;0;"1,801";"1,946";0;145;1;145; ; 
"=""17:30""";96;0;"2,220";"2,316";0;96;0;96; ; 
"=""17:45""";47;0;"2,088";"2,135";0;47;1;48; ; 
"=""18:00""";15;0;"1,348";"1,364";0;15;0;15; ; 
"=""18:15""";0;0;"2,030";"2,029";0;0;1;; ; 
"=""18:30""";0;0;"1,420";"1,368";0;0;1;; ; 
"=""18:45""";0;1;"1,798";"1,798";0;0;0;; ; 
"=""19:00""";0;0;"2,769";"1,670";0;0;0;; ; 
"=""19:15"""; ;0;"2,959";;0;;0;; ; 
"=""19:30"""; ;0;"2,521";;0;;0;; ; 
"=""19:45"""; ;1;"2,643";;0;;0;; ; 
"=""20:00"""; ;0;"2,690";;0;;2;; ; 
"=""20:15"""; ;0;"3,721";;0;;2;; ; 
"=""20:30"""; ;0;"2,735";;0;;0;; ; 
"=""20:45"""; ;0;"2,564";;0;;0;; ; 
"=""21:00"""; ;0;"2,367";;0;;0;; ; 
"=""21:15"""; ;0;"2,292";;0;;0;; ; 
"=""21:30"""; ;0;"2,296";;0;;0;; ; 
"=""21:45"""; ;0;"2,153";;0;;0;; ; 
"=""22:00"""; ;0;"2,183";;0;;0;; ; 
"=""22:15"""; ;0;"2,721";;0;;0;; ; 
"=""22:30"""; ;0;"2,132";;0;;0;; ; 
"=""22:45"""; ;0;"2,223";;0;;0;; ; 
"=""23:00"""; ;0;"1,948";;0;;0;; ; 
"=""23:15"""; ;0;"2,319";;0;;0;; ; 
"=""23:30"""; ;0;"3,683";;0;;0;; ; 
"=""23:45"""; ;0;"2,768";;0;;0;; ; 
"=""00:00"""; ;0;"3,788";;0;;0;;300;"3,000"
