 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;2;"2,254";;0;;0;; ; 
"=""00:30"""; ;0;"1,854";;0;;2;; ; 
"=""00:45"""; ;0;"2,290";;0;;0;; ; 
"=""01:00"""; ;0;"1,867";;0;;3;; ; 
"=""01:15"""; ;0;"2,183";;0;;1;; ; 
"=""01:30"""; ;0;"1,578";;0;;1;; ; 
"=""01:45"""; ;0;"2,122";;0;;1;; ; 
"=""02:00"""; ;0;"1,549";;0;;0;; ; 
"=""02:15"""; ;0;"1,910";;0;;0;; ; 
"=""02:30"""; ;0;"1,689";;0;;2;; ; 
"=""02:45"""; ;0;"1,723";;0;;0;; ; 
"=""03:00"""; ;0;"1,689";;0;;0;; ; 
"=""03:15"""; ;0;"1,445";;0;;1;; ; 
"=""03:30"""; ;1;"1,819";;0;;0;; ; 
"=""03:45"""; ;0;"1,398";;0;;2;; ; 
"=""04:00"""; ;1;"1,383";;0;;0;; ; 
"=""04:15"""; ;0;"1,079";;0;;0;; ; 
"=""04:30"""; ;0;"1,094";;0;;1;; ; 
"=""04:45"""; ;0;"1,484";;0;;0;; ; 
"=""05:00"""; ;0;"2,264";;0;;0;; ; 
"=""05:15"""; ;0;"1,890";;0;;1;; ; 
"=""05:30""";0;0;"2,306";"2,305";0;0;2;; ; 
"=""05:45""";0;0;"1,465";"1,463";0;0;2;; ; 
"=""06:00""";0;1;"1,289";"1,290";0;0;0;; ; 
"=""06:15""";0;0;"1,143";"1,142";0;0;1;; ; 
"=""06:30""";0;0;"2,384";"2,384";0;0;0;0; ; 
"=""06:45""";20;0;"1,625";"1,644";0;20;2;22; ; 
"=""07:00""";105;0;"1,429";"1,534";0;105;2;106; ; 
"=""07:15""";267;0;637;904;0;267;1;268; ; 
"=""07:30""";540;0;499;"1,039";0;540;1;541; ; 
"=""07:45""";669;6;291;966;6;669;0;675; ; 
"=""08:00""";755;0;340;"1,095";11;755;53;819; ; 
"=""08:15""";858;0;291;"1,149";54;858;112;"1,025"; ; 
"=""08:30""";664;0;47;710;46;664;551;"1,260"; ; 
"=""08:44"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""08:45""";801;0;34;834;31;801;692;"1,524"; ; 
"=""08:49"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:00""";849;0;41;889;42;849;987;"1,877"; ; 
"=""09:15""";"1,161";0;74;"1,235";73;"1,161";785;"2,019"; ; 
"=""09:30""";683;0;15;698;17;683;"1,476";"2,176"; ; 
"=""09:34"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""09:39"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:45""";818;0;92;910;89;818;"1,401";"2,307"; ; 
"=""09:59"""; ; ; ; ; ; ; ; ; ;"1,800"
"=""10:00""";889;0;50;939;59;889;"1,477";"2,425"; ; 
"=""10:04"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:09"""; ; ; ; ; ; ; ; ; ;930
"=""10:14"""; ; ; ; ; ; ; ; ; ;450
"=""10:15""";"1,571";0;160;"1,731";262;"1,571";490;"2,323"; ; 
"=""10:19"""; ; ; ; ; ; ; ; ; ;360
"=""10:24"""; ; ; ; ; ; ; ; ; ;"1,530"
