 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,451";;0;;1;; ; 
"=""00:30"""; ;0;"3,216";;0;;1;; ; 
"=""00:45"""; ;0;"2,195";;0;;0;; ; 
"=""01:00"""; ;0;"2,552";;0;;0;; ; 
"=""01:15"""; ;0;"2,310";;0;;1;; ; 
"=""01:30"""; ;0;"1,219";;0;;1;; ; 
"=""01:45"""; ;0;969;;0;;2;; ; 
"=""02:00"""; ;0;"1,470";;0;;1;; ; 
"=""02:15"""; ;0;"1,125";;0;;2;; ; 
"=""02:30"""; ;0;"1,357";;0;;1;; ; 
"=""02:45"""; ;0;783;;0;;1;; ; 
"=""03:00"""; ;0;955;;0;;1;; ; 
"=""03:15"""; ;0;905;;0;;1;; ; 
"=""03:30"""; ;0;937;;0;;3;; ; 
"=""03:45"""; ;0;895;;0;;0;; ; 
"=""04:00"""; ;0;808;;0;;1;; ; 
"=""04:15"""; ;0;"1,070";;0;;2;; ; 
"=""04:30"""; ;0;984;;0;;2;; ; 
"=""04:45"""; ;0;955;;0;;1;; ; 
"=""05:00"""; ;0;"1,124";;0;;1;; ; 
"=""05:15"""; ;0;"1,914";;0;;1;; ; 
"=""05:30""";0;0;"2,735";"2,733";0;0;2;; ; 
"=""05:45""";0;0;"1,228";"1,228";0;0;0;; ; 
"=""06:00""";0;0;"1,212";"1,211";0;0;2;; ; 
"=""06:15""";0;3;"1,241";"1,243";0;0;0;; ; 
"=""06:30""";0;0;"2,301";"2,300";0;0;1;; ; 
"=""06:45""";0;0;"1,189";"1,188";0;0;1;0; ; 
"=""07:00""";38;0;"1,135";"1,173";0;38;0;38; ; 
"=""07:15""";106;0;855;961;0;106;2;108; ; 
"=""07:30""";230;0;511;741;0;230;1;231; ; 
"=""07:45""";460;0;390;849;0;460;0;460; ; 
"=""08:00""";712;0;70;781;2;712;0;713; ; 
"=""08:15""";708;0;167;876;23;708;139;870; ; 
"=""08:30""";699;0;26;724;25;699;438;"1,161"; ; 
"=""08:45""";691;0;20;711;19;691;639;"1,349"; ; 
"=""09:00""";804;0;19;822;19;804;768;"1,590"; ; 
"=""09:15""";857;0;44;901;45;857;784;"1,685"; ; 
"=""09:30""";898;0;48;945;43;898;648;"1,588"; ; 
"=""09:45""";"1,152";0;879;"2,032";49;"1,152";558;"1,759"; ; 
"=""10:00""";699;0;15;714;19;699;"1,233";"1,950"; ; 
"=""10:03"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""10:08"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:15""";"1,010";0;66;"1,077";62;"1,010";412;"1,484"; ; 
"=""10:18"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""10:23"""; ; ; ; ; ; ; ; ; ;420
"=""10:28"""; ; ; ; ; ; ; ; ; ;"1,950"
"=""10:30""";"1,142";628;153;"1,923";153;"1,142";0;"1,295"; ; 
"=""10:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:45""";927;0;64;991;67;927;"1,242";"2,236"; ; 
"=""11:00""";665;0;16;682;21;665;889;"1,576"; ; 
"=""11:03"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""11:08"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""11:13"""; ; ; ; ; ; ; ; ; ;"1,860"
"=""11:15""";650;0;90;739;253;650;"1,250";"2,152"; ; 
"=""11:18"""; ; ; ; ; ; ; ; ; ;"2,460"
"=""11:23"""; ; ; ; ; ; ; ; ; ;"1,740"
"=""11:28"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""11:30""";747;0;56;803;332;747;"1,117";"2,196"; ; 
"=""11:33"""; ; ; ; ; ; ; ; ; ;"1,560"
"=""11:38"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:43"""; ; ; ; ; ; ; ; ; ;960
"=""11:45""";897;0;26;922;181;897;697;"1,774"; ; 
"=""11:48"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:53"""; ; ; ; ; ; ; ; ; ;"2,040"
