 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;1;"2,549";;0;;0;; ; 
"=""00:30"""; ;0;"2,011";;0;;0;; ; 
"=""00:45"""; ;2;"2,440";;0;;0;; ; 
"=""01:00"""; ;0;"2,272";;0;;2;; ; 
"=""01:15"""; ;0;"2,121";;0;;0;; ; 
"=""01:30"""; ;0;"1,918";;0;;1;; ; 
"=""01:45"""; ;2;"1,887";;0;;0;; ; 
"=""02:00"""; ;0;"1,962";;0;;0;; ; 
"=""02:15"""; ;0;"1,809";;0;;0;; ; 
"=""02:30"""; ;0;"1,549";;0;;1;; ; 
"=""02:45"""; ;0;"1,712";;0;;1;; ; 
"=""03:00"""; ;1;"1,664";;0;;0;; ; 
"=""03:15"""; ;2;"1,653";;0;;0;; ; 
"=""03:30"""; ;0;"1,563";;0;;1;; ; 
"=""03:45"""; ;0;"1,604";;0;;1;; ; 
"=""04:00"""; ;0;"1,719";;0;;3;; ; 
"=""04:15"""; ;1;"1,405";;0;;0;; ; 
"=""04:30"""; ;0;"1,593";;0;;2;; ; 
"=""04:45"""; ;0;"1,713";;0;;3;; ; 
"=""05:00"""; ;0;"3,525";;0;;1;; ; 
"=""05:15"""; ;1;"2,014";;0;;0;; ; 
"=""05:30"""; ;0;"2,714";;0;;0;; ; 
"=""05:45"""; ;0;"1,430";;0;;1;; ; 
"=""06:00""";0;1;"1,059";"1,059";0;0;0;; ; 
"=""06:15""";0;0;"1,410";"1,409";0;0;0;; ; 
"=""06:30""";0;0;"1,192";"1,189";0;0;3;; ; 
"=""06:45""";0;0;"1,000";"1,000";0;0;1;1; ; 
"=""07:00""";64;3;851;918;0;64;0;64; ; 
"=""07:15""";111;0;877;987;0;111;2;113; ; 
"=""07:30""";241;0;686;927;0;241;0;241; ; 
"=""07:45""";467;0;469;936;0;467;0;467; ; 
"=""08:00""";644;0;408;"1,053";6;644;2;653; ; 
"=""08:15""";772;0;666;"1,438";32;772;82;885; ; 
"=""08:30""";854;0;112;966;47;854;200;"1,101"; ; 
"=""08:45""";895;0;78;973;60;895;387;"1,341"; ; 
"=""09:00""";878;0;62;940;63;878;606;"1,546"; ; 
"=""09:15""";788;0;22;810;23;788;886;"1,697"; ; 
"=""09:22"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""09:27"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:30""";766;0;43;809;42;766;"1,032";"1,840"; ; 
"=""09:45""";765;0;50;815;52;765;"1,183";"1,999"; ; 
"=""10:00""";743;0;29;772;29;743;"1,310";"2,081"; ; 
"=""10:07"""; ; ; ; ; ; ; ; ; ;"2,640"
"=""10:12"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:15""";"1,312";0;360;"1,672";58;"1,312";778;"2,148"; ; 
"=""10:27"""; ; ; ; ; ; ; ; ; ;"1,890"
"=""10:30""";864;0;6;870;164;864;"1,303";"2,331"; ; 
"=""10:32"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""10:37"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""10:42"""; ; ; ; ; ; ; ; ; ;"1,500"
"=""10:45""";760;0;25;785;308;760;"1,000";"2,068"; ; 
"=""10:47"""; ; ; ; ; ; ; ; ; ;"1,440"
"=""10:52"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""11:00""";683;0;11;694;306;683;730;"1,719"; ; 
"=""11:02"""; ; ; ; ; ; ; ; ; ;"2,430"
"=""11:07"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""11:12"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""11:15""";702;0;9;711;306;702;603;"1,611"; ; 
"=""11:17"""; ; ; ; ; ; ; ; ; ;"1,200"
"=""11:22"""; ; ; ; ; ; ; ; ; ;"1,170"
"=""11:27"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""11:30""";658;0;0;658;301;658;486;"1,444"; ; 
"=""11:42"""; ; ; ; ; ; ; ; ; ;"1,170"
"=""11:45""";684;0;31;714;323;684;414;"1,421"; ; 
"=""11:47"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:52"""; ; ; ; ; ; ; ; ; ;"1,920"
"=""11:57"""; ; ; ; ; ; ; ; ; ;"1,710"
"=""12:00""";750;0;109;858;284;750;263;"1,296"; ; 
"=""12:02"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""12:07"""; ; ; ; ; ; ; ; ; ;"1,170"
"=""12:12"""; ; ; ; ; ; ; ; ; ;"1,080"
"=""12:15""";774;0;76;850;289;774;302;"1,365"; ; 
"=""12:17"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""12:27"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:30""";767;0;41;808;331;767;286;"1,385"; ; 
