 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"3,275";;0;;0;; ; 
"=""00:30"""; ;0;"1,977";;0;;0;; ; 
"=""00:45"""; ;0;"2,006";;0;;0;; ; 
"=""01:00"""; ;0;"2,014";;0;;0;; ; 
"=""01:15"""; ;0;"1,307";;0;;0;; ; 
"=""01:30"""; ;0;"1,666";;0;;0;; ; 
"=""01:45"""; ;0;"1,827";;0;;0;; ; 
"=""02:00"""; ;0;"1,792";;0;;0;; ; 
"=""02:15"""; ;0;"1,294";;0;;0;; ; 
"=""02:30"""; ;0;"1,184";;0;;0;; ; 
"=""02:45"""; ;0;"1,791";;0;;0;; ; 
"=""03:00"""; ;0;"1,385";;0;;0;; ; 
"=""03:15"""; ;0;"1,097";;0;;0;; ; 
"=""03:30"""; ;0;"1,023";;0;;0;; ; 
"=""03:45"""; ;0;"1,641";;0;;0;; ; 
"=""04:00"""; ;0;"1,300";;0;;0;; ; 
"=""04:15"""; ;0;"1,114";;0;;0;; ; 
"=""04:30"""; ;0;"1,264";;0;;0;; ; 
"=""04:45"""; ;0;"1,436";;0;;0;; ; 
"=""05:00"""; ;0;"2,144";;0;;0;; ; 
"=""05:15"""; ;0;"2,130";;0;;0;; ; 
"=""05:30""";0;0;"2,448";"2,448";0;0;0;; ; 
"=""05:45""";0;0;"1,875";"1,875";0;0;0;; ; 
"=""06:00""";0;0;953;953;0;0;0;; ; 
"=""06:15""";0;0;930;930;0;0;0;; ; 
"=""06:30""";14;0;"1,632";"1,646";0;14;0;14; ; 
"=""06:45""";159;0;664;823;0;159;0;159; ; 
"=""07:00""";285;0;699;984;0;285;0;285; ; 
"=""07:15""";473;0;233;705;2;473;0;474; ; 
"=""07:30""";693;0;63;755;21;693;27;741; ; 
"=""07:45""";716;0;44;760;9;716;14;739; ; 
"=""08:00""";666;2;111;780;5;666;0;671; ; 
"=""08:15""";681;0;128;809;34;681;48;763; ; 
