 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;1;"2,138";;0;;0;; ; 
"=""00:30"""; ;1;"1,949";;0;;0;; ; 
"=""00:45"""; ;0;"1,830";;0;;0;; ; 
"=""01:00"""; ;0;"1,896";;0;;1;; ; 
"=""01:15"""; ;0;"1,772";;0;;1;; ; 
"=""01:30"""; ;0;"1,919";;0;;2;; ; 
"=""01:45"""; ;1;"1,823";;0;;0;; ; 
"=""02:00"""; ;0;"1,830";;0;;1;; ; 
"=""02:15"""; ;0;"1,618";;0;;0;; ; 
"=""02:30"""; ;0;"1,674";;0;;2;; ; 
"=""02:45"""; ;0;"1,697";;0;;1;; ; 
"=""03:00"""; ;0;"1,543";;0;;0;; ; 
"=""03:15"""; ;1;"1,727";;0;;0;; ; 
"=""03:30"""; ;0;"1,468";;0;;2;; ; 
"=""03:45"""; ;0;"1,579";;0;;0;; ; 
"=""04:00"""; ;0;"1,536";;0;;0;; ; 
"=""04:15"""; ;0;"1,673";;0;;1;; ; 
"=""04:30"""; ;0;"1,619";;0;;2;; ; 
"=""04:45"""; ;1;"1,578";;0;;0;; ; 
"=""05:00"""; ;1;"1,907";;0;;0;; ; 
"=""05:15"""; ;0;"3,062";;0;;1;; ; 
"=""05:30"""; ;0;"2,703";;0;;0;; ; 
"=""05:45""";0;0;"1,550";"1,548";0;0;2;; ; 
"=""06:00""";0;0;"1,275";"1,274";0;0;1;; ; 
"=""06:15""";0;0;858;857;0;0;1;; ; 
"=""06:30""";0;0;"1,386";"1,386";0;0;0;0; ; 
"=""06:45""";49;1;741;791;0;49;0;49; ; 
"=""07:00""";142;0;485;627;0;142;1;143; ; 
"=""07:15""";195;0;428;624;0;195;1;196; ; 
"=""07:30""";255;0;338;593;0;255;2;257; ; 
"=""07:45""";312;0;317;628;0;312;1;313; ; 
"=""08:00""";376;0;592;968;0;376;2;378; ; 
"=""08:15""";446;0;279;726;0;446;0;446; ; 
"=""08:30""";575;0;113;688;12;575;3;589; ; 
"=""08:45""";531;0;36;568;30;531;66;627; ; 
"=""09:00""";670;0;167;837;21;670;51;743; ; 
"=""09:15""";766;0;96;862;34;766;36;836; ; 
"=""09:30""";629;0;59;688;57;629;238;924; ; 
"=""09:45""";628;0;37;665;37;628;320;985; ; 
"=""10:00""";572;0;16;588;17;572;386;975; ; 
"=""10:15""";499;0;14;513;13;499;441;953; ; 
"=""10:15"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""10:20"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:30""";550;0;29;579;30;550;481;"1,060"; ; 
"=""10:45""";550;0;14;564;14;550;556;"1,121"; ; 
"=""11:00""";526;0;17;543;16;526;612;"1,154"; ; 
"=""11:15""";464;0;13;477;13;464;718;"1,194"; ; 
"=""11:30""";745;0;44;789;44;745;621;"1,410"; ; 
"=""11:45""";571;0;12;584;12;571;"1,028";"1,612"; ; 
"=""12:00""";568;0;16;584;12;568;"1,160";"1,740"; ; 
"=""12:15""";710;0;18;728;17;710;662;"1,388"; ; 
"=""12:30""";711;0;14;725;13;711;630;"1,354"; ; 
"=""12:45""";625;0;16;641;15;625;"1,056";"1,696"; ; 
"=""12:50"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""12:55"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:00""";611;0;19;630;15;611;418;"1,044"; ; 
"=""13:15""";603;0;12;614;10;603;2;615; ; 
"=""13:20"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""13:25"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:30""";309;338;40;687;42;309;0;350; ; 
"=""13:45""";333;224;21;579;20;333;0;353; ; 
"=""14:00""";141;461;18;620;15;141;0;156; ; 
"=""14:15""";225;293;21;539;21;225;0;246; ; 
"=""14:30""";750;426;70;"1,245";82;750;0;832; ; 
"=""14:30"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""14:35"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:45""";715;0;38;753;39;715;574;"1,328"; ; 
"=""15:00""";"1,085";0;26;"1,111";21;"1,085";511;"1,618"; ; 
"=""15:15""";"1,133";0;28;"1,161";32;"1,133";549;"1,714"; ; 
"=""15:30""";"1,162";0;93;"1,255";89;"1,162";151;"1,402"; ; 
"=""15:45""";628;0;15;643;15;628;376;"1,018"; ; 
"=""16:00""";756;0;13;770;12;756;457;"1,225"; ; 
"=""16:15""";767;417;72;"1,256";68;767;0;835; ; 
"=""16:30""";881;969;21;"1,871";16;881;0;897; ; 
"=""16:45""";539;"1,185";13;"1,736";19;539;0;557; ; 
"=""17:00""";473;"1,135";42;"1,650";36;473;0;509; ; 
"=""17:05"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""17:10"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""17:15""";327;"1,376";39;"1,742";39;327;0;366; ; 
"=""17:30""";187;964;335;"1,486";29;187;0;216; ; 
"=""17:45""";113;516;894;"1,523";20;113;0;133; ; 
"=""18:00""";67;1;"1,557";"1,625";0;67;0;67; ; 
"=""18:15""";38;1;"2,560";"2,599";0;38;0;38; ; 
"=""18:30""";5;1;"4,607";"4,613";0;5;0;5; ; 
"=""18:45""";0;1;"4,598";"4,598";0;0;0;; ; 
"=""19:00""";0;0;"3,543";"3,603";0;0;0;; ; 
"=""19:15""";0;0;"4,283";"4,283";0;0;0;; ; 
"=""19:30""";0;0;"2,677";"2,929";0;0;1;; ; 
"=""19:45"""; ;115;"2,569";;0;;0;; ; 
"=""20:00"""; ;0;"2,796";;0;;1;; ; 
"=""20:15"""; ;0;"2,698";;0;;1;; ; 
"=""20:30"""; ;0;"2,620";;0;;0;; ; 
"=""20:45"""; ;0;"2,526";;0;;3;; ; 
"=""21:00"""; ;0;"2,458";;0;;0;; ; 
"=""21:15"""; ;0;"2,534";;0;;0;; ; 
"=""21:30"""; ;1;"2,914";;0;;0;; ; 
"=""21:45"""; ;0;"3,889";;0;;1;; ; 
"=""22:00"""; ;0;"3,005";;0;;1;; ; 
"=""22:15"""; ;0;"3,206";;0;;3;; ; 
"=""22:30"""; ;0;"3,108";;0;;0;; ; 
"=""22:45"""; ;0;"3,662";;0;;4;; ; 
"=""23:00"""; ;0;"3,508";;0;;0;; ; 
"=""23:15"""; ;0;"2,663";;0;;0;; ; 
"=""23:30"""; ;0;"3,035";;0;;2;; ; 
"=""23:45"""; ;0;"2,358";;0;;1;; ; 
"=""00:00"""; ;0;"1,975";;0;;1;;300;"3,000"
