 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,280";;0;;0;; ; 
"=""00:30"""; ;0;"2,980";;0;;0;; ; 
"=""00:45"""; ;0;"2,291";;0;;0;; ; 
"=""01:00"""; ;0;"2,229";;0;;0;; ; 
"=""01:15"""; ;0;"2,181";;0;;0;; ; 
"=""01:30"""; ;0;"1,867";;0;;0;; ; 
"=""01:45"""; ;0;"2,218";;0;;0;; ; 
"=""02:00"""; ;0;"2,206";;0;;0;; ; 
"=""02:15"""; ;0;"1,984";;0;;0;; ; 
"=""02:30"""; ;0;"1,975";;0;;0;; ; 
"=""02:45"""; ;0;"2,012";;0;;0;; ; 
"=""03:00"""; ;0;"1,863";;0;;0;; ; 
"=""03:15"""; ;0;"2,025";;0;;0;; ; 
"=""03:30"""; ;0;"2,038";;0;;0;; ; 
"=""03:45"""; ;0;"1,509";;0;;0;; ; 
"=""04:00"""; ;0;"1,648";;0;;0;; ; 
"=""04:15"""; ;0;"1,839";;0;;0;; ; 
"=""04:30"""; ;0;"1,702";;0;;0;; ; 
"=""04:45"""; ;0;"1,920";;0;;0;; ; 
"=""05:00"""; ;0;"2,794";;0;;0;; ; 
"=""05:15""";0;0;"2,001";"2,001";0;0;0;; ; 
"=""05:30""";0;0;"3,317";"3,317";0;0;0;; ; 
"=""05:45""";0;0;"1,810";"1,810";0;0;0;; ; 
"=""06:00""";0;0;"1,204";"1,204";0;0;0;; ; 
"=""06:15""";0;0;"1,369";"1,369";0;0;0;; ; 
"=""06:30""";21;0;"2,149";"2,170";0;21;0;21; ; 
"=""06:45""";82;0;"1,120";"1,202";0;82;0;82; ; 
"=""07:00""";176;0;843;"1,019";0;176;0;176; ; 
"=""07:15""";382;0;601;983;0;382;0;382; ; 
"=""07:30""";681;0;319;"1,000";8;681;0;689; ; 
"=""07:45""";787;0;258;"1,045";14;787;46;846; ; 
"=""08:00""";851;0;224;"1,075";28;851;244;"1,122"; ; 
"=""08:12"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""08:15""";"1,109";0;247;"1,356";84;"1,109";242;"1,435"; ; 
"=""08:17"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:30""";"1,089";0;158;"1,247";67;"1,089";458;"1,614"; ; 
"=""08:45""";"1,071";0;118;"1,189";119;"1,071";661;"1,850"; ; 
"=""08:47"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""08:52"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:00""";"1,104";0;98;"1,202";99;"1,104";888;"2,091"; ; 
"=""09:15""";"1,132";0;78;"1,210";77;"1,132";"1,070";"2,280"; ; 
"=""09:30""";720;0;11;731;12;720;"1,730";"2,461"; ; 
"=""09:42"""; ; ; ; ; ; ; ; ; ;"2,670"
"=""09:45""";"1,095";0;73;"1,168";69;"1,095";"1,390";"2,554"; ; 
"=""09:47"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";771;0;65;835;59;771;"1,947";"2,776"; ; 
"=""10:15""";888;0;81;969;183;888;"1,686";"2,757"; ; 
"=""10:17"""; ; ; ; ; ; ; ; ; ;990
"=""10:22"""; ; ; ; ; ; ; ; ; ;"2,280"
"=""10:27"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""10:30""";"1,226";0;315;"1,541";377;"1,226";720;"2,323"; ; 
"=""10:32"""; ; ; ; ; ; ; ; ; ;0
"=""10:37"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:42"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""10:45""";"1,259";0;316;"1,575";385;"1,259";628;"2,273"; ; 
"=""10:47"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:52"""; ; ; ; ; ; ; ; ; ;"1,590"
"=""10:57"""; ; ; ; ; ; ; ; ; ;"2,430"
"=""11:00""";"1,182";0;297;"1,480";434;"1,182";536;"2,153"; ; 
"=""11:02"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:07"""; ; ; ; ; ; ; ; ; ;"1,380"
"=""11:15""";"1,016";0;129;"1,145";368;"1,016";504;"1,887"; ; 
"=""11:17"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""11:22"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""11:27"""; ; ; ; ; ; ; ; ; ;150
"=""11:30""";784;0;1;785;300;784;519;"1,603"; ; 
"=""11:32"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""11:37"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""11:42"""; ; ; ; ; ; ; ; ; ;"1,560"
"=""11:45""";808;0;45;853;342;808;427;"1,577"; ; 
"=""11:47"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""11:52"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""12:00""";952;0;32;984;329;952;363;"1,643"; ; 
"=""12:02"""; ; ; ; ; ; ; ; ; ;"1,200"
"=""12:07"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""12:15""";873;0;58;931;351;873;330;"1,554"; ; 
"=""12:17"""; ; ; ; ; ; ; ; ; ;"1,050"
"=""12:22"""; ; ; ; ; ; ; ; ; ;"1,110"
"=""12:27"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""12:30""";809;0;1;810;302;809;298;"1,409"; ; 
"=""12:32"""; ; ; ; ; ; ; ; ; ;"1,110"
"=""12:37"""; ; ; ; ; ; ; ; ; ;"2,400"
"=""12:42"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";"1,182";0;173;"1,355";378;"1,182";160;"1,720"; ; 
"=""12:52"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""12:57"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:00""";"2,630";389;128;"3,146";125;"2,630";0;"2,754"; ; 
"=""13:15""";"2,609";181;47;"2,837";42;"2,609";0;"2,651"; ; 
"=""13:30""";"2,745";332;27;"3,104";28;"2,745";0;"2,773"; ; 
"=""13:45""";"2,677";148;37;"2,863";36;"2,677";0;"2,713"; ; 
"=""14:00""";"2,155";733;107;"2,996";107;"2,155";0;"2,262"; ; 
"=""14:15""";"2,556";373;15;"2,943";20;"2,556";0;"2,576"; ; 
"=""14:30""";"2,367";103;42;"2,512";36;"2,367";0;"2,403"; ; 
"=""14:45""";"1,655";988;35;"2,679";33;"1,655";0;"1,688"; ; 
"=""15:00""";"1,391";938;88;"2,418";85;"1,391";0;"1,476"; ; 
"=""15:15""";"1,520";"1,246";100;"2,866";101;"1,520";0;"1,621"; ; 
"=""15:30""";997;"2,593";81;"3,670";79;997;0;"1,075"; ; 
"=""15:45""";"1,082";778;31;"1,891";35;"1,082";0;"1,117"; ; 
"=""16:00""";733;643;22;"1,398";20;733;0;753; ; 
"=""16:02"""; ; ; ; ; ; ; ; ; ;600
"=""16:07"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""16:15""";707;797;23;"1,526";16;707;0;723; ; 
"=""16:30""";491;"1,101";84;"1,676";18;491;0;509; ; 
"=""16:45""";316;103;"1,137";"1,556";3;316;0;318; ; 
"=""17:00""";204;0;"1,187";"1,392";0;204;3;207; ; 
"=""17:15""";121;0;"2,433";"2,554";0;121;0;121; ; 
"=""17:30""";68;0;"3,531";"3,599";0;68;0;68; ; 
