 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""08:22"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:27"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""08:30""";"1,275";0;447;"1,721";120;"1,275";203;"1,597"; ; 
"=""08:32"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""08:37"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:45""";"1,198";0;146;"1,343";93;"1,198";461;"1,751"; ; 
"=""08:52"""; ; ; ; ; ; ; ; ; ;0
"=""08:57"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:00""";"1,653";361;163;"2,177";162;"1,653";0;"1,815"; ; 
"=""09:02"""; ; ; ; ; ; ; ; ; ;0
"=""09:07"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:15""";"1,515";0;306;"1,821";114;"1,515";228;"1,857"; ; 
"=""09:30""";"1,157";0;79;"1,236";83;"1,157";"1,074";"2,315"; ; 
"=""09:42"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""09:45""";"1,474";127;117;"1,718";110;"1,474";0;"1,584"; ; 
"=""09:47"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";967;0;97;"1,064";98;967;839;"1,903"; ; 
"=""10:12"""; ; ; ; ; ; ; ; ; ;"2,700"
"=""10:15""";923;0;65;988;64;923;819;"1,806"; ; 
"=""10:17"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:30""";970;0;171;"1,141";168;970;848;"1,985"; ; 
"=""10:37"""; ; ; ; ; ; ; ; ; ;"2,460"
"=""10:42"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:45""";"1,397";0;250;"1,647";244;"1,397";540;"2,181"; ; 
"=""11:00""";"1,685";632;120;"2,436";113;"1,685";0;"1,798"; ; 
"=""11:15""";"1,277";"1,064";64;"2,404";53;"1,277";0;"1,330"; ; 
"=""11:30""";"1,303";797;38;"2,138";36;"1,303";0;"1,339"; ; 
"=""11:45""";"1,321";854;33;"2,208";34;"1,321";0;"1,355"; ; 
"=""11:52"""; ; ; ; ; ; ; ; ; ;"2,520"
"=""11:57"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:00""";"2,015";0;51;"2,065";52;"2,015";661;"2,727"; ; 
"=""12:15""";"1,236";0;35;"1,271";31;"1,236";"1,047";"2,314"; ; 
"=""12:17"""; ; ; ; ; ; ; ; ; ;"1,740"
"=""12:22"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:27"""; ; ; ; ; ; ; ; ; ;"2,100"
"=""12:30""";"1,422";0;58;"1,481";57;"1,422";"1,048";"2,528"; ; 
"=""12:32"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";"1,331";391;108;"1,830";94;"1,331";0;"1,425"; ; 
"=""13:00""";"1,476";"1,066";742;"3,284";80;"1,476";0;"1,556"; ; 
"=""13:02"""; ; ; ; ; ; ; ; ; ;"2,220"
"=""13:07"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:15""";908;358;"1,994";"3,260";14;908;0;922; ; 
"=""13:30""";"1,209";0;"1,478";"2,687";0;"1,209";0;"1,209"; ; 
"=""13:45""";"2,392";0;294;"2,686";63;"2,392";81;"2,536"; ; 
"=""14:00""";"2,406";0;440;"2,846";31;"2,406";29;"2,466"; ; 
"=""14:15""";"1,895";9;"1,016";"2,919";36;"1,895";0;"1,930"; ; 
"=""14:30""";"2,384";0;193;"2,576";57;"2,384";123;"2,564"; ; 
"=""14:32"""; ; ; ; ; ; ; ; ; ;"2,610"
"=""14:37"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:45""";"2,591";65;85;"2,741";35;"2,591";0;"2,626"; ; 
"=""15:00""";"1,018";0;"2,071";"3,089";12;"1,018";13;"1,043"; ; 
"=""15:15""";550;0;"2,728";"3,278";0;550;0;550; ; 
"=""15:30""";84;0;"2,663";"2,747";0;84;2;85; ; 
"=""15:45""";106;0;"1,515";"1,621";0;106;1;107; ; 
"=""16:00""";91;1;"1,514";"1,606";0;91;0;91; ; 
"=""16:15""";247;0;"1,301";"1,548";0;247;1;248; ; 
"=""16:30""";228;1;712;941;0;228;0;228; ; 
"=""16:45""";130;1;"1,100";"1,231";0;130;0;130; ; 
"=""17:00""";106;0;"2,718";"2,824";0;106;3;109; ; 
"=""17:15""";84;2;"2,109";"2,195";0;84;0;84; ; 
"=""17:30""";46;0;"2,639";"2,685";0;46;1;47; ; 
"=""17:45""";9;1;"2,233";"2,243";0;9;0;9; ; 
"=""18:00""";0;1;"2,469";"2,469";0;0;0;0; ; 
"=""18:15""";0;0;"2,591";"2,591";0;0;0;; ; 
"=""18:30""";0;0;"1,652";"1,651";0;0;1;; ; 
"=""18:45""";0;0;"2,041";"2,041";0;0;0;; ; 
"=""19:00""";0;0;"2,658";"2,657";0;0;1;; ; 
"=""19:15""";0;2;"1,929";"2,252";0;0;0;; ; 
"=""19:30""";0;0;"2,557";"2,557";0;0;0;; ; 
"=""19:45"""; ;0;"2,669";;0;;1;; ; 
"=""20:00"""; ;0;"2,675";;0;;0;; ; 
"=""20:15"""; ;0;"2,540";;0;;1;; ; 
"=""20:30"""; ;0;"3,324";;0;;2;; ; 
"=""20:45"""; ;1;"2,269";;0;;0;; ; 
"=""21:00"""; ;0;"2,309";;0;;0;; ; 
"=""21:15"""; ;0;"2,190";;0;;1;; ; 
"=""21:30"""; ;1;"1,995";;0;;0;; ; 
"=""21:45"""; ;0;"2,164";;0;;3;; ; 
"=""22:00"""; ;0;"1,909";;0;;2;; ; 
"=""22:15"""; ;0;"1,795";;0;;3;; ; 
"=""22:30"""; ;0;"1,581";;0;;0;; ; 
"=""22:45"""; ;0;"1,837";;0;;2;; ; 
"=""23:00"""; ;0;"1,608";;0;;0;; ; 
"=""23:15"""; ;0;"1,410";;0;;3;; ; 
"=""23:30"""; ;0;"1,705";;0;;2;; ; 
"=""23:45"""; ;0;"1,602";;0;;1;; ; 
"=""00:00"""; ;0;"1,621";;0;;2;;300;"3,000"
