 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,775";;0;;0;; ; 
"=""00:30"""; ;0;"1,732";;0;;0;; ; 
"=""00:45"""; ;0;"1,780";;0;;0;; ; 
"=""01:00"""; ;0;"1,410";;0;;0;; ; 
"=""01:15"""; ;0;"1,464";;0;;0;; ; 
"=""01:30"""; ;0;"1,779";;0;;0;; ; 
"=""01:45"""; ;0;"1,388";;0;;0;; ; 
"=""02:00"""; ;0;"1,700";;0;;0;; ; 
"=""02:15"""; ;0;"1,345";;0;;0;; ; 
"=""02:30"""; ;0;"1,272";;0;;0;; ; 
"=""02:45"""; ;0;"1,188";;0;;0;; ; 
"=""03:00"""; ;0;830;;0;;0;; ; 
"=""03:15"""; ;0;"1,377";;0;;0;; ; 
"=""03:30"""; ;0;"1,065";;0;;0;; ; 
"=""03:45"""; ;0;"1,564";;0;;0;; ; 
"=""04:00"""; ;0;988;;0;;0;; ; 
"=""04:15"""; ;0;905;;0;;0;; ; 
"=""04:30"""; ;0;"1,196";;0;;0;; ; 
"=""04:45"""; ;0;"2,098";;0;;0;; ; 
"=""05:00"""; ;0;"1,292";;0;;0;; ; 
"=""05:15"""; ;0;771;;0;;0;; ; 
"=""05:30"""; ;0;"1,250";;0;;0;; ; 
"=""05:45""";0;0;"1,603";"1,603";0;0;0;; ; 
"=""06:00""";0;0;"1,903";"1,903";0;0;0;; ; 
"=""06:15""";0;0;"1,159";"1,159";0;0;0;0; ; 
"=""06:30""";73;0;"2,130";"2,203";0;73;0;73; ; 
"=""06:45""";151;0;"1,095";"1,246";0;151;0;151; ; 
"=""07:00""";366;0;657;"1,023";0;366;0;366; ; 
"=""07:15""";661;0;742;"1,403";10;661;0;671; ; 
"=""07:30""";770;0;469;"1,238";21;770;94;884; ; 
"=""07:45""";889;0;212;"1,101";19;889;243;"1,151"; ; 
"=""08:00""";933;0;150;"1,082";22;933;388;"1,342"; ; 
"=""08:12"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""08:15""";"1,088";0;75;"1,163";75;"1,088";348;"1,510"; ; 
"=""08:17"""; ; ; ; ; ; ; ; ; ;"2,400"
