 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,078";;0;;0;; ; 
"=""00:30"""; ;0;"1,952";;0;;0;; ; 
"=""00:45"""; ;0;"1,792";;0;;0;; ; 
"=""01:00"""; ;0;"1,730";;0;;0;; ; 
"=""01:15"""; ;0;"1,618";;0;;0;; ; 
"=""01:30"""; ;0;"1,354";;0;;0;; ; 
"=""01:45"""; ;0;"1,563";;0;;0;; ; 
"=""02:00"""; ;0;"1,193";;0;;0;; ; 
"=""02:15"""; ;0;"1,505";;0;;0;; ; 
"=""02:30"""; ;0;"1,285";;0;;0;; ; 
"=""02:45"""; ;0;"1,118";;0;;0;; ; 
"=""03:00"""; ;0;"1,251";;0;;0;; ; 
"=""03:15"""; ;0;"1,304";;0;;0;; ; 
"=""03:30"""; ;0;"1,057";;0;;0;; ; 
"=""03:45"""; ;0;"1,324";;0;;0;; ; 
"=""04:00"""; ;0;964;;0;;0;; ; 
"=""04:15"""; ;0;"1,064";;0;;0;; ; 
"=""04:30"""; ;0;"1,356";;0;;0;; ; 
"=""04:45"""; ;0;"1,317";;0;;0;; ; 
"=""05:00"""; ;0;"3,379";;0;;0;; ; 
"=""05:15"""; ;0;"2,475";;0;;0;; ; 
"=""05:30"""; ;0;"2,987";;0;;0;; ; 
"=""05:45"""; ;0;"1,153";;0;;0;; ; 
"=""06:00"""; ;0;882;;0;;0;; ; 
"=""06:15""";0;0;"1,236";"1,236";0;0;0;; ; 
"=""06:30""";0;0;"2,038";"2,038";0;0;0;; ; 
"=""06:45""";0;0;972;972;0;0;0;; ; 
"=""07:00""";0;0;970;970;0;0;0;0; ; 
"=""07:15""";38;0;837;875;0;38;0;38; ; 
"=""07:30""";117;0;861;978;0;117;0;117; ; 
"=""07:45""";205;0;717;922;0;205;0;205; ; 
"=""08:00""";414;0;508;922;0;414;0;414; ; 
"=""08:15""";573;0;522;"1,095";9;573;0;582; ; 
"=""08:22"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""08:27"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:30""";536;0;98;633;95;536;215;845; ; 
"=""08:45""";587;0;58;645;56;587;399;"1,042"; ; 
