 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,275";;0;;0;; ; 
"=""00:30"""; ;0;"2,570";;0;;1;; ; 
"=""00:45"""; ;0;"2,214";;0;;1;; ; 
"=""01:00"""; ;0;"1,927";;0;;1;; ; 
"=""01:15"""; ;0;"1,952";;0;;0;; ; 
"=""01:30"""; ;0;"1,791";;0;;1;; ; 
"=""01:45"""; ;0;"2,051";;0;;1;; ; 
"=""02:00"""; ;0;"2,022";;0;;1;; ; 
"=""02:15"""; ;1;"1,892";;0;;0;; ; 
"=""02:30"""; ;0;"1,641";;0;;1;; ; 
"=""02:45"""; ;0;"1,727";;0;;1;; ; 
"=""03:00"""; ;0;"1,448";;0;;0;; ; 
"=""03:15"""; ;0;"1,696";;0;;0;; ; 
"=""03:30"""; ;0;"1,699";;0;;0;; ; 
"=""03:45"""; ;1;"1,572";;0;;0;; ; 
"=""04:00"""; ;1;"1,660";;0;;0;; ; 
"=""04:15"""; ;0;"1,619";;0;;1;; ; 
"=""04:30"""; ;0;"1,558";;0;;1;; ; 
"=""04:45"""; ;0;"1,411";;0;;1;; ; 
"=""05:00"""; ;0;"2,040";;0;;3;; ; 
"=""05:15"""; ;0;"2,588";;0;;0;; ; 
"=""05:30"""; ;0;"2,852";;0;;2;; ; 
"=""05:45"""; ;2;"2,120";;0;;0;; ; 
"=""06:00""";0;0;"1,970";"1,970";0;0;0;; ; 
"=""06:15""";0;0;"1,819";"1,817";0;0;2;; ; 
"=""06:30""";0;0;"2,011";"2,011";0;0;1;; ; 
"=""06:45""";3;0;"1,219";"1,222";0;3;3;6; ; 
"=""07:00""";71;0;955;"1,026";0;71;0;71; ; 
"=""07:15""";181;1;703;885;0;181;0;181; ; 
"=""07:30""";268;0;736;"1,005";0;268;3;271; ; 
"=""07:45""";503;0;483;986;1;503;1;504; ; 
"=""08:00""";662;2;561;"1,225";14;662;0;676; ; 
"=""08:15""";771;0;95;865;51;771;39;860; ; 
"=""08:30""";986;0;"1,078";"2,064";33;986;35;"1,054"; ; 
"=""08:45""";"1,011";0;283;"1,294";59;"1,011";184;"1,253"; ; 
"=""08:56"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""09:00""";751;0;31;782;30;751;665;"1,446"; ; 
"=""09:01"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:15""";780;0;177;957;93;780;791;"1,663"; ; 
"=""09:30""";679;0;49;728;43;679;579;"1,301"; ; 
"=""09:45""";703;0;76;779;75;703;"1,303";"2,082"; ; 
"=""10:00""";726;0;78;804;83;726;344;"1,153"; ; 
"=""10:15""";664;0;43;707;42;664;"1,135";"1,841"; ; 
"=""10:26"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""10:30""";604;0;54;658;128;604;"1,394";"2,126"; ; 
"=""10:31"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:41"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""10:45""";632;0;32;664;186;632;"1,101";"1,919"; ; 
"=""10:46"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:51"""; ; ; ; ; ; ; ; ; ;"2,700"
"=""10:57"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""11:00""";640;0;135;775;312;640;770;"1,722"; ; 
"=""11:01"""; ; ; ; ; ; ; ; ; ;"1,830"
"=""11:07"""; ; ; ; ; ; ; ; ; ;780
"=""11:11"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:15""";825;0;171;996;338;825;450;"1,613"; ; 
"=""11:21"""; ; ; ; ; ; ; ; ; ;"1,740"
"=""11:27"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:30""";985;0;315;"1,300";350;985;192;"1,526"; ; 
"=""11:31"""; ; ; ; ; ; ; ; ; ;540
"=""11:37"""; ; ; ; ; ; ; ; ; ;"1,110"
"=""11:41"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:45""";978;0;259;"1,237";367;978;253;"1,598"; ; 
"=""11:51"""; ; ; ; ; ; ; ; ; ;"1,770"
"=""11:57"""; ; ; ; ; ; ; ; ; ;"2,610"
"=""12:00""";"1,189";161;223;"1,574";309;"1,189";0;"1,498"; ; 
"=""12:01"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:12"""; ; ; ; ; ; ; ; ; ;360
"=""12:15""";"2,006";477;353;"2,836";353;"2,006";0;"2,358"; ; 
"=""12:17"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""12:21"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:30""";"2,005";"1,207";141;"3,354";138;"2,005";0;"2,143"; ; 
"=""12:45""";"2,777";230;28;"3,035";29;"2,777";0;"2,806"; ; 
"=""13:00""";"1,322";"1,261";36;"2,619";43;"1,322";0;"1,365"; ; 
"=""13:15""";"2,532";150;40;"2,722";35;"2,532";0;"2,567"; ; 
"=""13:30""";"2,393";124;30;"2,547";22;"2,393";0;"2,415"; ; 
"=""13:45""";"2,409";28;48;"2,484";49;"2,409";0;"2,457"; ; 
"=""14:00""";"2,259";506;43;"2,809";51;"2,259";0;"2,310"; ; 
"=""14:15""";842;809;349;"1,999";19;842;0;861; ; 
"=""14:30""";"1,668";0;996;"2,665";13;"1,668";57;"1,738"; ; 
"=""14:45""";"1,718";3;939;"2,659";1;"1,718";0;"1,718"; ; 
"=""15:00""";"1,080";0;"1,104";"2,185";0;"1,080";1;"1,081"; ; 
"=""15:15""";589;2;"2,385";"2,975";0;589;0;589; ; 
"=""15:30""";"1,012";0;946;"1,958";0;"1,012";0;"1,012"; ; 
"=""15:45""";722;0;360;"1,083";4;722;23;749; ; 
"=""16:00""";477;0;"1,169";"1,646";0;477;0;477; ; 
"=""16:15""";273;0;542;815;0;273;0;273; ; 
"=""16:30""";151;0;682;833;0;151;3;154; ; 
"=""16:45""";146;1;780;927;0;146;0;146; ; 
"=""17:00""";165;0;"1,852";"2,017";0;165;1;166; ; 
"=""17:15""";170;1;"3,068";"3,239";0;170;0;170; ; 
"=""17:30""";117;1;"3,323";"3,441";0;117;0;117; ; 
"=""17:45""";51;0;"3,397";"3,448";0;51;0;51; ; 
"=""18:00""";9;0;"3,260";"3,268";0;9;0;9; ; 
"=""18:15""";0;0;"2,362";"2,344";0;0;1;; ; 
"=""18:30""";0;0;"4,256";"4,256";0;0;0;; ; 
"=""18:45""";0;1;"3,801";"3,741";0;0;0;; ; 
"=""19:00"""; ;0;"4,498";;0;;2;; ; 
"=""19:15"""; ;0;"3,935";;0;;1;; ; 
"=""19:30"""; ;2;"4,108";;0;;0;; ; 
"=""19:45"""; ;0;"4,270";;0;;0;; ; 
"=""20:00"""; ;0;"4,064";;0;;0;; ; 
"=""20:15"""; ;1;"4,878";;0;;0;; ; 
"=""20:30"""; ;0;"3,651";;0;;4;; ; 
"=""20:45"""; ;0;"2,752";;0;;0;; ; 
"=""21:00"""; ;0;"3,140";;0;;0;; ; 
"=""21:15"""; ;0;"2,985";;0;;0;; ; 
"=""21:30"""; ;0;"2,605";;0;;0;; ; 
"=""21:45"""; ;1;"2,323";;0;;0;; ; 
"=""22:00"""; ;0;"2,931";;0;;0;; ; 
"=""22:15"""; ;0;"2,419";;0;;0;; ; 
"=""22:30"""; ;0;"3,297";;0;;3;; ; 
"=""22:45"""; ;0;"2,506";;0;;1;; ; 
"=""23:00"""; ;1;"2,572";;0;;0;; ; 
"=""23:15"""; ;0;"2,419";;0;;0;; ; 
"=""23:30"""; ;0;"2,187";;0;;0;; ; 
"=""23:45"""; ;1;"2,383";;0;;0;; ; 
"=""00:00"""; ;0;"2,393";;0;;0;;300;"3,000"
