 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,908";;0;;0;; ; 
"=""00:30"""; ;0;"1,954";;0;;0;; ; 
"=""00:45"""; ;0;"1,995";;0;;0;; ; 
"=""01:00"""; ;0;"1,687";;0;;0;; ; 
"=""01:15"""; ;0;"1,559";;0;;0;; ; 
"=""01:30"""; ;0;"1,778";;0;;0;; ; 
"=""01:45"""; ;0;"1,641";;0;;0;; ; 
"=""02:00"""; ;0;"1,610";;0;;0;; ; 
"=""02:15"""; ;0;"1,742";;0;;0;; ; 
"=""02:30"""; ;0;"1,397";;0;;0;; ; 
"=""02:45"""; ;0;"1,521";;0;;0;; ; 
"=""03:00"""; ;0;"1,367";;0;;0;; ; 
"=""03:15"""; ;0;"1,471";;0;;0;; ; 
"=""03:30"""; ;0;"1,499";;0;;0;; ; 
"=""03:45"""; ;0;"1,372";;0;;0;; ; 
"=""04:00"""; ;0;"1,249";;0;;0;; ; 
"=""04:15"""; ;0;"1,317";;0;;0;; ; 
"=""04:30"""; ;0;"1,412";;0;;0;; ; 
"=""04:45"""; ;0;"1,469";;0;;0;; ; 
"=""05:00"""; ;0;"3,117";;0;;0;; ; 
"=""05:15"""; ;0;"2,050";;0;;0;; ; 
"=""05:30"""; ;0;"2,339";;0;;0;; ; 
"=""05:45"""; ;0;"1,152";;0;;0;; ; 
"=""06:00""";0;0;"1,070";"1,070";0;0;0;; ; 
"=""06:15""";0;0;"1,586";"1,586";0;0;0;; ; 
"=""06:30""";0;0;"1,354";"1,354";0;0;0;; ; 
"=""06:45""";0;0;853;853;0;0;0;0; ; 
"=""07:00""";22;0;794;816;0;22;0;22; ; 
"=""07:15""";106;0;774;880;0;106;0;106; ; 
"=""07:30""";167;0;770;937;0;167;0;167; ; 
"=""07:45""";227;0;512;739;0;227;0;227; ; 
"=""08:00""";277;0;843;"1,120";0;277;0;277; ; 
"=""08:15""";231;0;552;783;0;231;0;231; ; 
"=""08:30""";389;0;210;599;9;389;22;420; ; 
"=""08:45""";694;0;350;"1,044";8;694;3;704; ; 
"=""09:00""";801;0;48;848;41;801;295;"1,137"; ; 
"=""09:10"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""09:15""";745;0;84;829;73;745;312;"1,129"; ; 
"=""09:15"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:30""";714;0;69;783;67;714;556;"1,337"; ; 
"=""09:45""";724;0;24;748;22;724;916;"1,662"; ; 
"=""10:00""";740;0;14;754;13;740;702;"1,455"; ; 
"=""10:15""";666;0;17;683;17;666;"1,327";"2,010"; ; 
"=""10:30""";"1,457";0;111;"1,567";110;"1,457";105;"1,671"; ; 
"=""10:45""";738;0;17;755;13;738;890;"1,641"; ; 
"=""11:00""";737;0;13;750;11;737;777;"1,524"; ; 
"=""11:15""";600;0;16;616;12;600;753;"1,366"; ; 
"=""11:25"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""11:30""";788;0;52;840;47;788;548;"1,383"; ; 
